parcel,bedrooms,bathrooms,living_area,total_value,half_baths,purchase_date,construction_quality,condition_score,garage_type,finished_basement,total_land,zipcodes,house_age,Inflation_Adj_Cost1,Inflation_Adj_Cost2
81209015,4,2,1532,64900,0,1904,C / AVERAGE,FAIR,DETACHED,No,6109.0,44146,116,46750.0,0.0
81209016,4,1,1368,68800,0,1904,D / POOR,AVERAGE,NONE,No,5960.0,44146,116,0.0,49267.99999999999
81209018,3,2,1564,62300,0,1894,C / AVERAGE,AVERAGE,NONE,No,5066.0,44146,126,70560.0,0.0
81209019,4,2,1146,65900,0,1924,C / AVERAGE,AVERAGE,NONE,No,6705.0,44146,96,61488.00000000001,0.0
81209021,2,1,1497,74900,1,1900,C / AVERAGE,AVERAGE,DETACHED,No,5960.0,44146,120,79800.0,113750.0
81209023,3,2,1026,75300,0,1917,C / AVERAGE,FAIR,DETACHED,No,6750.0,44146,103,0.0,63375.0
81209025,4,1,1452,74900,0,1919,C / AVERAGE,AVERAGE,DETACHED,No,6750.0,44146,101,79394.0,0.0
81209026,4,1,1520,89400,1,1919,C / AVERAGE,AVERAGE,DETACHED,No,6075.0,44146,101,93472.5,122380.0
81209027,2,1,870,68900,0,1904,C / AVERAGE,AVERAGE,ATTACHED,No,5400.0,44146,116,115394.99999999999,74760.0
81209028,2,1,1401,75900,1,1912,C / AVERAGE,FAIR,DETACHED,No,6750.0,44146,108,0.0,0.0
81209029,3,1,980,73500,0,1914,C / AVERAGE,FAIR,DETACHED,No,5400.0,44146,106,0.0,0.0
81209030,4,2,1368,83000,1,1919,C / AVERAGE,AVERAGE,DETACHED,No,6480.0,44146,101,0.0,0.0
81209031,3,1,1248,80700,0,1919,C / AVERAGE,AVERAGE,NONE,No,7830.0,44146,101,91670.0,0.0
81209032,4,2,1716,90400,1,1919,C / AVERAGE,AVERAGE,NONE,No,8235.0,44146,101,0.0,0.0
81209033,3,2,1200,91300,0,1964,C / AVERAGE,AVERAGE,DETACHED,No,8640.0,44146,56,0.0,119700.0
81209034,2,1,1132,47000,0,1919,C / AVERAGE,FAIR,DETACHED,No,5760.0,44146,101,91540.0,71360.0
81209036,2,1,974,70900,0,1919,C / AVERAGE,AVERAGE,DETACHED,No,5760.0,44146,101,131215.0,70680.0
81209037,2,1,1627,86900,0,1924,C / AVERAGE,AVERAGE,DETACHED,No,7488.0,44146,96,151000.0,124500.0
81209038,3,1,1462,73400,0,1924,C / AVERAGE,AVERAGE,DETACHED,No,11872.0,44146,96,77804.0,0.0
81209039,3,1,1352,90100,0,1919,C / AVERAGE,AVERAGE,DETACHED,No,11200.0,44146,101,0.0,0.0
81209040,2,1,752,72200,0,1914,D / POOR,FAIR,DETACHED,No,9880.0,44146,106,0.0,0.0
81209041,3,1,1472,96600,1,1919,C / AVERAGE,AVERAGE,DETACHED,No,9256.0,44146,101,48300.0,23320.0
81209042,3,1,980,85100,0,1962,C / AVERAGE,AVERAGE,DETACHED,No,8528.0,44146,58,46000.0,0.0
81209043,3,1,1660,87400,0,1925,C / AVERAGE,AVERAGE,DETACHED,No,7632.0,44146,95,50540.0,90440.0
81209046,4,1,1275,77800,0,1950,C / AVERAGE,AVERAGE,DETACHED,No,7500.0,44146,70,0.0,0.0
81209047,3,1,1680,95400,0,1941,C / AVERAGE,FAIR,DETACHED,No,7500.0,44146,79,177920.00000000003,119990.0
81209048,3,1,987,84500,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,7500.0,44146,79,0.0,79520.00000000001
81209049,3,1,1225,87000,0,1919,C / AVERAGE,AVERAGE,DETACHED,No,7500.0,44146,101,0.0,0.0
81209050,3,1,1254,73800,0,1914,C / AVERAGE,FAIR,DETACHED,No,7500.0,44146,106,141143.0,0.0
81209051,6,2,2210,108500,0,1914,C+ / AVERAGE+,AVERAGE,DETACHED,No,9000.0,44146,106,0.0,0.0
81209052,4,2,2266,91700,0,1924,C+ / AVERAGE+,FAIR,DETACHED,No,11761.0,44146,96,45580.0,26500.0
81209053,2,1,832,73000,0,1904,C+ / AVERAGE+,AVERAGE,DETACHED,No,6300.0,44146,116,0.0,9440.0
81209056,5,2,2414,120300,0,1914,C+ / AVERAGE+,AVERAGE,DETACHED,No,19180.0,44146,106,0.0,147840.0
81209057,3,1,1152,70000,0,1914,C / AVERAGE,AVERAGE,DETACHED,,3060.0,44146,106,0.0,0.0
81209058,3,1,1092,78300,0,1950,C / AVERAGE,AVERAGE,DETACHED,No,14400.0,44146,70,143000.0,101170.0
81209059,2,1,1092,82500,0,1950,C / AVERAGE,AVERAGE,DETACHED,,14400.0,44146,70,50400.00000000001,146300.0
81209060,3,1,1182,90400,0,1950,C / AVERAGE,GOOD,DETACHED,No,15300.0,44146,70,68000.0,104267.12
81209061,3,1,1284,84600,0,1950,C / AVERAGE,AVERAGE,DETACHED,No,14400.0,44146,70,161700.0,0.0
81209062,3,1,728,79700,0,1950,C / AVERAGE,AVERAGE,DETACHED,No,14400.0,44146,70,0.0,117609.0
81209063,2,1,728,78700,0,1950,C / AVERAGE,AVERAGE,DETACHED,No,14400.0,44146,70,94540.0,0.0
81209064,3,1,1040,93100,0,1914,C / AVERAGE,AVERAGE,DETACHED,No,10500.0,44146,106,105700.0,0.0
81210002,5,2,2250,133100,2,1996,C / AVERAGE,AVERAGE,ATTACHED,No,7500.0,44146,24,135500.0,0.0
81210003,3,1,1372,81300,0,1919,C / AVERAGE,GOOD,DETACHED,No,7500.0,44146,101,0.0,144439.99999999997
81210007,3,1,1666,0,0,1900,C+ / AVERAGE+,AVERAGE,DETACHED,No,12000.0,44146,120,156040.0,128960.0
81211006,5,2,1430,60700,0,1884,C / AVERAGE,AVERAGE,DETACHED,No,5085.0,44146,136,66135.75,0.0
81211007,2,1,942,59700,0,1919,C / AVERAGE,FAIR,DETACHED,No,4590.0,44146,101,0.0,69685.0
81211008,3,1,1200,58900,0,1919,C / AVERAGE,FAIR,NONE,No,4095.0,44146,101,42560.0,138720.0
81211009,2,1,956,67000,0,1900,C / AVERAGE,FAIR,DETACHED,No,4690.0,44146,120,106470.0,78540.0
81211010,2,1,1290,106800,0,1970,C / AVERAGE,AVERAGE,DETACHED,,10318.0,44146,50,54096.00000000001,0.0
81211012,5,2,2202,66900,0,1875,C+ / AVERAGE+,FAIR,DETACHED,No,5895.0,44146,145,27930.0,44334.22
81211013,2,2,1260,80100,0,1850,C / AVERAGE,AVERAGE,DETACHED,No,5232.0,44146,170,0.0,54060.0
81211014,3,1,1064,90900,1,1950,C / AVERAGE,AVERAGE,NONE,,8946.0,44146,70,106470.0,0.0
81211020,4,2,2048,79200,0,1890,C+ / AVERAGE+,FAIR,DETACHED,,7301.0,44146,130,0.0,84630.0
81211021,6,2,2184,111200,0,1904,C+ / AVERAGE+,AVERAGE,DETACHED,No,7301.0,44146,116,0.0,0.0
81211023,3,1,924,80400,0,1907,C+ / AVERAGE+,AVERAGE,DETACHED,No,6750.0,44146,113,25560.0,0.0
81211024,3,1,1482,92500,0,1890,C / AVERAGE,AVERAGE,DETACHED,No,6750.0,44146,130,0.0,70060.0
81211025,6,2,2340,92100,0,1924,C+ / AVERAGE+,FAIR,DETACHED,No,6480.0,44146,96,202510.0,179280.0
81211026,3,2,1512,75900,0,1892,C / AVERAGE,FAIR,DETACHED,No,6750.0,44146,128,0.0,0.0
81211031,3,1,1215,91500,0,1850,C / AVERAGE,AVERAGE,DETACHED,,11070.0,44146,170,173160.0,0.0
81211033,3,1,1216,80300,0,1850,C / AVERAGE,AVERAGE,NONE,No,7150.0,44146,170,0.0,0.0
81211034,4,2,1509,72500,0,1850,C / AVERAGE,FAIR,NONE,No,6006.0,44146,170,68440.0,0.0
81211035,3,1,1544,84700,0,1924,C / AVERAGE,AVERAGE,DETACHED,No,5720.0,44146,96,144160.0,0.0
81211036,3,1,1490,86700,0,1890,C / AVERAGE,AVERAGE,DETACHED,No,7150.0,44146,130,0.0,36575.0
81211037,2,2,2368,95400,0,1884,C+ / AVERAGE+,AVERAGE,DETACHED,No,9438.0,44146,136,160555.0,0.0
81211039,4,2,1536,101500,0,1880,C / AVERAGE,AVERAGE,DETACHED,,11088.0,44146,140,0.0,0.0
81211040,3,1,1434,92900,0,1920,C / AVERAGE,AVERAGE,DETACHED,No,7920.0,44146,100,0.0,95700.00000000001
81211042,3,1,1804,114000,2,1956,C+ / AVERAGE+,AVERAGE,DETACHED,No,28569.0,44146,64,0.0,0.0
81212015,3,1,1176,63300,0,1830,C / AVERAGE,AVERAGE,NONE,No,5400.0,44146,190,0.0,0.0
81212019,5,2,2390,110600,0,1894,C+ / AVERAGE+,GOOD,DETACHED,No,22610.0,44146,126,0.0,0.0
81212020,4,2,2412,103700,0,1909,C+ / AVERAGE+,AVERAGE,NONE,,12250.0,44146,111,101000.0,0.0
81212021,3,1,1490,0,1,1860,C / AVERAGE,FAIR,DETACHED,No,8250.0,44146,160,0.0,75790.0
81212027,3,1,1614,81400,0,1904,C / AVERAGE,FAIR,DETACHED,No,7500.0,44146,116,80546.0,89930.0
81212028,4,2,2094,89200,0,1890,C / AVERAGE,FAIR,DETACHED,No,16600.0,44146,130,0.0,0.0
81213006,3,2,2723,89800,0,1879,C / AVERAGE,FAIR,ATTACHED,No,9639.0,44146,141,0.0,0.0
81213007,3,1,1684,78800,0,1879,C+ / AVERAGE+,FAIR,DETACHED,No,12261.0,44146,141,19500.0,44334.22
81213008,3,1,1331,70500,0,1929,C / AVERAGE,AVERAGE,DETACHED,No,16055.0,44146,91,71500.0,0.0
81213009,4,3,2122,96600,1,1854,C / AVERAGE,AVERAGE,DETACHED,,9342.0,44146,166,70000.0,0.0
81213010,3,1,1409,94000,0,1909,C / AVERAGE,AVERAGE,ATTACHED,No,12782.0,44146,111,21800.0,0.0
81213011,3,1,1260,117800,0,1924,C / AVERAGE,AVERAGE,DETACHED,,17860.0,44146,96,139730.0,0.0
81213013,3,1,1124,78000,0,1920,C+ / AVERAGE+,AVERAGE,DETACHED,,7056.0,44146,100,175512.0,157295.0
81213014,3,1,1870,93200,0,1915,C / AVERAGE,AVERAGE,DETACHED,No,8400.0,44146,105,0.0,144000.0
81213015,3,1,1944,83400,1,1884,C / AVERAGE,FAIR,DETACHED,No,8904.0,44146,136,0.0,98399.99999999999
81213017,3,1,1317,79800,0,1920,C / AVERAGE,AVERAGE,ATTACHED,No,5967.0,44146,100,0.0,97510.0
81213018,3,1,1594,83600,0,1919,C / AVERAGE,AVERAGE,DETACHED,No,12446.0,44146,101,0.0,24800.0
81213019,3,2,1610,94200,0,1908,C / AVERAGE,AVERAGE,DETACHED,No,12250.0,44146,112,116050.0,0.0
81213020,3,1,2028,104000,0,1904,C / AVERAGE,AVERAGE,DETACHED,No,12300.0,44146,116,102816.00000000001,0.0
81213021,4,1,1960,94300,1,1921,D / POOR,POOR,NONE,No,12100.0,44146,99,0.0,0.0
81213024,4,3,3258,52000,0,1924,C / AVERAGE,FAIR,DETACHED,,11500.0,44146,96,137800.0,53240.0
81213029,3,1,2050,0,0,1919,C / AVERAGE,UNSOUND,DETACHED,No,9300.0,44146,101,44074.99999999999,0.0
81213069,4,1,1738,100700,1,1854,C / AVERAGE,AVERAGE,DETACHED,No,11523.0,44146,166,0.0,0.0
81213070,3,1,2630,121500,0,1854,C / AVERAGE,GOOD,DETACHED,No,11022.0,44146,166,0.0,0.0
81213071,3,1,1660,94100,0,1854,C / AVERAGE,AVERAGE,DETACHED,,8700.0,44146,166,43105.96,0.0
81213072,4,2,2172,139900,1,1999,C+ / AVERAGE+,AVERAGE,ATTACHED,,6496.0,44146,21,148294.0,25615.000000000004
81213073,3,1,1163,65700,0,1875,C / AVERAGE,POOR,NONE,No,4644.0,44146,145,13300.0,0.0
81213074,3,1,927,62900,0,1875,C / AVERAGE,POOR,NONE,No,4318.0,44146,145,70245.0,0.0
81213075,3,1,1946,104100,0,1894,C / AVERAGE,AVERAGE,DETACHED,,9108.0,44146,126,65100.0,55000.0
81213076,5,3,2460,103000,0,1904,C / AVERAGE,AVERAGE,NONE,No,4455.0,44146,116,190430.00000000003,174300.0
81213077,2,1,1132,62800,0,1900,C / AVERAGE,AVERAGE,DETACHED,,4488.0,44146,120,59000.0,17073.1
81213078,2,1,1017,30000,0,1900,C / AVERAGE,AVERAGE,DETACHED,No,4554.0,44146,120,31800.0,0.0
81213079,3,1,1449,64400,0,1900,C / AVERAGE,FAIR,NONE,No,4587.0,44146,120,0.0,0.0
81213086,3,1,1672,76000,0,1925,C / AVERAGE,AVERAGE,DETACHED,No,4600.0,44146,95,101600.0,0.0
81213088,3,1,1226,68500,0,1924,C / AVERAGE,FAIR,DETACHED,No,4560.0,44146,96,68670.0,0.0
81213091,4,2,3286,90500,0,1910,C+ / AVERAGE+,AVERAGE,DETACHED,,6156.0,44146,110,87550.0,97339.99999999999
81214001,4,1,1666,105800,1,1860,C / AVERAGE,AVERAGE,NONE,No,7458.0,44146,160,83000.0,0.0
81214003,3,1,1470,91400,0,1890,C / AVERAGE,AVERAGE,NONE,No,14586.0,44146,130,0.0,94199.99999999999
81214004,3,1,1179,92600,0,1860,C / AVERAGE,AVERAGE,DETACHED,No,13926.0,44146,160,66740.0,94667.14
81214005,8,3,3052,113800,0,1920,C / AVERAGE,AVERAGE,DETACHED,No,27523.0,44146,100,0.0,0.0
81214007,6,2,2400,91900,0,1890,C+ / AVERAGE+,AVERAGE,NONE,No,8630.0,44146,130,0.0,0.0
81214014,2,1,810,48300,0,1920,C / AVERAGE,FAIR,NONE,No,2520.0,44146,100,0.0,39900.0
81214016,4,2,1760,86000,0,1965,C / AVERAGE,AVERAGE,DETACHED,No,4865.0,44146,55,127800.0,0.0
81214017,3,1,1440,72400,1,1960,C / AVERAGE,FAIR,DETACHED,No,4897.0,44146,60,0.0,133052.0
81214019,2,1,1394,53800,1,1900,D+ / POOR+,VERY-POOR,DETACHED,No,3744.0,44146,120,0.0,0.0
81214020,2,1,1138,69000,0,1900,C+ / AVERAGE+,AVERAGE,NONE,No,4791.0,44146,120,5750.0,0.0
81214022,3,1,1856,79200,0,1900,C / AVERAGE,FAIR,DETACHED,No,7840.0,44146,120,0.0,41022.0
81214023,3,1,1071,76900,0,1900,C / AVERAGE,FAIR,NONE,No,4628.0,44146,120,4600.0,0.0
81214024,3,1,942,57500,0,1900,C+ / AVERAGE+,FAIR,DETACHED,,3548.0,44146,120,163300.0,0.0
81214037,4,2,1962,94800,0,1870,C / AVERAGE,AVERAGE,DETACHED,No,15170.0,44146,150,0.0,5542.110000000001
81214040,5,1,3194,185200,2,1893,B+ / GOOD+,GOOD,ATTACHED,No,20944.0,44146,127,0.0,395600.0
81214041,4,3,3848,63300,0,1899,C+ / AVERAGE+,FAIR,DETACHED,,10260.0,44146,121,120000.0,0.0
81214046,1,1,1376,68000,0,1920,C / AVERAGE,AVERAGE,NONE,No,5460.0,44146,100,0.0,0.0
81306001,3,1,1062,80000,0,1957,C / AVERAGE,AVERAGE,ATTACHED,No,114562.0,44146,63,0.0,0.0
81306002,3,1,1520,171600,0,1950,C / AVERAGE,FAIR,DETACHED,,75000.0,44146,70,49800.0,49800.0
81306005,2,1,1824,101900,0,1953,B / GOOD,AVERAGE,ATTACHED,No,84070.0,44146,67,0.0,0.0
81306006,3,1,1537,81600,0,1951,C / AVERAGE,AVERAGE,ATTACHED,No,197326.0,44146,69,0.0,0.0
81308001,3,1,912,65600,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5120.0,44146,67,0.0,89640.0
81308002,3,1,912,65900,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5160.0,44146,67,61412.16,17440.0
81308003,3,1,912,71800,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5240.0,44146,67,42400.0,0.0
81308004,3,1,912,64100,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5280.0,44146,67,0.0,92950.0
81308005,3,1,912,67800,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5320.0,44146,67,65000.0,40300.0
81308006,3,1,912,60300,1,1953,C / AVERAGE,AVERAGE,DETACHED,No,5360.0,44146,67,52000.0,0.0
81308007,3,1,912,65800,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5400.0,44146,67,53039.99999999999,68000.0
81308008,3,1,912,65700,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5400.0,44146,67,0.0,0.0
81308009,3,1,912,66800,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5440.0,44146,67,111740.0,99600.0
81308010,3,1,912,65900,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5480.0,44146,67,0.0,0.0
81308011,3,1,912,65000,0,1953,C / AVERAGE,AVERAGE,DETACHED,,5480.0,44146,67,65000.0,0.0
81308012,3,1,912,65000,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5520.0,44146,67,0.0,13673.0
81308013,3,1,912,64300,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5560.0,44146,67,96560.0,0.0
81308014,3,1,912,64700,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5600.0,44146,67,84790.00000000001,84790.00000000001
81308015,3,1,912,66700,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5640.0,44146,67,0.0,0.0
81308016,3,1,912,67300,0,1953,C / AVERAGE,FAIR,DETACHED,No,5680.0,44146,67,101199.99999999999,0.0
81308017,3,1,912,67300,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5720.0,44146,67,0.0,0.0
81308018,3,1,912,66100,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5720.0,44146,67,0.0,0.0
81308021,3,1,1684,85900,0,1944,C / AVERAGE,AVERAGE,ATTACHED,No,9860.0,44146,76,50700.0,114950.0
81308022,3,1,1660,120900,1,1977,C / AVERAGE,GOOD,ATTACHED,,9583.0,44146,43,145255.0,0.0
81308023,3,1,1619,93700,0,1922,B / GOOD,GOOD,DETACHED,No,32234.0,44146,98,0.0,0.0
81308025,3,1,1280,96000,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,12070.0,44146,79,145780.0,82880.0
81308027,2,1,811,77300,0,1925,C / AVERAGE,AVERAGE,DETACHED,No,10921.0,44146,95,0.0,0.0
81308028,2,1,1222,62000,0,1927,C / AVERAGE,AVERAGE,NONE,,7714.0,44146,93,0.0,0.0
81308029,2,1,1127,70600,0,1925,C / AVERAGE,AVERAGE,NONE,No,5000.0,44146,95,0.0,253500.0
81308030,3,1,1040,75900,0,1962,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,58,0.0,0.0
81308031,3,1,1260,73900,1,1959,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,61,0.0,54060.0
81308032,2,1,1132,68000,0,1942,C / AVERAGE,FAIR,NONE,No,5000.0,44146,78,72320.0,0.0
81308033,3,1,1008,71000,0,1944,C / AVERAGE,AVERAGE,NONE,No,5000.0,44146,76,100000.0,15450.0
81308034,3,1,1092,69100,0,1946,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,74,0.0,109047.0
81308036,3,1,1240,74500,0,1929,C+ / AVERAGE+,AVERAGE,DETACHED,No,5000.0,44146,91,71720.0,99000.00000000001
81308037,2,1,760,67400,0,1952,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,68,132060.0,116807.99999999999
81308038,3,1,912,49900,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,67,67555.0,0.0
81308039,2,1,760,63400,0,1952,C / AVERAGE,AVERAGE,ATTACHED,No,5000.0,44146,68,48500.0,0.0
81308040,3,1,1512,77500,0,1932,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,88,24486.0,0.0
81308041,3,1,1115,74300,1,1953,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,67,147175.0,131970.0
81308042,3,1,876,67200,0,1948,C / AVERAGE,AVERAGE,DETACHED,,5000.0,44146,72,0.0,0.0
81308043,2,1,699,35100,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,79,0.0,89250.0
81308044,2,1,699,55900,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,79,51998.700000000004,0.0
81308045,2,1,699,40000,0,1946,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,74,0.0,0.0
81308046,2,1,699,70600,0,1946,C / AVERAGE,GOOD,DETACHED,,5000.0,44146,74,53000.0,29040.0
81308047,3,1,1374,80500,0,1930,C+ / AVERAGE+,AVERAGE,DETACHED,No,5000.0,44146,90,78480.0,124334.0
81308048,2,2,699,49900,0,1948,C / AVERAGE,AVERAGE,DETACHED,,5000.0,44146,72,31000.0,19500.0
81308049,3,1,1008,86000,0,1943,C / AVERAGE,AVERAGE,NONE,No,5000.0,44146,77,0.0,0.0
81308050,3,1,1008,74600,0,1944,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,76,0.0,0.0
81308051,3,1,1008,74600,0,1944,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,76,0.0,0.0
81308052,4,1,1264,78500,0,1913,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,107,167560.0,0.0
81308053,3,1,1214,78100,0,1944,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,76,147200.0,101920.0
81308054,3,1,1008,73500,0,1944,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,76,18600.0,37200.0
81308055,3,1,1008,73800,0,1944,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,76,74000.0,0.0
81308056,3,2,1214,75900,0,1927,C / AVERAGE,AVERAGE,DETACHED,No,4880.0,44146,93,0.0,73160.0
81308057,3,1,1040,72800,0,1920,C / AVERAGE,AVERAGE,DETACHED,,4880.0,44146,100,122500.0,0.0
81308059,3,1,960,72700,0,1945,C / AVERAGE,AVERAGE,DETACHED,No,6000.0,44146,75,0.0,34989.0
81308060,3,1,1512,75100,0,1925,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,95,0.0,73450.0
81308061,2,1,955,61200,0,1949,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,71,42495.4,33125.0
81308062,2,1,699,66500,0,1940,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,80,133450.0,0.0
81308063,2,1,1134,62000,0,1951,C / AVERAGE,GOOD,DETACHED,No,5000.0,44146,69,12980.0,40326.0
81308064,2,1,822,66900,0,1938,C / AVERAGE,AVERAGE,DETACHED,,5000.0,44146,82,0.0,0.0
81308065,2,1,679,64000,0,1944,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,76,13799.999999999998,111740.0
81308066,2,1,877,69500,0,1940,C / AVERAGE,GOOD,DETACHED,No,5000.0,44146,80,123200.0,98610.0
81308067,3,1,1176,83500,0,1964,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,56,79500.0,0.0
81308068,2,1,699,64100,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,79,96500.0,93530.0
81308069,2,1,699,66000,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,79,0.0,0.0
81308070,2,1,792,67300,0,1949,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,71,124500.0,93100.0
81308071,2,1,1049,69900,0,1940,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,80,150150.0,0.0
81308072,2,1,1116,78500,0,1930,C+ / AVERAGE+,FAIR,DETACHED,No,5625.0,44146,90,93810.0,19840.0
81308073,2,1,699,70100,0,1944,C / AVERAGE,AVERAGE,DETACHED,No,6250.0,44146,76,103785.0,106465.0
81308074,2,1,699,61000,0,1942,C / AVERAGE,AVERAGE,DETACHED,No,5000.0,44146,78,0.0,0.0
81308075,2,1,1001,73700,0,1940,C / AVERAGE,GOOD,DETACHED,No,6250.0,44146,80,95844.0,76840.0
81308076,2,1,699,75400,0,1944,C / AVERAGE,AVERAGE,DETACHED,No,6250.0,44146,76,0.0,0.0
81308077,2,1,1227,77500,0,1940,C / AVERAGE,GOOD,DETACHED,No,6250.0,44146,80,0.0,84475.0
81308078,2,1,727,80900,0,1945,C / AVERAGE,GOOD,DETACHED,No,6250.0,44146,75,30740.0,82434.8
81308079,2,2,1284,90100,0,1944,C / AVERAGE,GOOD,NONE,No,7500.0,44146,76,0.0,0.0
81308080,3,1,1228,80500,0,1942,C / AVERAGE,AVERAGE,DETACHED,,6250.0,44146,78,119520.0,0.0
81308081,2,1,727,69900,0,1944,C / AVERAGE,AVERAGE,DETACHED,No,6250.0,44146,76,0.0,0.0
81308082,2,1,977,80700,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,6250.0,44146,79,31360.000000000004,0.0
81308083,2,1,699,73700,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,6250.0,44146,79,31340.0,20600.0
81308084,2,1,840,67000,0,1929,C / AVERAGE,GOOD,DETACHED,No,7500.0,44146,91,0.0,0.0
81308085,3,1,1200,80300,0,1941,C / AVERAGE,GOOD,ATTACHED,No,5625.0,44146,79,0.0,0.0
81308086,3,1,1442,83200,1,1932,C / AVERAGE,AVERAGE,DETACHED,,6875.0,44146,88,178778.0,104720.0
81308087,2,1,1092,69500,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,6200.0,44146,79,0.0,0.0
81308088,2,1,1092,73600,0,1950,C / AVERAGE,AVERAGE,DETACHED,,6030.0,44146,70,155400.0,117480.0
81308089,3,2,1554,144900,0,1977,C+ / AVERAGE+,GOOD,ATTACHED,,12900.0,44146,43,136640.0,43365.0
81309003,3,1,994,82600,0,1959,C / AVERAGE,AVERAGE,DETACHED,No,10044.0,44146,61,0.0,148800.0
81309004,3,1,1652,107300,1,1960,C / AVERAGE,AVERAGE,ATTACHED,No,10920.0,44146,60,179519.99999999997,0.0
81310001,2,1,1037,70900,0,1929,C / AVERAGE,AVERAGE,DETACHED,No,8200.0,44146,91,0.0,154775.0
81310002,2,1,1344,80100,0,1949,C / AVERAGE,GOOD,DETACHED,No,7128.0,44146,71,106400.0,99734.23999999999
81310003,2,1,778,67300,0,1940,C / AVERAGE,AVERAGE,DETACHED,No,7084.0,44146,80,109850.0,0.0
81310004,5,1,1606,76800,0,1930,C / AVERAGE,AVERAGE,NONE,No,7084.0,44146,90,113520.0,0.0
81310005,2,1,1266,70200,0,1900,C / AVERAGE,AVERAGE,DETACHED,No,7360.0,44146,120,0.0,0.0
81310006,5,1,1388,74300,0,1933,C / AVERAGE,AVERAGE,DETACHED,No,8320.0,44146,87,0.0,46550.0
81310007,3,1,1424,82800,0,1957,C / AVERAGE,AVERAGE,DETACHED,No,8160.0,44146,63,0.0,0.0
81310008,2,1,864,61000,0,1950,C / AVERAGE,AVERAGE,NONE,No,8160.0,44146,70,0.0,35650.0
81310009,3,1,1398,71600,0,1934,C / AVERAGE,FAIR,DETACHED,No,8960.0,44146,86,128350.0,134400.0
81310010,3,1,808,63900,0,1924,C / AVERAGE,FAIR,DETACHED,No,7360.0,44146,96,98000.0,79200.0
81310011,4,1,1201,73000,1,1934,C / AVERAGE,FAIR,DETACHED,No,10368.0,44146,86,0.0,0.0
81310012,2,2,1252,109600,1,1960,C+ / AVERAGE+,AVERAGE,ATTACHED,No,14469.0,44146,60,127880.00000000001,108867.14
81310013,3,2,1664,71500,0,1957,C / AVERAGE,AVERAGE,DETACHED,,6750.0,44146,63,159840.0,124830.0
81310015,3,1,1440,98500,0,1957,C+ / AVERAGE+,AVERAGE,DETACHED,No,7950.0,44146,63,119790.0,0.0
81310016,3,1,936,72800,0,1957,C+ / AVERAGE+,AVERAGE,DETACHED,No,7950.0,44146,63,0.0,130355.0
81310017,3,1,945,69900,0,1957,C+ / AVERAGE+,AVERAGE,DETACHED,No,7950.0,44146,63,0.0,37186.399999999994
