parcel,bedrooms,bathrooms,living_area,total_value,half_baths,purchase_date,construction_quality,condition_score,garage_type,finished_basement,total_land,zipcodes,house_age,Inflation_Adj_Cost1,Inflation_Adj_Cost2
71317080,3,1,1967,203300,0,1950,B / GOOD,GOOD,ATTACHED,No,10908.0,44124,70,220420.0,92700.0
71317081,4,2,1232,97800,0,1950,C / AVERAGE,AVERAGE,DETACHED,No,9234.0,44124,70,83440.00000000001,0.0
71317082,2,1,899,84300,0,1949,C / AVERAGE,AVERAGE,ATTACHED,No,7685.0,44124,71,105400.0,169600.0
71317083,3,1,902,93200,0,1953,C+ / AVERAGE+,AVERAGE,DETACHED,No,8692.0,44124,67,129360.0,101699.99999999999
71317084,2,1,1273,97200,0,1952,C+ / AVERAGE+,AVERAGE,ATTACHED,No,8480.0,44124,68,200200.0,174400.0
71317085,2,1,856,83900,0,1949,C / AVERAGE,AVERAGE,ATTACHED,No,8480.0,44124,71,110700.0,66040.0
71317086,2,1,840,81900,0,1948,C+ / AVERAGE+,AVERAGE,ATTACHED,No,8000.0,44124,72,0.0,93660.0
71317087,3,1,1260,95600,0,1948,C+ / AVERAGE+,AVERAGE,ATTACHED,No,8000.0,44124,72,0.0,70060.0
71317088,3,1,1271,95700,1,1948,C+ / AVERAGE+,AVERAGE,ATTACHED,No,8000.0,44124,72,181600.0,180830.0
71317089,3,1,1449,105500,1,1955,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11484.0,44124,65,0.0,159360.0
71317090,4,1,1890,125200,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,14400.0,44124,64,224100.0,0.0
71317091,2,1,958,90900,0,1955,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11214.0,44124,65,0.0,0.0
71317093,3,2,1549,111300,0,1955,B / GOOD,AVERAGE,ATTACHED,No,12800.0,44124,65,0.0,0.0
71317094,2,1,958,98800,0,1955,C+ / AVERAGE+,GOOD,ATTACHED,No,15470.0,44124,65,117874.99999999999,0.0
71317095,3,1,1784,117500,1,1955,C+ / AVERAGE+,AVERAGE,ATTACHED,No,20424.0,44124,65,167000.0,154560.00000000003
71317096,3,1,1203,100600,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,14690.0,44124,64,0.0,0.0
71318001,3,2,2072,181000,1,1964,B+ / GOOD+,GOOD,ATTACHED,No,10440.0,44124,56,218300.0,0.0
71318002,2,2,2051,233800,0,1997,C / AVERAGE,AVERAGE,ATTACHED,,4500.0,44124,23,270250.0,0.0
71318004,3,1,2025,0,0,1900,B / GOOD,AVERAGE,DETACHED,No,45528.0,44124,120,0.0,161120.0
71318005,3,2,1788,245000,0,1997,C / AVERAGE,AVERAGE,ATTACHED,,4500.0,44124,23,0.0,321925.0
71318006,2,2,1999,241000,0,1997,B / GOOD,AVERAGE,ATTACHED,No,4500.0,44124,23,270250.0,0.0
71318007,2,2,1851,243300,0,1997,B+ / GOOD+,AVERAGE,ATTACHED,No,4500.0,44124,23,0.0,340507.0
71318008,3,2,2032,246900,0,1997,B+ / GOOD+,AVERAGE,ATTACHED,No,4500.0,44124,23,366587.0,0.0
71318009,3,2,2003,247500,0,1997,B+ / GOOD+,AVERAGE,ATTACHED,No,4500.0,44124,23,286416.75,435000.0
71318010,3,2,2083,242500,0,1997,C / AVERAGE,AVERAGE,ATTACHED,,4500.0,44124,23,427750.0,0.0
71318011,2,2,2009,257600,0,1997,B+ / GOOD+,GOOD,ATTACHED,No,4500.0,44124,23,255440.0,425679.99999999994
71318012,2,2,1801,210000,0,1997,B+ / GOOD+,AVERAGE,ATTACHED,No,4500.0,44124,23,0.0,0.0
71318013,2,2,1964,203100,1,2000,B+ / GOOD+,GOOD,ATTACHED,,11761.0,44124,20,0.0,0.0
71318014,4,2,1234,187300,1,1962,B+ / GOOD+,GOOD,ATTACHED,No,12632.0,44124,58,218499.99999999997,230100.0
71318015,4,2,2186,209200,1,1967,B+ / GOOD+,GOOD,ATTACHED,No,14832.0,44124,53,338000.0,263670.0
71318016,3,1,1753,155100,1,1963,B / GOOD,AVERAGE,ATTACHED,No,10170.0,44124,57,132250.0,160655.0
71318017,3,2,3610,245900,1,1966,B / GOOD,GOOD,ATTACHED,No,15916.0,44124,54,0.0,0.0
71318018,4,2,2847,193600,1,1962,B / GOOD,AVERAGE,ATTACHED,No,13485.0,44124,58,209280.00000000003,0.0
71318019,3,1,1670,158000,1,1962,B / GOOD,AVERAGE,ATTACHED,No,11600.0,44124,58,0.0,0.0
71318020,3,1,1569,157000,1,1962,B / GOOD,AVERAGE,ATTACHED,No,11952.0,44124,58,147000.0,240300.0
71318021,3,1,2776,181700,1,1962,B / GOOD,AVERAGE,ATTACHED,No,11440.0,44124,58,269800.0,0.0
71318022,3,1,1605,173000,1,1962,B / GOOD,GOOD,ATTACHED,No,12410.0,44124,58,182600.00000000003,0.0
71318023,3,2,1932,180400,1,1962,B / GOOD,GOOD,ATTACHED,No,12240.0,44124,58,212400.0,259969.0
71318024,3,2,1777,180000,0,1963,B / GOOD,GOOD,ATTACHED,No,12750.0,44124,57,196100.0,0.0
71318025,3,2,1585,138600,0,1962,B / GOOD,AVERAGE,ATTACHED,No,13440.0,44124,58,114950.0,0.0
71318026,3,1,1512,148000,1,1956,B / GOOD,AVERAGE,ATTACHED,No,18020.0,44124,64,147200.0,222250.0
71318027,3,1,1248,125000,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,12825.0,44124,64,0.0,179375.0
71318028,3,1,1248,125100,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11900.0,44124,64,120749.99999999999,0.0
71318029,3,1,1104,99400,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,12390.0,44124,64,184220.0,189080.0
71318030,3,1,1145,130700,1,1959,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11534.0,44124,61,0.0,204450.0
71318031,3,1,1560,148700,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,,14432.0,44124,64,0.0,0.0
71318032,3,1,1248,123100,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11868.0,44124,64,73810.0,218925.00000000003
71318033,3,1,1316,138400,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,13330.0,44124,64,163452.0,152400.0
71318034,3,1,1248,132600,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11919.0,44124,64,185400.0,136850.0
71318035,3,1,1524,138700,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11070.0,44124,64,177160.0,188700.0
71318036,3,2,1365,131800,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,10560.0,44124,64,16600.0,138990.0
71318037,3,2,1710,142700,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,10560.0,44124,64,136850.0,0.0
71318038,3,1,1638,129300,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,10824.0,44124,64,143750.0,0.0
71318039,3,1,1358,130700,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11193.0,44124,64,0.0,0.0
71318040,3,1,1560,164600,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,10824.0,44124,64,177675.0,0.0
71318041,3,2,1740,157400,1,1967,B / GOOD,GOOD,ATTACHED,,10200.0,44124,53,185297.0,167700.0
71318042,3,1,1798,174200,1,1964,B / GOOD,GOOD,ATTACHED,No,10824.0,44124,56,221450.0,220220.0
71318043,3,2,1598,168100,1,1961,C+ / AVERAGE+,GOOD,ATTACHED,No,10912.0,44124,59,174640.0,207515.0
71318044,4,2,1593,153800,1,1960,B / GOOD,AVERAGE,ATTACHED,No,10912.0,44124,60,232830.0,208000.0
71318045,3,2,2803,198800,1,1963,B / GOOD,GOOD,ATTACHED,No,10080.0,44124,57,198900.0,0.0
71318046,4,2,2040,191800,1,1965,B / GOOD,GOOD,ATTACHED,No,12960.0,44124,55,224720.0,0.0
71318047,4,2,2074,167900,1,1965,B / GOOD,AVERAGE,ATTACHED,No,10208.0,44124,55,229690.0,90750.0
71318048,4,2,2384,203700,1,1965,B / GOOD,GOOD,ATTACHED,,10384.0,44124,55,337549.99999999994,303780.0
71318049,3,2,1830,193700,0,1964,B / GOOD,GOOD,ATTACHED,No,10266.0,44124,56,0.0,0.0
71318050,4,2,2532,215800,1,1968,B / GOOD,GOOD,ATTACHED,No,10472.0,44124,52,0.0,0.0
71318051,4,2,2366,193500,1,1967,B / GOOD,AVERAGE,ATTACHED,No,10560.0,44124,53,0.0,222200.0
71318052,4,2,2456,210600,1,1968,B / GOOD,GOOD,ATTACHED,,10560.0,44124,52,395900.0,377500.0
71318053,3,2,1363,168600,0,1963,B / GOOD,GOOD,ATTACHED,No,12852.0,44124,57,272000.0,314160.0
71318054,3,2,1826,180700,1,1964,B / GOOD,GOOD,ATTACHED,No,11880.0,44124,56,0.0,353249.99999999994
71318055,4,2,2779,209700,1,1962,B+ / GOOD+,GOOD,ATTACHED,No,11880.0,44124,58,233490.0,209099.99999999997
71318056,3,1,1844,199300,1,1963,B / GOOD,GOOD,ATTACHED,No,20000.0,44124,57,0.0,353249.99999999994
71318057,3,2,2231,212300,1,1963,B / GOOD,GOOD,ATTACHED,No,19000.0,44124,57,202000.0,0.0
71318058,4,2,2040,180500,1,1963,B / GOOD,AVERAGE,ATTACHED,No,18000.0,44124,57,290000.0,0.0
71318059,3,2,1935,202000,1,1963,B+ / GOOD+,GOOD,ATTACHED,No,17544.0,44124,57,288960.0,0.0
71318061,4,2,2930,231700,1,1963,B / GOOD,GOOD,ATTACHED,No,20116.0,44124,57,320400.0,0.0
71318062,4,2,2376,191900,1,1966,B / GOOD,GOOD,ATTACHED,No,10914.0,44124,54,0.0,272420.0
71318063,3,1,1886,199700,2,1963,B+ / GOOD+,GOOD,ATTACHED,No,20553.0,44124,57,0.0,247380.0
71318064,2,2,1738,235000,0,1997,B+ / GOOD+,AVERAGE,ATTACHED,No,4500.0,44124,23,249100.0,0.0
71318065,3,2,1738,247300,0,1997,C / AVERAGE,AVERAGE,ATTACHED,No,4500.0,44124,23,0.0,0.0
71318066,2,2,2015,245100,0,1997,C / AVERAGE,GOOD,ATTACHED,No,3976.0,44124,23,0.0,257500.0
71319001,3,2,1260,140000,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11176.0,44124,64,0.0,207825.0
71319002,3,2,1613,143300,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11475.0,44124,64,0.0,217599.99999999997
71319003,3,2,1491,139300,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11869.0,44124,64,134400.0,232400.0
71319004,3,2,1288,134100,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,12080.0,44124,64,0.0,215075.0
71319005,4,2,1629,146800,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,13280.0,44124,64,0.0,0.0
71319006,3,2,2035,187100,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,,13200.0,44124,64,241300.0,213600.0
71319007,4,2,1730,163500,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,14359.0,44124,64,205760.01,0.0
71319008,4,2,1828,168300,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,,14160.0,44124,64,0.0,163180.0
71319009,3,2,1911,0,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,,15106.0,44124,64,0.0,160775.0
71319010,3,2,1491,159900,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,14480.0,44124,64,201400.0,166050.0
71319011,3,2,1260,159000,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,,11620.0,44124,64,224028.0,0.0
71319012,3,2,1858,162800,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11454.0,44124,64,178560.0,219450.0
71319013,3,2,1463,164400,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11205.0,44124,64,0.0,180960.0
71319014,4,2,1426,162200,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11039.0,44124,64,166100.0,0.0
71319015,2,1,1388,147600,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,10530.0,44124,64,0.0,252769.99999999997
71319016,3,2,1278,144300,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,10624.0,44124,64,0.0,232000.0
71319017,3,1,1280,152400,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,10080.0,44124,64,142600.0,231600.0
71319018,3,2,1469,159900,0,1956,C+ / AVERAGE+,FAIR,ATTACHED,No,10292.0,44124,64,130810.0,0.0
71319019,3,2,1188,140400,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,10370.0,44124,64,165200.0,0.0
71319020,3,2,1484,147700,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11011.0,44124,64,258965.0,200000.0
71319021,3,2,1826,187100,1,1964,B / GOOD,GOOD,ATTACHED,No,11446.0,44124,56,143100.0,153670.0
71319022,3,2,1842,176100,0,1969,B / GOOD,GOOD,ATTACHED,No,10890.0,44124,51,0.0,97749.99999999999
71319023,3,2,1988,180500,0,1969,B / GOOD,GOOD,ATTACHED,No,10824.0,44124,51,254540.0,0.0
71319024,3,2,1798,174100,1,1965,B / GOOD,GOOD,ATTACHED,No,11000.0,44124,55,184000.0,0.0
71319025,3,2,1920,191700,0,1968,B / GOOD,GOOD,ATTACHED,No,11264.0,44124,52,337440.0,296660.0
71319026,3,2,1926,194100,0,1968,B / GOOD,GOOD,ATTACHED,No,11440.0,44124,52,0.0,0.0
71319027,3,1,1826,181500,1,1964,B / GOOD,GOOD,ATTACHED,No,12194.0,44124,56,259984.99999999997,0.0
71319028,3,2,1964,188600,1,1967,B / GOOD,GOOD,ATTACHED,No,12282.0,44124,53,177000.0,0.0
71319029,3,2,1964,187700,1,1967,B / GOOD,GOOD,ATTACHED,No,12638.0,44124,53,371140.0,0.0
71319030,3,2,2089,191500,1,1963,B / GOOD,AVERAGE,ATTACHED,No,12727.0,44124,57,232780.0,332200.0
71319031,3,2,1845,184000,1,1962,B / GOOD,GOOD,ATTACHED,No,12780.0,44124,58,230640.0,285200.0
71319032,3,2,1842,183200,1,1964,B / GOOD,GOOD,ATTACHED,,12690.0,44124,56,242050.0,207100.00000000003
71319033,3,2,1950,193500,0,1964,B / GOOD,GOOD,ATTACHED,No,12330.0,44124,56,0.0,0.0
71319034,3,2,2336,180000,1,1965,B / GOOD,GOOD,ATTACHED,,12015.0,44124,55,0.0,0.0
71319035,3,2,1650,192800,0,1963,B / GOOD,GOOD,ATTACHED,No,11704.0,44124,57,267020.0,0.0
71319036,4,2,2720,212000,1,1968,B / GOOD,GOOD,ATTACHED,,11264.0,44124,52,200482.0,0.0
71319037,3,2,1971,178000,0,1968,B / GOOD,AVERAGE,ATTACHED,No,10912.0,44124,52,194020.0,0.0
71319038,3,2,1984,180000,1,1969,B / GOOD,AVERAGE,ATTACHED,No,10824.0,44124,51,190800.0,0.0
71319039,3,2,1896,195800,0,1968,B / GOOD,GOOD,ATTACHED,No,10648.0,44124,52,0.0,0.0
71319040,3,2,1617,189700,0,1963,B / GOOD,GOOD,ATTACHED,No,11214.0,44124,57,0.0,269280.0
71319041,3,2,1829,200100,0,1963,B / GOOD,GOOD,ATTACHED,No,12054.0,44124,57,275220.0,0.0
71319042,3,2,2006,181600,1,1968,B / GOOD,AVERAGE,ATTACHED,No,10980.0,44124,52,191812.75,0.0
71319043,4,2,2396,214800,1,1965,B / GOOD,GOOD,ATTACHED,No,18675.0,44124,55,0.0,0.0
71319045,3,2,1798,151000,1,1965,B / GOOD,GOOD,ATTACHED,No,10296.0,44124,55,177940.0,0.0
71319046,3,2,1958,174600,0,1966,B / GOOD,GOOD,ATTACHED,No,10086.0,44124,54,0.0,0.0
71319047,3,2,1958,178200,0,1966,B / GOOD,GOOD,ATTACHED,,10414.0,44124,54,322625.0,0.0
71319048,3,2,1878,175800,0,1966,B / GOOD,AVERAGE,ATTACHED,,10742.0,44124,54,191693.94,0.0
71319049,3,2,1956,181800,1,1965,B / GOOD,GOOD,ATTACHED,No,10824.0,44124,55,243750.0,0.0
71319050,3,2,1798,181800,1,1965,B / GOOD,GOOD,ATTACHED,,11726.0,44124,55,205640.0,0.0
71319051,3,2,2018,183600,1,1965,B / GOOD,GOOD,ATTACHED,No,11644.0,44124,55,266000.0,0.0
71319052,3,2,1956,169800,1,1965,B / GOOD,AVERAGE,ATTACHED,No,11644.0,44124,55,0.0,192895.0
71319053,3,2,2144,189700,1,1967,B / GOOD,AVERAGE,ATTACHED,No,11808.0,44124,53,0.0,0.0
71319054,3,2,1494,177000,1,1964,B / GOOD,AVERAGE,ATTACHED,No,25704.0,44124,56,0.0,0.0
71319055,4,2,2328,197600,1,1964,B / GOOD,AVERAGE,ATTACHED,No,22440.0,44124,56,0.0,0.0
71319056,4,2,2192,212700,1,1964,B / GOOD,GOOD,ATTACHED,No,22119.0,44124,56,0.0,0.0
71319057,4,2,2012,206900,1,1965,B / GOOD,GOOD,ATTACHED,No,22119.0,44124,55,255440.0,319599.99999999994
71319058,3,2,1925,205600,1,1964,B / GOOD,GOOD,ATTACHED,No,22119.0,44124,56,0.0,319700.0
71319059,3,2,2012,208100,1,1964,B / GOOD,GOOD,ATTACHED,No,22000.0,44124,56,194310.0,0.0
71319060,4,2,2553,228600,1,1964,B / GOOD,GOOD,ATTACHED,No,22000.0,44124,56,261820.0,0.0
71319061,4,2,2344,213800,1,1965,B / GOOD,GOOD,ATTACHED,No,18816.0,44124,55,0.0,0.0
71320001,3,1,1260,131700,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,14400.0,44124,64,44800.00000000001,0.0
71320002,3,1,1548,145200,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,14160.0,44124,64,0.0,266900.0
71320003,3,1,1248,135200,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,13840.0,44124,64,222000.0,0.0
71320004,3,2,1469,142800,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,13280.0,44124,64,0.0,243349.99999999997
71320005,2,1,1248,134100,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,12800.0,44124,64,0.0,212787.5
71320006,3,1,1192,128000,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,12320.0,44124,64,135680.0,0.0
71320007,3,1,1248,136000,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,15048.0,44124,64,0.0,0.0
71320008,2,1,1787,144900,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,,15251.0,44124,64,170500.0,0.0
71320010,3,1,1472,135000,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11920.0,44124,64,147150.0,0.0
71320012,3,1,1360,125000,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11680.0,44124,64,0.0,230480.0
71320013,3,2,1358,148600,0,1956,B / GOOD,AVERAGE,ATTACHED,No,11600.0,44124,64,183120.0,245895.0
71320014,3,2,1145,144600,0,1956,C / AVERAGE,AVERAGE,ATTACHED,No,11745.0,44124,64,227500.0,0.0
71320015,3,2,1295,148600,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11745.0,44124,64,175702.0,167585.0
71320016,3,2,2210,171400,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11583.0,44124,64,124900.0,128236.03
71320017,2,2,1670,157000,0,1968,B / GOOD,GOOD,ATTACHED,No,12905.0,44124,52,171130.0,0.0
71320018,3,1,1956,181900,1,1965,B / GOOD,GOOD,ATTACHED,No,11890.0,44124,55,149500.0,0.0
71320019,3,2,1793,179200,0,1957,C+ / AVERAGE+,GOOD,ATTACHED,No,12760.0,44124,63,0.0,0.0
71320020,3,2,1736,172600,0,1958,C+ / AVERAGE+,GOOD,ATTACHED,No,11600.0,44124,62,237380.0,0.0
71320021,2,2,1547,168600,0,1958,C+ / AVERAGE+,GOOD,ATTACHED,No,11360.0,44124,62,0.0,243349.99999999997
71320022,2,1,1491,154400,1,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,,12069.0,44124,63,130800.00000000001,272000.0
71320023,3,2,1855,0,1,1958,C+ / AVERAGE+,GOOD,ATTACHED,No,13090.0,44124,62,0.0,179400.0
71320024,3,1,2094,183700,2,1973,B / GOOD,AVERAGE,ATTACHED,No,15010.0,44124,47,0.0,0.0
71320025,4,2,1836,174600,0,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,14852.0,44124,63,237999.99999999997,0.0
71320026,3,2,1796,175500,1,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,15386.0,44124,63,215900.0,0.0
71320027,3,2,1333,119600,0,1957,C / AVERAGE,AVERAGE,ATTACHED,No,12717.0,44124,63,0.0,201250.0
71320028,2,2,1547,158000,0,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,12403.0,44124,63,0.0,140242.5
71320029,3,2,1491,171800,1,1957,C+ / AVERAGE+,GOOD,ATTACHED,No,13659.0,44124,63,251599.99999999997,0.0
71320030,4,2,2316,188700,1,1958,B / GOOD,GOOD,ATTACHED,No,10935.0,44124,62,264894.0,201308.0
71320031,4,2,1497,166000,0,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11560.0,44124,63,179200.00000000003,252285.00000000003
71320032,3,2,1892,185300,0,1957,B / GOOD,GOOD,ATTACHED,,11234.0,44124,63,235500.0,235749.99999999997
71320033,3,1,1544,165000,1,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,12549.0,44124,63,179850.0,0.0
71320034,3,1,1472,165000,1,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,12126.0,44124,63,291100.0,206340.0
71320035,3,1,1402,167200,1,1958,C+ / AVERAGE+,GOOD,ATTACHED,No,12549.0,44124,62,155000.0,218400.0
71320036,3,2,1848,165000,0,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11398.0,44124,62,0.0,271800.0
71320037,3,2,1989,184700,0,1966,B / GOOD,GOOD,ATTACHED,No,11815.0,44124,54,0.0,0.0
71320038,3,2,1976,168900,0,1966,B / GOOD,AVERAGE,ATTACHED,No,11340.0,44124,54,208000.0,0.0
71320039,3,2,1786,165000,0,1964,B / GOOD,AVERAGE,ATTACHED,No,12780.0,44124,56,185920.00000000003,0.0
71320040,2,1,1508,164000,1,1966,B / GOOD,AVERAGE,ATTACHED,No,12816.0,44124,54,190400.00000000003,0.0
71320041,3,2,1788,167400,1,1963,B / GOOD,AVERAGE,ATTACHED,No,11972.0,44124,57,185400.0,331100.0
71320042,3,2,2050,189400,1,1963,B / GOOD,AVERAGE,ATTACHED,No,12054.0,44124,57,0.0,157480.0
71320043,2,2,2398,196800,0,1963,B / GOOD,AVERAGE,ATTACHED,,12136.0,44124,57,0.0,228800.0
71320044,4,2,3120,250400,1,1964,B / GOOD,AVERAGE,ATTACHED,No,13837.0,44124,56,329300.0,334320.0
71320045,4,3,3572,259700,2,1965,B+ / GOOD+,GOOD,ATTACHED,,17019.0,44124,55,418880.0,284200.0
71320046,4,1,3267,320000,2,1966,B / GOOD,GOOD,ATTACHED,No,29380.0,44124,54,342000.0,339200.0
71320047,4,2,2356,235600,2,1965,B / GOOD,AVERAGE,ATTACHED,No,21060.0,44124,55,333830.0,0.0
71320048,3,2,2399,216800,1,1965,B / GOOD,AVERAGE,ATTACHED,No,16665.0,44124,55,333200.0,0.0
71320049,4,2,2658,208300,1,1966,B / GOOD,AVERAGE,ATTACHED,No,15741.0,44124,54,323750.0,322050.0
71320050,5,2,2848,198800,1,1966,B+ / GOOD+,AVERAGE,ATTACHED,No,15048.0,44124,54,303850.0,184000.0
71320051,3,2,2148,157500,1,1965,B / GOOD,AVERAGE,ATTACHED,No,13800.0,44124,55,171675.0,0.0
71320052,4,2,3179,232600,2,1965,B / GOOD,AVERAGE,ATTACHED,,12915.0,44124,55,0.0,0.0
71320053,3,2,2488,223900,1,1966,B / GOOD,AVERAGE,ATTACHED,No,10710.0,44124,54,0.0,269560.0
71320054,3,2,3164,284200,1,1967,B / GOOD,AVERAGE,ATTACHED,,10829.0,44124,53,325205.0,306625.0
71320055,4,2,2488,198200,1,1966,B / GOOD,AVERAGE,ATTACHED,No,10920.0,44124,54,0.0,0.0
71320056,3,2,2491,219700,1,1966,B / GOOD,GOOD,ATTACHED,No,10829.0,44124,54,366360.0,0.0
71320057,4,2,2356,212000,1,1965,B / GOOD,AVERAGE,ATTACHED,No,11700.0,44124,55,292000.0,0.0
71320058,3,2,2415,190700,1,1965,B / GOOD,AVERAGE,ATTACHED,No,12125.0,44124,55,179200.00000000003,285950.0
71320059,3,2,2388,214900,1,1966,B / GOOD,AVERAGE,ATTACHED,No,12740.0,44124,54,0.0,0.0
71320060,4,2,2648,238300,1,1967,B / GOOD,AVERAGE,ATTACHED,No,11025.0,44124,53,0.0,0.0
71320061,5,2,2718,244600,1,1966,B / GOOD,AVERAGE,ATTACHED,No,10881.0,44124,54,269830.0,0.0
71320062,5,2,2731,245800,2,1967,B+ / GOOD+,AVERAGE,ATTACHED,No,10672.0,44124,53,0.0,0.0
71320063,4,3,2488,223900,0,1966,B / GOOD,AVERAGE,ATTACHED,No,11020.0,44124,54,0.0,332820.0
71320064,4,2,2384,214600,1,1966,B / GOOD,AVERAGE,ATTACHED,No,10440.0,44124,54,251000.0,370000.0
71320065,3,2,1464,170000,0,1966,B / GOOD,AVERAGE,ATTACHED,No,11869.0,44124,54,224440.0,257655.0
71320066,3,1,1464,170700,1,1966,B+ / GOOD+,AVERAGE,ATTACHED,No,11424.0,44124,54,312750.0,0.0
71320067,2,2,1893,210000,0,1967,B+ / GOOD+,AVERAGE,ATTACHED,No,11424.0,44124,53,222600.0,90072.44
71320068,3,2,2619,235700,1,1967,B / GOOD,AVERAGE,ATTACHED,No,11172.0,44124,53,0.0,346580.0
71320069,3,2,2530,227700,1,1967,B / GOOD,AVERAGE,ATTACHED,,11088.0,44124,53,254720.0,0.0
71320070,4,2,2590,243000,1,1966,B+ / GOOD+,GOOD,ATTACHED,No,10742.0,44124,54,257580.0,187450.0
71320071,3,2,2513,226200,1,1968,B+ / GOOD+,AVERAGE,ATTACHED,No,10920.0,44124,52,373500.0,0.0
71322003,3,1,2488,529300,1,2017,A / VERY-GOOD,VERY-GOOD,ATTACHED,No,16481.0,44124,3,84800.0,0.0
71322005,4,2,4159,575000,1,2015,A / VERY-GOOD,VERY-GOOD,ATTACHED,No,9698.0,44124,5,155250.0,0.0
71322006,3,2,3444,516600,1,2013,B+ / GOOD+,GOOD,ATTACHED,No,9528.0,44124,7,720000.0,159300.0
71322007,4,2,3025,556200,2,2017,A / VERY-GOOD,VERY-GOOD,ATTACHED,No,10163.0,44124,3,147150.0,0.0
71322008,3,3,2641,459800,0,2016,A / VERY-GOOD,VERY-GOOD,ATTACHED,No,10263.0,44124,4,147150.0,0.0
71322009,3,3,2639,483100,0,2014,A / VERY-GOOD,VERY-GOOD,ATTACHED,No,12431.0,44124,6,0.0,172500.0
71322011,4,3,5826,728300,0,2012,A / VERY-GOOD,VERY-GOOD,ATTACHED,No,16661.0,44124,8,0.0,186000.0
71322012,4,2,3720,575500,1,2014,A / VERY-GOOD,VERY-GOOD,ATTACHED,No,19401.0,44124,6,177000.0,0.0
71322013,3,1,2775,561000,1,2017,A / VERY-GOOD,VERY-GOOD,ATTACHED,No,15218.0,44124,3,150420.0,172500.0
71322020,4,3,3798,555000,1,2014,A / VERY-GOOD,VERY-GOOD,ATTACHED,No,13277.0,44124,6,177000.0,0.0
71322021,3,2,3444,465000,1,2013,B+ / GOOD+,GOOD,ATTACHED,No,21471.0,44124,7,177000.0,0.0
71322022,3,2,3600,550800,1,2013,B+ / GOOD+,GOOD,ATTACHED,No,17604.0,44124,7,177000.0,0.0
