parcel,bedrooms,bathrooms,living_area,total_value,half_baths,purchase_date,construction_quality,condition_score,garage_type,finished_basement,total_land,zipcodes,house_age,Inflation_Adj_Cost1,Inflation_Adj_Cost2
81101067,3,1,1296,77500,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,6100,44146,66,99292,48925
81101068,3,1,1296,78500,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,6100,44146,66,141647,132770
81101069,3,1,1060,75500,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,6100,44146,66,115440,97760
81101070,4,1,1512,79700,1,1955,C / AVERAGE,AVERAGE,DETACHED,No,6050,44146,65,62000,0
81101071,3,1,1296,74300,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,6050,44146,64,0,29900
81101072,3,1,1360,81000,1,1956,C / AVERAGE,AVERAGE,DETACHED,,6050,44146,64,97850,0
81101073,3,1,1456,87800,0,1956,C+ / AVERAGE+,GOOD,DETACHED,No,7500,44146,64,87400,0
81101074,3,2,1744,99300,0,1956,C+ / AVERAGE+,GOOD,DETACHED,,7500,44146,64,0,151255
81101075,3,1,1296,90100,0,1956,C+ / AVERAGE+,GOOD,DETACHED,No,14000,44146,64,156200,0
81101076,3,1,1296,89800,0,1956,C+ / AVERAGE+,GOOD,DETACHED,No,13200,44146,64,0,0
81101077,2,1,1328,86700,0,1956,C+ / AVERAGE+,GOOD,DETACHED,,6909,44146,64,161193,137375
81101078,3,1,1296,84800,0,1954,C+ / AVERAGE+,GOOD,DETACHED,No,7000,44146,66,119510,107460
81101079,2,1,864,73600,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,7300,44146,66,101920,0
81101080,3,1,1296,82100,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,8060,44146,66,131911,0
81101081,3,1,1296,83500,1,1954,C+ / AVERAGE+,AVERAGE,DETACHED,No,7752,44146,66,0,0
81101083,3,1,1116,79900,0,1956,C+ / AVERAGE+,GOOD,DETACHED,No,6000,44146,64,62500,116440
81101084,3,1,1114,78600,0,1956,C+ / AVERAGE+,GOOD,DETACHED,No,6000,44146,64,143031,0
81102003,3,1,1207,85400,1,1922,C+ / AVERAGE+,AVERAGE,DETACHED,No,9735,44146,98,97850,0
81102004,3,1,1392,94500,0,1948,C+ / AVERAGE+,GOOD,DETACHED,,9735,44146,72,99910,125400
81102005,3,1,1114,81900,1,1948,C+ / AVERAGE+,AVERAGE,DETACHED,,9735,44146,72,120620,126380
81102006,2,1,1092,84600,0,1954,C+ / AVERAGE+,GOOD,DETACHED,,9735,44146,66,90640,140600
81102010,4,1,1608,97300,0,1926,C+ / AVERAGE+,AVERAGE,DETACHED,No,9744,44146,94,0,0
81102011,3,1,1116,85500,0,1956,C+ / AVERAGE+,GOOD,DETACHED,No,9744,44146,64,0,0
81102013,3,1,1378,114600,1,1962,B / GOOD,GOOD,DETACHED,,9744,44146,58,0,0
81102014,3,1,1080,91500,0,1962,C+ / AVERAGE+,AVERAGE,DETACHED,No,9744,44146,58,160000,0
81102016,3,1,1064,93000,1,1962,C+ / AVERAGE+,AVERAGE,DETACHED,No,11816,44146,58,88477,16955
81102017,3,1,1296,89200,0,1956,C+ / AVERAGE+,GOOD,DETACHED,No,5600,44146,64,113600,161700
81102018,3,1,1010,86700,0,1953,C+ / AVERAGE+,GOOD,ATTACHED,No,6384,44146,67,102920,0
81102019,3,1,1080,80000,0,1952,C+ / AVERAGE+,AVERAGE,ATTACHED,,8568,44146,68,30520,0
81102020,3,1,1106,79900,0,1954,C+ / AVERAGE+,AVERAGE,DETACHED,No,10304,44146,66,0,0
81102021,3,1,1296,88800,0,1956,C+ / AVERAGE+,GOOD,DETACHED,No,11872,44146,64,82800,121600
81102022,2,1,1178,86700,0,1956,C+ / AVERAGE+,GOOD,DETACHED,No,10696,44146,64,0,0
81102023,4,2,1248,96700,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,4862,44146,64,0,0
81102024,3,1,984,89600,0,1954,C+ / AVERAGE+,GOOD,ATTACHED,No,9775,44146,66,77000,0
81102025,2,1,982,97700,1,1949,C / AVERAGE,GOOD,ATTACHED,No,15247,44146,71,31050,19167
81102026,2,1,983,90800,1,1955,C / AVERAGE,AVERAGE,ATTACHED,No,16864,44146,65,0,0
81102028,2,1,1350,87400,0,1955,C+ / AVERAGE+,AVERAGE,DETACHED,No,13750,44146,65,121486,0
81102035,3,1,960,74600,0,1979,C+ / AVERAGE+,FAIR,NONE,No,10080,44146,41,0,0
81102036,6,2,2208,83000,0,1920,C+ / AVERAGE+,AVERAGE,DETACHED,No,10080,44146,100,0,172700
81102040,3,1,1141,75400,0,1914,C+ / AVERAGE+,AVERAGE,NONE,No,10080,44146,106,16444,23000
81102041,3,1,972,75400,0,1920,C+ / AVERAGE+,FAIR,DETACHED,No,10080,44146,100,0,0
81102044,2,1,804,72500,0,1954,C+ / AVERAGE+,AVERAGE,NONE,No,10080,44146,66,104720,111655
81102045,3,1,1020,66100,1,1927,C+ / AVERAGE+,AVERAGE,DETACHED,No,10080,44146,93,0,0
81102047,3,1,982,76800,0,1953,C+ / AVERAGE+,AVERAGE,DETACHED,No,10080,44146,67,86880,85600
81102048,2,1,833,86700,0,1927,C / AVERAGE,GOOD,DETACHED,No,9850,44146,93,125600,0
81102049,3,1,1296,84000,0,1956,C+ / AVERAGE+,AVERAGE,DETACHED,No,5600,44146,64,45500,93100
81102050,3,2,1296,96200,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,14950,44146,64,0,28520
81102051,3,1,1536,99600,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,15800,44146,64,0,0
81102052,4,2,2016,101800,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,19712,44146,64,181200,176782
81102053,3,1,1444,93700,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,15183,44146,64,88168,0
81102054,3,1,1060,94600,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,11970,44146,64,0,63840
81102055,3,1,1060,85600,0,1956,C / AVERAGE,AVERAGE,DETACHED,,10270,44146,64,90100,84700
81102056,3,2,1394,95000,1,1956,C / AVERAGE,AVERAGE,DETACHED,No,8845,44146,64,0,0
81102057,3,1,1108,82200,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,6909,44146,64,0,0
81102058,4,1,1108,78300,0,1956,C / AVERAGE,AVERAGE,DETACHED,,7392,44146,64,93562,0
81102059,3,1,1108,73100,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,7644,44146,64,0,0
81102060,4,1,1236,88500,1,1956,C / AVERAGE,GOOD,DETACHED,,7296,44146,64,0,0
81102061,3,1,1108,65700,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,6600,44146,64,0,0
81102062,3,1,1296,82200,1,1956,C / AVERAGE,AVERAGE,DETACHED,No,7500,44146,64,98530,0
81102063,3,1,1296,90000,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,,8325,44146,64,95400,122181
81102064,3,1,1251,81200,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,,10080,44146,64,0,0
81102065,3,1,1326,74900,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,,6720,44146,64,48279,117480
81102067,3,1,1176,99600,1,1962,C+ / AVERAGE+,GOOD,ATTACHED,No,10620,44146,58,173750,0
81103001,3,1,1079,97200,0,1950,C / AVERAGE,AVERAGE,DETACHED,No,14608,44146,70,112255,0
81103002,3,1,1618,104000,0,1953,C+ / AVERAGE+,AVERAGE,DETACHED,No,9794,44146,67,0,114490
81103003,3,1,1108,104300,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,19422,44146,67,87550,0
81103005,3,1,1045,86200,0,1927,C / AVERAGE,AVERAGE,DETACHED,,9628,44146,93,82450,0
81103006,4,1,1174,79300,1,1953,C / AVERAGE,GOOD,DETACHED,No,9628,44146,67,18880,0
81103007,3,1,1620,97300,1,1928,C / AVERAGE,AVERAGE,DETACHED,No,9628,44146,92,0,0
81103008,2,1,1128,79900,0,1955,C / AVERAGE,AVERAGE,DETACHED,No,9628,44146,65,117750,0
81103009,2,1,1837,87900,0,1948,C / AVERAGE,AVERAGE,DETACHED,,9628,44146,72,0,40250
81103010,3,1,1230,79300,0,1949,C / AVERAGE,GOOD,DETACHED,,9628,44146,71,0,95400
81103011,3,1,1066,78900,0,1951,C / AVERAGE,FAIR,ATTACHED,No,9628,44146,69,122400,0
81103012,1,1,1096,78600,0,1949,C / AVERAGE,AVERAGE,DETACHED,,9628,44146,71,27497,0
81103013,3,1,730,80000,0,1949,C / AVERAGE,GOOD,DETACHED,No,8400,44146,71,89610,94282
81103014,3,1,1434,101200,0,1957,C / AVERAGE,GOOD,DETACHED,No,9744,44146,63,191700,0
81103015,2,1,624,75200,0,1948,C / AVERAGE,GOOD,DETACHED,No,9744,44146,72,41895,58934
81103017,2,1,996,77700,0,1920,C / AVERAGE,AVERAGE,DETACHED,No,8400,44146,100,0,0
81103018,4,1,1008,90000,0,1930,C / AVERAGE,GOOD,DETACHED,No,12936,44146,90,0,0
81103019,3,1,1160,74900,0,1949,C / AVERAGE,FAIR,DETACHED,No,7560,44146,71,0,0
81103020,3,1,1116,57900,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,8736,44146,64,57500,0
81103021,3,1,1176,93000,1,1959,C / AVERAGE,GOOD,DETACHED,No,9744,44146,61,148720,0
81103022,2,1,960,75600,0,1919,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,101,121040,74648
81103023,3,1,1176,93000,0,1959,C / AVERAGE,GOOD,DETACHED,,9744,44146,61,0,123480
81103024,3,1,1008,70000,0,1919,C / AVERAGE,AVERAGE,NONE,No,9744,44146,101,35000,22754
81103025,2,1,1240,27300,0,1929,C / AVERAGE,AVERAGE,BASEMENT,No,9628,44146,91,0,0
81103027,3,1,1064,89100,1,1957,C / AVERAGE,GOOD,DETACHED,No,9628,44146,63,0,0
81103028,5,2,1392,84700,0,1924,C / AVERAGE,AVERAGE,DETACHED,No,9628,44146,96,67000,0
81103029,2,1,704,76900,0,1929,C / AVERAGE,GOOD,DETACHED,No,9628,44146,91,0,82800
81103030,3,1,1134,89700,0,1942,C / AVERAGE,AVERAGE,DETACHED,No,9628,44146,78,131370,136890
81103031,2,1,1134,83200,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,9628,44146,67,0,131651
81103032,4,2,1119,86400,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,9628,44146,67,121363,72475
81103033,3,1,1119,49000,0,1951,C / AVERAGE,AVERAGE,DETACHED,No,9628,44146,69,0,0
81103034,3,1,1382,86300,1,1907,C / AVERAGE,AVERAGE,DETACHED,,9628,44146,113,46550,106987
81103035,3,2,1504,90300,0,1927,C / AVERAGE,GOOD,DETACHED,No,9628,44146,93,131300,85840
81103036,2,1,864,91800,0,1952,C / AVERAGE,FAIR,ATTACHED,No,16102,44146,68,23500,0
81103037,2,1,920,86100,0,1940,C / AVERAGE,GOOD,ATTACHED,No,8232,44146,80,87584,44880
81103038,3,1,1134,81300,1,1920,C / AVERAGE,AVERAGE,DETACHED,No,11515,44146,100,30590,63467
81103039,3,1,1573,88100,0,1927,C / AVERAGE,AVERAGE,ATTACHED,,9744,44146,93,76000,21450
81103041,3,1,840,80300,0,1929,C / AVERAGE,GOOD,DETACHED,No,9744,44146,91,12720,0
81103042,4,1,1404,93200,1,1959,C / AVERAGE,GOOD,DETACHED,,9744,44146,61,0,121520
81103043,2,1,1156,93200,0,1953,C / AVERAGE,GOOD,DETACHED,No,9744,44146,67,0,38100
81103044,3,1,1064,89700,1,1962,C / AVERAGE,AVERAGE,DETACHED,,9744,44146,58,0,69722
81103046,5,3,2064,85600,0,1929,C+ / AVERAGE+,FAIR,BASEMENT,No,9744,44146,91,28000,11800
81103047,4,1,1649,88600,0,1931,C / AVERAGE,AVERAGE,BASEMENT,No,11424,44146,89,0,0
81103048,3,1,997,75400,0,1929,C / AVERAGE,AVERAGE,DETACHED,No,8064,44146,91,0,107350
81103049,3,1,1232,79300,0,1948,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,72,100050,106800
81103050,3,2,1040,97800,0,1968,C+ / AVERAGE+,GOOD,DETACHED,No,13035,44146,52,0,120270
81103051,3,2,1064,89800,0,1957,C+ / AVERAGE+,GOOD,DETACHED,No,8820,44146,63,40135,0
81103053,2,1,1170,95200,0,1951,C / AVERAGE,GOOD,DETACHED,No,9744,44146,69,0,0
81103054,3,1,1262,77800,0,1934,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,86,72049,0
81103056,2,1,1131,81900,0,1951,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,69,114920,0
81103057,4,1,1783,91700,0,1951,C / AVERAGE,GOOD,DETACHED,No,9744,44146,69,0,0
81103058,3,1,1080,81300,1,1952,C+ / AVERAGE+,GOOD,DETACHED,No,9744,44146,68,0,38100
81103059,4,1,1260,78400,0,1929,C / AVERAGE,AVERAGE,DETACHED,,9744,44146,91,101261,6800
81103060,3,1,1266,103600,1,1962,C+ / AVERAGE+,GOOD,DETACHED,No,9744,44146,58,0,0
81103061,3,1,1475,83500,0,1954,C / AVERAGE,GOOD,ATTACHED,No,9744,44146,66,112100,37208
81103062,3,1,1209,85400,0,1954,C / AVERAGE,AVERAGE,ATTACHED,No,9744,44146,66,139440,57920
81103063,3,1,1616,80300,0,1929,C / AVERAGE,GOOD,DETACHED,,10454,44146,91,0,0
81103065,2,1,900,86400,0,1948,C / AVERAGE,GOOD,NONE,No,9628,44146,72,89650,0
81103066,2,1,832,76400,0,1955,C / AVERAGE,FAIR,ATTACHED,No,9700,44146,65,121363,0
81103067,4,1,1147,77900,0,1949,C / AVERAGE,AVERAGE,DETACHED,No,7849,44146,71,0,91160
81103068,2,1,1060,80100,0,1956,C / AVERAGE,FAIR,DETACHED,No,8357,44146,64,0,84870
81103069,4,1,1512,83500,2,1956,C / AVERAGE,AVERAGE,DETACHED,No,7100,44146,64,0,166605
81103070,3,1,1296,81600,1,1956,C / AVERAGE,GOOD,DETACHED,No,7100,44146,64,92541,36828
81103071,4,1,1944,92100,0,1956,C / AVERAGE,GOOD,DETACHED,No,7100,44146,64,163080,117600
81103072,2,1,1326,80800,1,1956,C / AVERAGE,AVERAGE,DETACHED,,7100,44146,64,0,0
81103073,3,1,1260,82900,0,1959,C / AVERAGE,AVERAGE,DETACHED,No,7100,44146,61,0,36482
81103075,3,2,1296,82400,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,7150,44146,64,39930,57867
81103076,2,1,1326,82500,0,1955,C / AVERAGE,AVERAGE,DETACHED,No,7150,44146,65,144160,135290
81103077,2,1,1296,80900,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,7150,44146,64,156910,70000
81103078,3,2,1296,81900,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,7150,44146,64,39200,0
81103079,4,1,1296,91700,0,1956,C / AVERAGE,AVERAGE,DETACHED,,7150,44146,64,180180,0
81103080,3,1,1060,86100,0,1956,C / AVERAGE,GOOD,DETACHED,No,7865,44146,64,151931,129050
81103081,3,1,1198,78400,0,1956,C / AVERAGE,GOOD,DETACHED,No,6248,44146,64,0,0
81103082,2,1,1296,83800,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,7100,44146,64,170630,0
81103083,3,1,1464,86400,1,1956,C / AVERAGE,AVERAGE,DETACHED,,7100,44146,64,157380,141040
81103084,3,1,1326,88500,0,1956,C / AVERAGE,GOOD,DETACHED,No,7100,44146,64,0,152900
81103085,2,1,1296,84400,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,7100,44146,64,107880,0
81103086,3,1,1326,77400,1,1956,C / AVERAGE,GOOD,DETACHED,No,7100,44146,64,0,83776
81103087,3,1,1296,81600,0,1956,C / AVERAGE,GOOD,DETACHED,,7100,44146,64,73000,0
81103088,2,1,1326,80900,0,1956,C / AVERAGE,GOOD,DETACHED,,7100,44146,64,168980,0
81103089,2,1,1326,85000,0,1956,C / AVERAGE,GOOD,DETACHED,No,7100,44146,64,112220,50800
81103091,2,1,1296,81200,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,7100,44146,64,0,151931
81103092,2,1,1326,92400,0,1956,C / AVERAGE,GOOD,DETACHED,No,7100,44146,64,92000,0
81103093,3,1,1060,85200,0,1956,C / AVERAGE,GOOD,DETACHED,No,8220,44146,64,0,0
81104001,2,1,675,73000,0,1924,C / AVERAGE,AVERAGE,DETACHED,No,13503,44146,96,7085,7085
81104002,2,1,1064,84700,1,1956,C / AVERAGE,AVERAGE,DETACHED,No,8400,44146,64,156618,134160
81104003,3,1,1064,82800,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,8400,44146,64,105000,0
81104004,3,2,1064,81500,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,8400,44146,64,141680,0
81104005,3,1,1119,82900,0,1951,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,69,112540,148800
81104006,3,2,1566,86500,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,8400,44146,64,0,0
81104007,2,1,928,88700,1,1940,C / AVERAGE,AVERAGE,DETACHED,No,11088,44146,80,7412,0
81104008,2,1,1116,81900,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,64,60000,0
81104009,4,1,1455,82600,0,1936,C / AVERAGE,AVERAGE,NONE,No,9744,44146,84,91341,82820
81104010,3,1,1116,83700,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,64,0,112039
81104011,2,1,1170,83300,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,67,133000,101291
81104012,3,1,2066,110900,0,1925,C / AVERAGE,AVERAGE,ATTACHED,,7280,44146,95,140610,0
81104013,3,1,1410,89900,0,1936,C / AVERAGE,GOOD,DETACHED,No,9744,44146,84,67000,0
81104014,2,1,864,76600,0,1961,C / AVERAGE,AVERAGE,NONE,,9744,44146,59,90000,45000
81104015,3,1,1064,83500,0,1955,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,65,24640,0
81104016,2,1,1112,88200,0,1960,C / AVERAGE,AVERAGE,ATTACHED,No,9744,44146,60,156600,112875
81104017,3,1,1040,76900,0,1926,C / AVERAGE,FAIR,NONE,No,9744,44146,94,106640,55216
81104018,3,2,1260,72700,0,1987,C / AVERAGE,AVERAGE,DETACHED,No,8408,44146,33,0,0
81104019,3,1,1134,80000,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,66,0,0
81104020,2,1,664,25000,0,1920,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,100,4651,0
81104021,2,1,825,78200,0,1950,C / AVERAGE,AVERAGE,DETACHED,,9744,44146,70,0,0
81104022,3,1,939,80700,0,1924,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,96,0,0
81104023,3,1,1092,60000,0,1921,C / AVERAGE,GOOD,NONE,No,7500,44146,99,0,0
81104024,3,1,1745,71900,0,1936,C / AVERAGE,FAIR,NONE,No,6900,44146,84,6200,0
81104025,3,1,1206,81900,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,66,0,0
81104026,2,1,837,76800,0,1948,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,72,104720,87890
81104027,2,1,861,74800,0,1936,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,84,0,0
81104028,4,1,1734,52000,1,1954,C / AVERAGE,FAIR,DETACHED,No,9744,44146,66,0,0
81104029,2,1,721,26300,0,1948,D / POOR,AVERAGE,NONE,No,9744,44146,72,97340,80100
81104030,2,1,1176,97000,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,66,92075,0
81104031,3,1,1209,84700,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,64,0,94200
81104032,2,1,1116,82500,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,64,0,0
81104033,2,1,1134,82400,0,1954,C / AVERAGE,GOOD,DETACHED,No,9744,44146,66,104048,135880
81104034,3,1,1134,90500,1,1954,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,66,54075,0
81104035,3,1,960,30600,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,7405,44146,66,22990,28934
81104036,4,1,1008,76800,0,1940,D+ / POOR+,FAIR,NONE,No,8792,44146,80,0,71791
81104038,2,1,864,57000,0,1956,C / AVERAGE,FAIR,DETACHED,No,5936,44146,64,0,34720
81104039,3,1,1064,86900,0,1959,C / AVERAGE,AVERAGE,DETACHED,No,9968,44146,61,0,0
81104040,3,1,1248,80800,1,1956,C / AVERAGE,AVERAGE,DETACHED,No,9912,44146,64,120862,113680
81104041,2,1,768,67000,0,1934,C / AVERAGE,AVERAGE,DETACHED,No,9912,44146,86,0,0
81104042,3,1,1080,69000,0,1951,C / AVERAGE,AVERAGE,DETACHED,No,9912,44146,69,0,0
81104043,3,1,1092,73400,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,6272,44146,66,131370,0
81104044,3,2,1500,115800,1,1998,C / AVERAGE,AVERAGE,ATTACHED,,6440,44146,22,205758,49800
81104045,2,1,1296,104700,1,1951,C / AVERAGE,AVERAGE,DETACHED,No,12632,44146,69,0,0
81104046,3,1,1729,102700,0,1950,C / AVERAGE,AVERAGE,ATTACHED,No,9380,44146,70,174850,0
81104047,3,1,1372,83500,1,1950,C / AVERAGE,AVERAGE,ATTACHED,No,11730,44146,70,89040,34880
81104048,3,1,1148,71000,0,1936,C / AVERAGE,VERY-POOR,DETACHED,No,12222,44146,84,136920,0
81104049,3,1,936,74700,0,1924,C / AVERAGE,FAIR,DETACHED,,9850,44146,96,117197,0
81104050,3,1,1287,82300,1,1950,C / AVERAGE,AVERAGE,DETACHED,No,9850,44146,70,0,0
81104051,2,1,987,71600,0,1942,C / AVERAGE,AVERAGE,DETACHED,,9850,44146,78,7630,0
81104052,3,1,1103,66400,0,1951,C / AVERAGE,AVERAGE,DETACHED,No,9850,44146,69,23600,37200
81104053,3,1,1092,69000,0,1953,C / AVERAGE,AVERAGE,DETACHED,No,9850,44146,67,29500,32267
81104054,3,1,1064,86100,0,1960,C / AVERAGE,AVERAGE,DETACHED,No,9850,44146,60,0,0
81104055,3,1,1056,76100,0,1959,C / AVERAGE,AVERAGE,ATTACHED,,9850,44146,61,0,0
81104056,2,1,1060,76100,0,1941,C / AVERAGE,AVERAGE,DETACHED,No,9850,44146,79,0,0
81104057,3,1,1131,74500,0,1940,C / AVERAGE,AVERAGE,NONE,,9653,44146,80,115855,0
81104067,3,1,938,85000,0,1959,C / AVERAGE,GOOD,DETACHED,No,9240,44146,61,83430,104400
81104068,3,2,1011,81900,0,1954,C / AVERAGE,AVERAGE,DETACHED,No,9744,44146,66,122500,0
81104069,2,1,1064,81700,0,1956,C / AVERAGE,AVERAGE,DETACHED,No,8400,44146,64,0,0
81107002,3,1,1208,92400,1,1976,C / AVERAGE,AVERAGE,DETACHED,No,9100,44146,44,0,0
81107003,3,1,1176,82700,0,1961,C / AVERAGE,GOOD,DETACHED,No,8736,44146,59,60833,0
81107004,3,1,1176,88400,1,1961,C+ / AVERAGE+,GOOD,DETACHED,No,7708,44146,59,0,112840
81107005,3,1,1255,85700,1,1954,C+ / AVERAGE+,GOOD,DETACHED,No,9828,44146,66,76700,21358
81107006,2,1,1470,81400,0,1948,C+ / AVERAGE+,AVERAGE,DETACHED,,8957,44146,72,111510,0
81107007,2,1,1206,80900,0,1952,C+ / AVERAGE+,AVERAGE,DETACHED,No,8580,44146,68,0,0
81107008,3,1,1193,78000,0,1948,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9000,44146,72,0,81000
81107009,3,1,1152,78100,0,1949,C+ / AVERAGE+,AVERAGE,DETACHED,No,7049,44146,71,0,14200
81107010,4,1,1346,80700,0,1948,C+ / AVERAGE+,GOOD,DETACHED,No,6250,44146,72,54075,0
81107011,3,2,1248,81600,0,1948,C+ / AVERAGE+,GOOD,DETACHED,No,7000,44146,72,145600,132300
81107012,3,1,944,75300,0,1949,C / AVERAGE,GOOD,DETACHED,No,9129,44146,71,72500,133000
81107013,3,1,1119,81700,1,1948,C+ / AVERAGE+,GOOD,DETACHED,No,10419,44146,72,0,0
81110002,4,2,2196,170900,1,1973,B+ / GOOD+,AVERAGE,ATTACHED,No,32815,44146,47,75900,64900
81110004,3,1,2025,150600,0,1955,B+ / GOOD+,AVERAGE,ATTACHED,,31889,44146,65,155665,182280
81110005,3,1,1094,88600,0,1958,C / AVERAGE,AVERAGE,DETACHED,No,12360,44146,62,65000,95200
81110006,2,1,1176,100200,1,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11640,44146,62,0,166025
81110007,3,1,1040,90900,1,1958,C / AVERAGE,AVERAGE,DETACHED,No,12127,44146,62,106863,0
81110008,3,1,930,82100,0,1958,C / AVERAGE,AVERAGE,DETACHED,No,11418,44146,62,138160,126700
81110009,3,1,1066,90000,1,1958,C+ / AVERAGE+,AVERAGE,DETACHED,No,11616,44146,62,95400,149495
81110010,3,1,930,88600,0,1958,C / AVERAGE,AVERAGE,DETACHED,No,12529,44146,62,76700,0
81110011,3,1,1094,90000,0,1958,C / AVERAGE,AVERAGE,DETACHED,No,12240,44146,62,101400,0
81110012,3,1,936,86800,0,1960,C / AVERAGE,AVERAGE,DETACHED,No,9333,44146,60,165549,156600
81110013,3,1,936,87200,0,1960,C / AVERAGE,AVERAGE,DETACHED,No,8372,44146,60,146300,163080
81110014,3,1,936,82400,0,1960,C / AVERAGE,AVERAGE,DETACHED,No,9150,44146,60,93000,0
81110015,3,1,1176,86400,0,1958,C / AVERAGE,AVERAGE,DETACHED,No,9612,44146,62,135200,0
81111060,2,1,1159,79900,0,1949,C+ / AVERAGE+,AVERAGE,NONE,,10150,44146,71,115500,0
81111061,4,1,1883,109800,1,1961,C+ / AVERAGE+,AVERAGE,ATTACHED,No,10500,44146,59,255458,0
81111062,3,1,1526,110700,1,1940,B / GOOD,AVERAGE,ATTACHED,,10950,44146,80,124260,0
81111063,3,2,2034,101200,0,1950,B / GOOD,AVERAGE,ATTACHED,No,22215,44146,70,192340,157080
81111065,4,3,2397,129100,0,1946,B / GOOD,AVERAGE,DETACHED,No,21870,44146,74,0,192850
81111068,4,1,1811,126800,0,1936,B / GOOD,AVERAGE,ATTACHED,No,27090,44146,84,154980,0
81111071,4,1,1726,136400,1,1940,B / GOOD,AVERAGE,ATTACHED,No,30510,44146,80,202520,0
81111072,3,1,1120,89500,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,20405,44146,64,0,0
81112052,4,1,1952,123100,1,1964,B+ / GOOD+,AVERAGE,BASEMENT,No,8360,44146,56,0,0
81112054,3,1,1971,107100,2,1930,B+ / GOOD+,GOOD,BASEMENT,No,7869,44146,90,0,0
81112055,3,1,1056,77200,1,1953,C+ / AVERAGE+,AVERAGE,NONE,No,7832,44146,67,0,123985
81112056,3,1,1162,76600,0,1949,C / AVERAGE,AVERAGE,DETACHED,No,7480,44146,71,153920,0
81112057,4,1,1230,77500,1,1952,C / AVERAGE,AVERAGE,DETACHED,No,7040,44146,68,115700,0
81112058,3,1,1271,77500,1,1949,C / AVERAGE,AVERAGE,DETACHED,No,6909,44146,71,75000,0
81112059,4,2,1339,84600,0,1949,C / AVERAGE,GOOD,DETACHED,No,6615,44146,71,0,0
81112060,3,1,1154,74800,0,1947,C / AVERAGE,AVERAGE,DETACHED,No,6468,44146,73,0,0
81112061,3,2,1170,75500,0,1950,C / AVERAGE,GOOD,DETACHED,,6125,44146,70,106200,131720
81112062,3,1,1410,90500,1,1950,C / AVERAGE,GOOD,DETACHED,No,7500,44146,70,67580,0
81112064,3,1,1191,90700,0,1953,B / GOOD,AVERAGE,ATTACHED,No,11844,44146,67,148225,126350
