parcel,bedrooms,bathrooms,living_area,total_value,half_baths,purchase_date,construction_quality,condition_score,garage_type,finished_basement,total_land,zipcodes,house_age,Inflation_Adj_Cost1,Inflation_Adj_Cost2
71220010,4,2,2286,166900,1,1956,B / GOOD,GOOD,ATTACHED,No,9600,44124,64,170145,184450
71220011,4,1,1561,146200,1,1956,B / GOOD,GOOD,ATTACHED,No,9600,44124,64,169950,227920
71220012,4,1,1900,155900,1,1954,B / GOOD,GOOD,ATTACHED,No,9600,44124,66,177540,149160
71220013,4,1,1580,132900,1,1954,B / GOOD,GOOD,ATTACHED,No,9600,44124,66,144861,0
71220014,4,1,1976,164700,1,1958,C+ / AVERAGE+,GOOD,ATTACHED,No,11200,44124,62,0,0
71220015,3,1,1504,131000,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11130,44124,64,103250,101480
71220016,3,1,1312,119000,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9322,44124,64,132600,0
71220017,3,1,1320,120100,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9420,44124,64,224264,0
71220018,3,1,1320,144400,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,,9204,44124,64,0,0
71220019,3,1,1312,120900,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9360,44124,64,159650,92040
71220020,3,1,1312,118500,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9145,44124,64,106480,0
71220021,3,1,1320,119000,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9086,44124,64,157560,152755
71220022,3,1,1320,107900,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9180,44124,64,140800,0
71220023,3,1,1312,118600,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,8968,44124,64,0,206335
71220024,3,1,1312,118800,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9060,44124,64,0,85560
71220025,3,1,1320,118400,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,8850,44124,64,208810,0
71220026,3,1,1320,144000,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,8940,44124,64,156960,156845
71220027,3,1,1312,118200,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,8791,44124,64,0,0
71220028,3,1,1312,113800,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11100,44124,64,0,211700
71220029,3,1,2044,149000,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11680,44124,64,128710,0
71220030,3,1,1312,133400,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,64,0,184150
71220031,3,1,1320,109300,1,1956,C / AVERAGE,AVERAGE,ATTACHED,No,9600,44124,64,83440,185760
71220032,3,1,1320,120300,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,64,161710,155170
71220033,3,1,1312,108700,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,64,0,240700
71220034,3,1,1632,130200,1,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,64,169847,84800
71220035,3,1,1320,108900,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,64,79475,0
71220036,3,1,1987,125400,1,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,63,274750,161190
71220037,3,1,1312,108500,1,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,63,92455,0
71220038,3,1,1312,120600,1,1957,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,63,0,0
71220039,3,1,1320,85000,1,1957,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,63,90100,0
71220040,2,2,3890,192200,1,1957,B / GOOD,AVERAGE,ATTACHED,No,9600,44124,63,169950,0
71220041,3,1,1312,108600,1,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,63,153145,176890
71220042,3,1,1312,148000,1,1957,C+ / AVERAGE+,GOOD,ATTACHED,No,10720,44124,63,0,0
71220043,3,1,1196,118900,0,1958,C+ / AVERAGE+,GOOD,ATTACHED,No,10720,44124,62,0,136000
71220044,3,2,1196,105400,0,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,62,134090,158137
71220045,3,1,1196,105500,0,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,62,130000,0
71220046,3,1,1196,104900,1,1958,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,62,114341,109855
71220047,3,1,1176,104600,0,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,,9600,44124,62,0,141600
71220048,3,1,1196,105500,0,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,62,197200,0
71220049,3,1,1616,116900,0,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,,9600,44124,62,159850,153400
71220050,3,1,1196,105500,0,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,63,118000,0
71220051,3,1,1454,112600,1,1959,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,61,143000,0
71220052,3,1,1358,110000,1,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,62,0,0
71220053,3,2,1454,155000,0,1959,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,61,168950,101480
71220054,3,1,1454,112600,1,1959,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,61,0,0
71220055,3,1,1454,112500,1,1959,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,61,0,0
71220056,3,1,1450,130900,1,1959,C+ / AVERAGE+,GOOD,ATTACHED,,11680,44124,61,156560,136640
71220057,3,1,1656,124200,1,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,No,11680,44124,62,128538,0
71220058,2,1,1196,105300,0,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,62,156565,0
71220059,2,1,1434,112600,1,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,,9600,44124,62,114460,160480
71220060,3,2,1596,130500,0,1958,C+ / AVERAGE+,GOOD,ATTACHED,,9600,44124,62,0,0
71220061,3,1,1596,129100,1,1958,C+ / AVERAGE+,GOOD,ATTACHED,,9600,44124,62,0,0
71220062,3,1,1956,124800,1,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,63,0,0
71220063,3,1,1320,108800,1,1958,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,62,0,0
71220064,3,1,1964,138800,0,1957,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,63,125995,0
71220065,3,1,1424,112500,0,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,63,159600,137500
71220066,3,1,1404,112000,0,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,63,246790,0
71220067,3,1,1424,112300,0,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,,9600,44124,63,147500,0
71220068,4,2,1979,98600,0,1957,C / AVERAGE,AVERAGE,ATTACHED,No,9600,44124,63,94394,0
71220069,3,1,2288,147800,0,1957,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,63,0,133800
71220070,3,2,1641,117500,0,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,63,125840,0
71220071,3,2,1424,112400,0,1957,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,63,149350,175001
71220072,3,2,1952,124800,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,64,204700,0
71220073,3,1,1178,115900,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,64,0,0
71220074,3,1,1444,125000,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,64,0,0
71220075,3,1,1178,115500,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,64,143500,0
71220076,3,1,1178,115600,0,1960,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,60,203850,0
71220077,3,1,1288,119200,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,,9600,44124,64,0,168150
71220078,3,1,1178,115800,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,64,0,83072
71220079,2,2,1766,134400,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,64,93380,0
71220080,3,2,1844,148600,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,64,91804,0
71220081,3,1,1288,107500,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,64,0,0
71220083,2,1,1178,105000,0,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,64,161710,79500
71220084,3,1,1178,116600,0,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,9600,44124,64,0,0
71220085,3,1,1276,107700,1,1956,C+ / AVERAGE+,AVERAGE,ATTACHED,No,9600,44124,64,0,195200
71220086,3,1,1380,128700,2,1956,C+ / AVERAGE+,GOOD,ATTACHED,No,11680,44124,64,0,0
71221002,4,2,2352,156600,0,1956,B / GOOD,GOOD,DETACHED,No,8500,44124,64,0,272640
71221003,4,2,1940,139700,0,1954,B / GOOD,AVERAGE,DETACHED,No,8500,44124,66,0,205160
71221004,5,2,2428,159200,0,1954,B / GOOD,GOOD,DETACHED,No,8500,44124,66,0,0
71221005,4,2,2494,160300,0,1954,B / GOOD,GOOD,DETACHED,No,8500,44124,66,243360,0
71221006,4,2,2514,170900,0,1955,B / GOOD,AVERAGE,DETACHED,No,8250,44124,65,0,237855
71221007,5,3,3575,187600,0,1953,B / GOOD,GOOD,DETACHED,No,7750,44124,67,218000,0
71221018,4,1,1176,115900,1,1950,C / AVERAGE,AVERAGE,ATTACHED,No,7599,44124,70,97010,0
71221019,4,1,1524,135500,1,1950,B / GOOD,AVERAGE,ATTACHED,No,10132,44124,70,118810,0
71221020,3,1,1217,113200,1,1952,C+ / AVERAGE+,AVERAGE,ATTACHED,No,6705,44124,68,169834,143000
71221021,3,1,1528,170000,1,1951,B / GOOD,AVERAGE,ATTACHED,No,6705,44124,69,180200,221680
71221022,3,1,1176,115500,1,1950,C / AVERAGE,AVERAGE,ATTACHED,No,7450,44124,70,107000,0
71221023,3,1,1404,138700,1,1950,B / GOOD,AVERAGE,ATTACHED,No,7956,44124,70,207920,0
71221024,3,1,1176,116400,1,1950,B / GOOD,AVERAGE,ATTACHED,No,8500,44124,70,169000,214600
71221025,3,1,1776,147000,1,1951,B / GOOD,AVERAGE,ATTACHED,No,9450,44124,69,155820,0
71221026,3,1,1432,123700,1,1950,B / GOOD,AVERAGE,ATTACHED,,8874,44124,70,0,0
71221027,3,1,1584,124300,1,1950,B / GOOD,AVERAGE,ATTACHED,No,7350,44124,70,51612,160720
71221028,4,1,1550,120200,1,1952,B / GOOD,AVERAGE,DETACHED,No,6500,44124,68,0,0
71221029,3,1,1410,120900,0,1949,B / GOOD,AVERAGE,ATTACHED,No,5980,44124,71,137800,0
71221030,3,1,1322,115200,1,1952,B / GOOD,AVERAGE,ATTACHED,No,6630,44124,68,0,172135
71221031,3,1,1305,115300,1,1952,B / GOOD,AVERAGE,ATTACHED,No,6580,44124,68,167050,0
71221032,4,1,1735,119500,1,1952,B / GOOD,AVERAGE,ATTACHED,,6721,44124,68,0,0
71221034,4,2,2210,145300,1,1952,C+ / AVERAGE+,AVERAGE,ATTACHED,No,8640,44124,68,171700,0
71221036,3,1,1696,134300,1,1951,B / GOOD,AVERAGE,ATTACHED,No,8845,44124,69,0,205700
71221037,3,1,1368,115000,1,1949,B / GOOD,AVERAGE,ATTACHED,No,7500,44124,71,0,0
71221038,3,1,1662,121900,1,1949,B / GOOD,AVERAGE,ATTACHED,No,7500,44124,71,0,0
71221039,3,1,1560,119500,1,1948,B / GOOD,AVERAGE,ATTACHED,No,7500,44124,72,0,0
71221040,4,1,1900,127400,1,1948,B / GOOD,AVERAGE,ATTACHED,No,7500,44124,72,130340,139748
71221041,5,2,1920,125900,0,1949,C+ / AVERAGE+,AVERAGE,ATTACHED,No,6900,44124,71,0,141960
71221042,3,1,1406,124100,0,1948,B / GOOD,GOOD,DETACHED,No,6808,44124,72,165186,180560
71221043,3,1,1418,113300,1,1948,C+ / AVERAGE+,AVERAGE,ATTACHED,No,6486,44124,72,209160,204349
71221044,3,1,1774,135500,1,1947,B / GOOD,AVERAGE,DETACHED,No,6192,44124,73,147695,0
71221045,3,1,1466,125100,1,1961,B / GOOD,FAIR,DETACHED,No,6864,44124,59,103618,0
71221046,3,1,1846,135100,1,1951,B / GOOD,AVERAGE,ATTACHED,No,9380,44124,69,132250,222235
71221047,3,1,1298,114400,1,1950,B / GOOD,AVERAGE,ATTACHED,No,8030,44124,70,0,244348
71221048,3,1,1080,106800,1,1954,B / GOOD,AVERAGE,ATTACHED,No,7450,44124,66,0,145600
71221049,3,1,1278,111600,1,1952,C / AVERAGE,AVERAGE,ATTACHED,No,18003,44124,68,100688,0
71221050,3,1,1307,113200,1,1953,B / GOOD,AVERAGE,ATTACHED,No,16116,44124,67,0,114130
71221051,3,1,1056,104900,1,1953,B / GOOD,AVERAGE,ATTACHED,No,14200,44124,67,113050,115267
71221052,3,1,1337,116600,1,1956,B / GOOD,AVERAGE,ATTACHED,No,13158,44124,64,0,0
71221053,3,1,1695,115600,1,1952,C / AVERAGE,AVERAGE,ATTACHED,No,7700,44124,68,93740,95711
71221054,3,1,1339,113800,1,1952,B / GOOD,AVERAGE,ATTACHED,No,9256,44124,68,159600,195025
71221055,3,1,1218,115900,1,1953,B / GOOD,AVERAGE,ATTACHED,No,10584,44124,67,0,147000
71221056,3,1,1200,112900,0,1952,B / GOOD,GOOD,ATTACHED,No,8370,44124,68,150380,156350
71221057,3,1,1388,118100,0,1950,B / GOOD,AVERAGE,ATTACHED,No,8370,44124,70,0,0
71221058,3,1,1697,125700,1,1948,B / GOOD,AVERAGE,ATTACHED,No,8532,44124,72,143750,178525
71221059,3,1,1398,126500,0,1949,B / GOOD,GOOD,ATTACHED,,10400,44124,71,185297,233920
71221060,3,1,1087,108000,1,1947,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,73,170200,0
71221061,3,1,1176,111600,0,1948,C / AVERAGE,AVERAGE,ATTACHED,No,8000,44124,72,166250,0
71221062,3,1,1182,85000,0,1948,C+ / AVERAGE+,AVERAGE,ATTACHED,No,8000,44124,72,92650,0
71221063,3,1,1384,121600,0,1951,B / GOOD,GOOD,ATTACHED,No,8000,44124,69,148217,139150
71221064,3,1,1604,137500,1,1928,B / GOOD,AVERAGE,DETACHED,No,8000,44124,92,165000,87000
71221065,3,1,1484,124600,1,1950,C+ / AVERAGE+,AVERAGE,ATTACHED,,8000,44124,70,198352,0
71221066,4,1,1952,135000,1,1951,B / GOOD,AVERAGE,ATTACHED,,8000,44124,69,131440,0
71221067,3,1,1378,121300,1,1951,B / GOOD,AVERAGE,ATTACHED,No,8100,44124,69,0,0
71221068,3,1,1834,133200,1,1949,C+ / AVERAGE+,AVERAGE,ATTACHED,No,8300,44124,71,245680,219700
71221069,2,1,1462,124800,0,1949,C+ / AVERAGE+,AVERAGE,ATTACHED,,8600,44124,71,167000,160000
71221070,3,1,1476,124700,0,1949,B / GOOD,AVERAGE,ATTACHED,No,8850,44124,71,194180,0
71221071,3,2,1390,124900,1,1949,B / GOOD,GOOD,ATTACHED,No,8910,44124,71,169641,162140
71221072,3,1,1152,105000,0,1941,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,79,159100,0
71221073,3,1,1196,115800,0,1950,B / GOOD,AVERAGE,ATTACHED,No,7800,44124,70,109250,0
71221074,4,1,1664,126500,1,1950,C+ / AVERAGE+,AVERAGE,ATTACHED,No,7344,44124,70,139900,145600
71221075,3,1,1488,122200,1,1949,B / GOOD,AVERAGE,ATTACHED,No,7440,44124,71,145600,146475
71221076,3,1,1425,121500,1,1949,C+ / AVERAGE+,AVERAGE,ATTACHED,No,7632,44124,71,187450,0
71221077,4,1,2336,160800,1,1946,B / GOOD,AVERAGE,DETACHED,No,11914,44124,74,236600,236250
71221078,3,1,1222,122100,1,1951,B / GOOD,AVERAGE,ATTACHED,No,10360,44124,69,0,0
71221079,3,1,1825,130300,1,1952,B / GOOD,AVERAGE,ATTACHED,No,7849,44124,68,184023,0
71221080,3,1,1272,118400,1,1949,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,71,196000,0
71221081,3,1,1276,117900,1,1950,B / GOOD,AVERAGE,ATTACHED,No,7700,44124,70,137505,214600
71221082,3,1,1506,123100,1,1949,B / GOOD,AVERAGE,ATTACHED,,7450,44124,71,198860,167580
71221083,3,1,1526,123000,1,1951,B / GOOD,AVERAGE,ATTACHED,,7250,44124,69,186550,208377
71221084,3,1,1498,129500,1,1949,C+ / AVERAGE+,AVERAGE,DETACHED,,8928,44124,71,180200,98933
71221085,3,1,1488,128600,1,1952,B / GOOD,AVERAGE,ATTACHED,No,8580,44124,68,0,0
71222001,3,1,1176,104000,0,1950,B / GOOD,AVERAGE,DETACHED,No,8000,44124,70,139000,113360
71222002,3,1,1560,124900,1,1928,B / GOOD,AVERAGE,DETACHED,No,8000,44124,92,139000,0
71222003,4,1,1812,132300,1,1926,C / AVERAGE,AVERAGE,DETACHED,,8000,44124,94,119080,0
71222004,3,1,1680,129000,0,1949,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,71,214880,0
71222005,4,2,1798,130600,1,1928,B / GOOD,AVERAGE,DETACHED,No,8000,44124,92,236350,0
71222006,3,1,1887,144900,1,1968,B / GOOD,AVERAGE,DETACHED,No,8000,44124,52,167888,238680
71222007,3,1,1712,171000,1,1952,B / GOOD,AVERAGE,ATTACHED,,8000,44124,68,186390,187550
71222008,4,1,1530,133200,1,1951,B / GOOD,AVERAGE,ATTACHED,No,9920,44124,69,184000,223600
71222009,4,1,1456,142000,1,1950,B / GOOD,AVERAGE,ATTACHED,,8320,44124,70,154780,0
71222010,3,2,1518,138100,1,1952,B / GOOD,GOOD,ATTACHED,No,8000,44124,68,148925,190900
71222011,3,1,1770,147300,1,1928,B+ / GOOD+,GOOD,DETACHED,,8000,44124,92,333700,268090
71222013,3,1,2032,145700,0,1929,B+ / GOOD+,GOOD,DETACHED,No,8000,44124,91,244110,100700
71222014,3,2,2330,159200,1,1985,C+ / AVERAGE+,GOOD,ATTACHED,,8000,44124,35,0,184628
71222015,3,1,1779,131100,1,1952,B / GOOD,AVERAGE,ATTACHED,,8000,44124,68,74667,226100
71222016,5,1,1800,148600,0,1950,B+ / GOOD+,AVERAGE,ATTACHED,,8000,44124,70,0,216790
71222017,4,1,1646,143700,1,1950,B / GOOD,AVERAGE,ATTACHED,,8000,44124,70,178000,246400
71222018,4,1,2216,140600,1,1952,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,68,260637,255500
71222019,4,1,1554,139200,1,1951,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,69,144200,238000
71222020,3,1,1608,121300,1,1952,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,68,144000,104140
71222021,3,1,1688,123700,1,1952,B / GOOD,GOOD,ATTACHED,,8000,44124,68,185400,0
71222022,5,1,1331,114900,1,1952,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,68,0,177620
71222023,3,1,1505,119300,1,1952,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,68,139300,0
71222024,3,1,1540,120300,1,1952,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,68,131445,48260
71222025,4,1,1507,119200,1,1951,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,69,141600,222000
71222026,3,1,1705,124000,1,1952,B / GOOD,AVERAGE,ATTACHED,,8000,44124,68,173555,85094
71222027,3,1,1468,125800,1,1952,C / AVERAGE,AVERAGE,ATTACHED,No,9600,44124,68,148350,81650
71222028,4,1,1468,128400,1,1952,B / GOOD,AVERAGE,ATTACHED,No,10400,44124,68,141290,0
71222030,3,1,1780,152500,1,1949,B / GOOD,AVERAGE,ATTACHED,No,11680,44124,71,174585,166225
71222031,3,1,1446,125700,1,1948,B / GOOD,AVERAGE,ATTACHED,No,9920,44124,72,0,207825
71222032,4,2,1858,127200,0,1949,B / GOOD,GOOD,ATTACHED,,8000,44124,71,160680,0
71222033,4,2,1396,127200,1,1949,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,71,101000,0
71222034,3,1,1620,133100,0,1944,B / GOOD,AVERAGE,ATTACHED,,8000,44124,76,0,152755
71222035,3,2,1870,139700,0,1949,B / GOOD,AVERAGE,ATTACHED,,5600,44124,71,0,0
71222036,3,1,1636,127800,1,1948,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,72,89600,92000
71222037,3,1,1824,143300,1,1949,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,71,186010,164050
71222038,3,1,1180,122100,0,1949,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,71,183940,96180
71222039,3,2,1952,170000,0,1950,B / GOOD,GOOD,ATTACHED,,7500,44124,70,185300,202760
71222040,3,1,1792,138400,0,1950,B / GOOD,GOOD,ATTACHED,,7500,44124,70,0,0
71222041,3,2,1480,133000,0,1949,B / GOOD,AVERAGE,ATTACHED,,7500,44124,71,144970,0
71222042,3,1,1456,127900,0,1948,B / GOOD,AVERAGE,ATTACHED,No,7500,44124,72,177110,154275
71222043,3,1,1176,120400,0,1949,B / GOOD,GOOD,ATTACHED,No,7500,44124,71,161090,142820
71222044,3,1,1692,133300,1,1949,B / GOOD,GOOD,ATTACHED,No,7500,44124,71,153470,160655
71222045,3,1,1622,136800,0,1949,B / GOOD,AVERAGE,ATTACHED,No,7500,44124,71,139050,113735
71222046,3,1,1596,139500,1,1949,B / GOOD,AVERAGE,DETACHED,,7200,44124,71,188600,149575
71222047,3,1,1860,175400,1,1951,B / GOOD,FAIR,DETACHED,No,9610,44124,69,142140,0
71222048,3,1,1842,140100,0,1951,B / GOOD,AVERAGE,ATTACHED,No,10850,44124,69,219531,151500
71222049,3,1,1492,131200,0,1951,B / GOOD,AVERAGE,ATTACHED,No,10850,44124,69,139300,0
71222052,4,1,1814,139700,1,1951,B / GOOD,AVERAGE,ATTACHED,No,7750,44124,69,157500,0
71223001,3,1,1797,131300,1,1951,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,69,185500,255600
71223002,3,1,1444,135700,1,1950,B / GOOD,GOOD,ATTACHED,No,8000,44124,70,171690,0
71223003,4,1,1744,144600,1,1951,B / GOOD,GOOD,ATTACHED,No,8000,44124,69,232400,141605
71223004,4,1,1928,156900,1,1950,B / GOOD,GOOD,ATTACHED,No,9600,44124,70,104135,0
71223005,3,1,1695,141800,1,1950,B / GOOD,GOOD,ATTACHED,No,7680,44124,70,201025,0
71223006,4,1,1588,138600,1,1950,B / GOOD,GOOD,ATTACHED,No,7680,44124,70,234910,199665
71223007,3,1,1442,134600,1,1950,B / GOOD,GOOD,ATTACHED,No,7680,44124,70,179900,208080
71223008,4,1,1448,135700,1,1951,B / GOOD,GOOD,ATTACHED,No,7680,44124,69,160000,213520
71223009,4,1,1753,143400,2,1950,B / GOOD,GOOD,ATTACHED,No,7680,44124,70,171175,0
71223010,3,1,1662,141900,1,1950,B / GOOD,GOOD,ATTACHED,No,8000,44124,70,0,202895
71223011,4,1,1540,138000,1,1951,B / GOOD,GOOD,ATTACHED,,8000,44124,69,244860,0
71223012,4,1,1431,122800,1,1951,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,69,110240,0
71223013,4,1,1978,151200,1,1952,B / GOOD,GOOD,ATTACHED,,8000,44124,68,0,0
71223014,4,1,1591,130200,1,1952,B / GOOD,GOOD,ATTACHED,No,8000,44124,68,0,0
71223015,4,1,1682,129600,1,1952,C+ / AVERAGE+,AVERAGE,ATTACHED,No,8000,44124,68,180880,78400
71223016,3,1,1739,144400,1,1952,B / GOOD,GOOD,ATTACHED,No,8000,44124,68,163391,180050
71223017,4,1,1403,134800,1,1952,B / GOOD,GOOD,ATTACHED,No,8000,44124,68,160680,181870
71223018,3,1,1442,135700,1,1952,B / GOOD,GOOD,ATTACHED,No,8000,44124,68,0,158166
71223019,3,1,1286,118900,1,1953,C / AVERAGE,AVERAGE,ATTACHED,No,7680,44124,67,98645,0
71223020,4,2,1401,126900,1,1954,C / AVERAGE,GOOD,DETACHED,No,7680,44124,66,150000,0
71223021,3,1,1361,93500,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,104720,0
71223022,3,1,1523,115000,1,1953,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,67,90100,0
71223023,3,1,1562,133800,1,1953,B / GOOD,GOOD,ATTACHED,No,8000,44124,67,0,84000
71223024,3,1,1935,144700,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,0,179346
71223025,3,1,1598,134800,1,1954,B / GOOD,GOOD,ATTACHED,,8000,44124,66,195185,159300
71223026,3,1,1515,132100,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,151505,0
71223027,3,1,1904,143800,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,0,197800
71223028,4,1,1636,135800,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,0,0
71223029,3,1,1555,139000,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,129375,184960
71223030,3,1,2007,152300,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,145488,112100
71223031,3,1,2014,147800,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,0,0
71223032,3,1,1919,129000,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,140610,0
71223033,3,2,1895,144000,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,204920,181500
71223034,4,1,1630,126200,1,1954,C / AVERAGE,AVERAGE,ATTACHED,No,6700,44124,66,106400,0
71223035,3,1,1599,140100,1,1953,B / GOOD,GOOD,ATTACHED,No,8000,44124,67,82159,0
71223036,4,2,1791,141700,1,1953,B / GOOD,GOOD,ATTACHED,No,8000,44124,67,245680,0
71223037,4,1,2016,147900,1,1954,B / GOOD,AVERAGE,ATTACHED,No,8000,44124,66,139050,125350
71223038,4,1,2276,148900,1,1954,B / GOOD,GOOD,ATTACHED,No,8000,44124,66,172274,213500
71223039,3,1,1519,132300,1,1952,B / GOOD,GOOD,ATTACHED,,7750,44124,68,133340,253750
71223040,3,1,1323,131600,1,1950,B / GOOD,GOOD,ATTACHED,No,7500,44124,70,145340,124025
71223041,3,1,1786,130900,1,1954,B / GOOD,GOOD,ATTACHED,,7750,44124,66,145600,0
71223042,4,1,1640,135900,1,1953,B / GOOD,GOOD,ATTACHED,No,7750,44124,67,141600,0
71223043,4,1,1920,143700,1,1954,B / GOOD,GOOD,ATTACHED,No,7750,44124,66,189895,141450
71223044,4,1,1805,140700,2,1954,B / GOOD,GOOD,ATTACHED,No,7750,44124,66,175630,163180
71223045,3,1,1722,138000,1,1954,B / GOOD,GOOD,ATTACHED,No,7750,44124,66,159200,109836
71223046,4,1,2030,147200,2,1954,B / GOOD,GOOD,ATTACHED,No,7750,44124,66,0,0
71223047,3,1,1910,143400,1,1954,B / GOOD,GOOD,ATTACHED,No,7750,44124,66,185500,160600
71223048,4,1,1912,143500,2,1954,B / GOOD,GOOD,ATTACHED,No,7750,44124,66,0,231620
71223049,4,1,1754,139400,2,1953,B / GOOD,GOOD,ATTACHED,No,7750,44124,67,140080,282750
71223050,3,1,1511,132000,1,1953,B / GOOD,GOOD,ATTACHED,No,7750,44124,67,101600,0
71223051,3,1,1707,137500,1,1954,B / GOOD,GOOD,ATTACHED,No,7750,44124,66,155595,119780
71223052,3,1,1416,129400,1,1954,B / GOOD,GOOD,ATTACHED,No,7750,44124,66,110400,0
