parcel,bedrooms,bathrooms,living_area,total_value,half_baths,construction_quality,condition_score,garage_type,finished_basement_No,total_land,zipcodes,house_age,Inflation_Adj_Cost1,Inflation_Adj_Cost2
71201004,4,2,1886,130000,0,5,6,5,2,10800,6,70,142240,71500
71201005,4,1,1752,120500,1,5,6,2,2,9900,6,64,0,0
71201006,3,1,1762,143000,0,3,5,2,1,19800,6,106,0,0
71201008,3,1,1099,103200,0,5,6,5,2,9900,6,66,0,151000
71201009,3,1,1592,110300,1,4,5,2,2,10800,6,94,129710,0
71201010,3,1,1932,132500,1,5,6,2,2,10800,6,71,135160,176530
71201011,3,1,1502,104300,0,5,5,2,1,9900,6,92,108100,168388
71201012,3,2,2472,147200,1,7,6,5,1,9900,6,21,188760,354960
71201013,4,3,2266,210200,0,7,6,5,1,13939,6,35,329550,299000
71201014,4,2,1947,157000,1,6,6,5,2,14250,6,55,166420,305800
71201015,4,2,2240,197700,1,7,6,5,2,13300,6,55,256190,153430
71201016,2,1,1624,102800,0,5,4,2,2,8500,6,100,117720,215450
71201017,3,2,1057,108500,0,5,6,2,2,8500,6,57,136990,198770
71201018,4,2,1494,122500,0,5,6,2,1,8500,6,67,136276,0
71201020,4,1,1504,123200,0,5,6,2,1,8500,6,100,151450,207350
71201021,2,1,954,95200,0,5,5,2,2,11000,6,80,132000,52368.75
71201022,2,1,1088,109100,0,5,6,5,2,8500,6,70,0,0
71201023,3,1,1458,110000,1,5,6,2,2,8500,6,71,112254,82800
71201024,3,1,1276,108100,0,5,6,5,2,11900,6,72,140315,140800
71201025,3,1,1540,123800,1,4,6,2,2,8500,6,90,0,150245
71201026,3,1,1465,121600,1,4,6,2,2,8500,6,93,53900,196300
71201027,5,1,1866,133000,0,5,6,2,2,8500,6,79,0,0
71201028,3,1,1211,114000,1,5,6,2,2,8500,6,70,135000,158750
71201029,2,1,1056,107500,1,4,6,2,2,8500,6,84,163195,200000
71201030,3,1,1275,115400,0,5,6,2,2,8500,6,94,127000,155870
71201031,3,2,1548,125900,0,4,6,2,2,7500,6,79,155250,156285
71201032,3,1,1144,110700,0,5,6,2,2,8500,6,72,0,124300
71201033,3,1,1368,118300,0,5,6,2,2,8500,6,74,0,0
71201034,3,1,1892,133900,0,5,6,2,2,8500,6,95,157300,217260
71201035,2,1,870,101000,0,5,6,5,2,8500,6,71,0,123615
71201036,3,1,1301,115700,0,4,6,5,2,8500,6,73,103000,0
71201037,2,2,805,98100,0,5,6,5,2,8500,6,70,223480,133500
71201038,3,1,1368,118700,0,5,6,2,2,8500,6,70,136325,0
71201039,4,1,1308,106400,1,5,5,5,2,8500,6,72,0,161600
71201040,3,1,1114,109400,0,5,6,1,2,8500,6,70,154500,0
71201041,2,1,1087,110000,0,5,6,2,2,8500,6,70,239760,199200
71201042,4,1,1661,127000,0,5,6,2,2,8500,6,69,168300,0
71201043,4,2,1943,134200,1,4,6,5,2,8500,6,69,145600,0
71201044,3,2,1296,118000,0,5,6,2,2,8500,6,67,214485.6,0
71201045,2,1,955,103900,0,5,6,5,1,8500,6,68,0,156893
71201046,3,2,1675,128100,0,5,6,2,2,8500,6,79,151510,0
71201047,2,1,1036,107000,0,5,6,2,1,8500,6,82,118720,190990
71201048,2,1,1010,107000,0,5,6,2,2,8500,6,71,135520,195750
71201049,3,1,1295,115900,0,5,6,2,2,8500,6,67,202340,159360
71201050,2,1,1485,122200,0,5,6,2,2,8500,6,70,0,117810
71201051,2,1,1339,117200,0,5,5,2,2,8500,6,70,123497,209525
71201052,3,1,1472,121700,2,5,6,5,2,8500,6,79,139900,123310
71201053,3,1,1824,132800,1,5,6,2,2,8800,6,79,101000,0
71201054,3,1,1301,116400,0,5,6,5,2,8800,6,79,140980,210120
71201055,4,1,1485,122800,0,5,6,2,2,8800,6,70,45288,0
71201056,3,1,1532,123900,1,5,6,5,2,8800,6,71,196250,189200
71201058,2,1,924,102800,0,5,6,2,2,8850,6,78,125660,0
71201060,3,1,1144,111400,1,5,6,5,2,8850,6,79,179780,130468
71201062,3,2,1434,121300,0,5,6,2,2,8900,6,65,0,0
71201064,2,1,1326,107100,0,5,5,2,2,8900,6,72,55106,40334.14
71201066,4,1,2336,200300,1,7,6,5,2,13510,6,53,220640,298300
71201068,2,1,2114,187700,1,7,6,5,1,10575,6,55,198830,0
71201070,3,1,2387,202400,2,7,6,5,2,38255,6,70,294140,237300
71202002,2,1,1380,119000,0,5,6,5,2,8950,6,70,0,0
71202004,3,2,1326,117900,0,5,6,2,2,8950,6,71,0,150230
71202006,4,1,1305,117500,0,5,5,5,2,12600,6,72,111760,0
71202008,3,1,1252,114600,0,5,4,5,2,9000,6,68,84460,0
71202010,3,1,1240,109900,0,4,6,5,2,9000,6,78,0,0
71202012,3,1,1233,124600,0,5,6,5,2,9050,6,70,224750,186830
71202014,3,1,1238,115600,0,6,6,5,2,9100,6,79,138060,224750
71202016,4,2,1230,114700,0,5,6,5,2,9100,6,71,120000,187200
71202018,2,1,946,104000,0,5,6,2,2,8500,6,70,0,0
71202020,4,2,1451,121700,1,5,6,2,2,8500,6,69,0,0
71202022,2,1,1288,114800,0,4,6,5,1,8500,6,79,174492,0
71202024,2,1,1077,99600,0,5,4,2,2,8500,6,75,109760,0
71202026,3,1,1400,119400,1,4,6,2,2,8500,6,73,95450,0
71202028,2,2,1465,121400,0,5,5,2,2,11900,6,70,0,147200
71202030,4,1,1404,109900,1,5,6,5,2,8500,6,64,160200,116494
71202032,2,1,1316,116300,1,5,6,5,2,8500,6,60,205900,167660
71202034,3,2,1395,119400,0,5,6,2,2,8500,6,79,230740,205900
71202036,4,2,1514,122600,0,4,6,2,2,8500,6,95,250200,178400
71202038,3,1,1448,121600,0,6,6,5,2,8500,6,78,0,0
71202040,3,1,1875,145500,0,5,6,2,2,11900,6,68,0,200000
71202042,2,1,1384,119000,0,5,6,2,2,8500,6,67,0,160160
71202044,3,2,1437,120900,0,5,6,2,2,8500,6,68,150000,0
71202046,3,2,1580,125000,0,5,5,2,2,8500,6,67,111440,0
71202048,3,1,1496,121700,1,5,6,5,2,8500,6,79,139000,187650
71202050,3,2,1448,121300,0,5,6,2,2,8500,6,79,230040,210826
71202052,3,1,1142,119200,0,4,6,5,2,5500,6,79,229767,154000
71202054,3,1,1708,127600,1,5,6,2,2,8500,6,56,0,125430
71202056,3,1,1451,64600,1,6,4,5,2,8500,6,71,109180,70364.95
71202058,3,2,1736,128000,0,4,6,5,2,8500,6,79,159650,197600
71202060,3,1,1057,108400,0,5,6,2,1,8500,6,59,182490,0
71202062,2,1,888,110500,0,5,6,5,2,11900,6,67,124250,69000
71202064,3,1,1260,114500,0,5,6,5,2,8500,6,71,0,139100
71202066,3,1,1312,117600,0,6,6,2,1,8500,6,79,0,0
71202068,3,1,1494,122000,0,5,6,5,2,8500,6,70,0,0
71202070,4,2,2144,198000,1,6,6,5,2,14775,6,52,194700,337440
71202072,4,2,2395,206000,1,6,6,5,2,15000,6,52,228920,347500
71202074,4,2,2100,197100,1,6,6,5,2,14550,6,54,0,252700
71202076,4,2,2168,199200,0,6,4,5,2,14925,6,51,224000,149350
71202078,5,2,2416,206300,1,6,6,5,2,14850,6,52,139700,177800
71202080,3,2,2112,197200,1,6,6,5,2,14700,6,52,203000,305625
71203002,4,1,1338,107600,0,5,5,2,2,9150,6,67,177450,190441
71203004,3,1,1189,103300,1,5,5,5,2,9150,6,70,0,0
71203006,3,1,1180,120000,0,5,5,5,2,9200,6,69,132500,0
71203008,3,1,1168,103100,1,5,5,2,2,9200,6,69,149500,0
71203010,3,1,1840,120700,1,5,5,5,2,9200,6,51,0,0
71203012,4,1,1561,113400,1,5,5,2,2,9250,6,70,124260,0
71203014,3,1,1232,103600,1,5,5,2,2,8500,6,73,0,0
71203016,3,1,1436,109600,1,5,6,5,2,8500,6,70,154494.85,222400
71203018,3,1,1577,113100,1,5,4,5,2,8500,6,69,83430,0
71203020,2,1,920,94500,0,4,5,2,2,8500,6,79,153550,0
71203022,3,2,1628,114200,0,5,5,2,2,8500,6,79,0,0
71203024,4,1,1569,111000,1,5,5,5,2,8500,6,71,117660,0
71203026,3,1,1439,109200,1,5,5,5,2,8500,6,71,0,0
71203028,3,1,1540,112400,1,5,5,1,1,8500,6,91,138775,0
71203030,3,1,1418,109000,0,5,5,2,2,8500,6,69,143808,0
71203032,3,1,1430,109600,0,5,5,5,2,8500,6,70,174915,155750
71203034,4,1,1870,120300,0,5,5,5,2,8500,6,70,192560,153520
71203036,4,1,1268,100100,1,5,5,5,2,8500,6,73,131240,136400
71203038,2,1,1338,107000,0,5,5,2,1,8500,6,67,120554,94615
71203040,4,2,2087,124900,1,4,5,5,2,8500,6,71,0,0
71203042,5,2,2060,123600,1,5,4,2,2,8500,6,93,136857,146880
71203044,3,1,1474,110300,0,5,5,2,2,8500,6,89,205900,160000
71203046,2,1,1086,99600,0,5,5,5,2,8500,6,70,122000,214269
71203048,3,1,1340,107200,0,5,5,2,2,8500,6,69,104000,95334.2
71203050,3,2,2168,182000,0,6,5,5,2,15375,6,51,289680,0
71203052,4,2,2280,203500,1,6,6,5,2,15450,6,49,216910,169400
71203054,2,1,1067,91400,0,5,5,2,2,9400,6,68,0,0
71203056,3,1,1601,114600,0,5,5,2,2,9400,6,67,233450,0
71203060,4,2,1338,107700,0,5,5,2,1,9400,6,89,0,196175
71203062,3,1,1465,111000,1,5,5,5,2,9400,6,78,129265,201550
71203064,2,1,1456,110100,1,6,5,2,2,9450,6,90,139150,165100
71203066,4,1,1404,110000,0,5,5,2,2,9450,6,68,162260,0
71203068,4,1,1566,141700,0,5,5,5,2,18144,6,80,188100,0
71203070,3,2,2196,177800,0,6,5,5,2,12600,6,52,255000,0
71203072,4,2,2622,194100,1,6,5,5,2,15939,6,47,228355,0
71203074,3,2,1864,174500,0,6,5,5,2,15300,6,51,269660,0
71204002,6,2,3205,189100,1,6,6,2,1,24450,6,73,366360,296700
71204004,4,2,1887,131300,1,6,6,5,2,75489,6,80,130200,0
71204008,4,3,3433,230000,1,6,6,5,1,65675,6,84,0,189050
71204012,5,1,1200,59400,0,6,4,3,2,90000,6,115,0,0
71204014,3,2,2139,187700,1,6,6,5,2,10500,6,54,316220,0
71204020,4,2,2272,194000,0,6,6,5,1,11200,6,47,0,0
71204022,3,2,1762,149000,0,6,6,5,2,15224,6,47,155000,0
71204024,3,1,2268,190900,1,6,5,5,2,16340,6,51,252650,0
71204026,5,2,2759,260000,1,7,6,5,1,12772,6,28,0,364722
71204028,4,2,3026,305200,1,8,6,5,1,12788,6,31,0,399350
71204030,4,2,2915,300600,1,7,6,5,1,14229,6,31,463150,377200
71204032,4,1,2761,298300,2,7,6,5,1,13940,6,30,0,0
71204034,4,2,3892,292800,1,7,5,5,2,12420,6,27,0,338200
71204036,4,2,3113,292000,1,7,5,5,1,18425,6,24,389900,454272
71204038,4,2,4301,275000,1,4,5,5,2,13950,6,28,278880,0
71204042,4,3,2667,238000,1,7,5,5,1,15943,6,24,0,391500
71204044,4,2,3257,289400,1,6,5,5,1,15943,6,25,441620,0
71204046,4,2,2510,265000,1,6,6,5,2,23958,6,23,0,375715
71205002,4,2,2456,240800,1,7,6,5,2,19500,6,51,254520,0
71205004,4,2,2592,204100,1,7,6,5,2,11250,6,50,0,295233.75
71205006,4,2,2134,195400,1,7,6,5,2,12450,6,53,325837,168315
71205008,4,2,2100,194200,1,7,6,5,2,12450,6,53,317850,0
71205010,4,2,2100,193800,1,7,6,5,1,12375,6,51,201250,0
71205012,4,2,2220,150000,0,7,4,5,2,12300,6,51,159000,0
71205014,3,1,2584,207600,1,7,6,5,2,12300,6,50,228660,148400
71205016,3,2,2584,196800,0,7,6,5,2,12225,6,51,0,0
71205018,4,2,2526,193000,1,7,6,5,2,11250,6,49,0,204580
71205020,4,2,2760,211300,1,7,6,5,2,11250,6,49,317340,0
71205022,3,2,2347,201800,1,7,6,5,2,12324,6,52,124000,0
71205024,4,2,2620,219500,1,7,6,5,2,16102,6,51,289500,0
71205026,3,2,2214,208400,1,7,6,5,2,16575,6,51,197064,0
71205028,5,2,3028,229900,1,7,6,5,2,16480,6,53,451490,0
71205030,3,2,2527,199600,1,7,6,5,2,10500,6,52,330040,0
71205032,3,1,2395,198400,1,7,6,5,2,11550,6,50,0,209000
71205034,4,2,2356,206200,1,7,6,5,2,13090,6,50,222995,0
71205036,5,3,2511,207000,0,7,6,5,2,13200,6,47,371490,303875
71205038,3,2,2556,206900,1,7,6,5,1,12450,6,47,0,0
71205040,4,2,2772,192500,0,7,6,5,1,6750,6,48,183490,121000
71205042,4,2,2168,195400,0,7,6,5,2,12300,6,47,319500,290500
71205044,4,2,2168,195300,0,7,6,5,2,12300,6,49,287040,217300
71205046,4,1,1886,186900,1,7,6,5,2,12225,6,49,0,0
71205048,4,2,2364,187000,0,7,6,5,2,12000,6,50,253400,206790
71205050,4,2,2264,197600,0,7,6,5,2,12000,6,50,275900,251900
71205052,4,3,2168,192000,0,5,6,5,2,12000,6,49,217830,126440
71205054,4,2,2316,199200,1,7,6,5,2,12000,6,49,170688,0
71205056,4,2,2128,193600,1,7,6,5,2,12000,6,48,186000,0
71206002,3,2,1896,188800,0,7,6,5,2,12000,6,51,162400,0
71206004,4,2,1872,185300,1,6,6,5,2,12150,6,52,266000,246960
71206006,4,2,2487,193100,1,6,6,5,2,12880,6,54,254800,0
71206008,4,2,2319,198300,1,6,6,5,2,12150,6,54,220000,247000
71206010,4,2,2156,193700,1,6,6,5,2,12225,6,53,247000,0
71206012,5,1,3081,216300,3,6,6,5,1,11250,6,50,0,317520
71206014,4,2,2196,193800,1,8,6,5,2,11250,6,47,202000,256060
71206016,4,1,2060,187700,1,6,6,5,2,11250,6,51,232140,219710
71206018,4,2,2241,193200,1,6,6,5,2,11250,6,50,0,319000
71206020,3,1,2461,165000,1,7,6,5,2,11850,6,47,0,0
71206022,4,2,2124,175000,1,6,6,5,2,10500,6,51,190750,0
71206024,3,2,2400,219000,1,6,6,5,2,11550,6,51,0,220800
71206026,4,2,2100,191200,1,6,6,5,2,11775,6,54,0,0
71206028,3,2,2628,205300,0,6,5,5,2,11700,6,51,228660,0
71206030,4,2,2432,200300,1,7,6,5,2,11625,6,49,206500,277680
71206032,3,2,2246,195100,1,6,6,5,2,11625,6,53,0,0
71206034,3,1,3281,216000,2,8,7,5,2,11850,6,45,0,267600
71206036,3,2,2165,173500,1,6,5,5,2,12000,6,53,194320,204600
71206038,3,1,2656,211700,2,6,6,5,2,12865,6,50,193520,340400
71206040,5,2,2426,172000,1,6,4,5,2,11100,6,50,0,187480
71206042,4,2,2428,210200,1,6,6,5,2,19096,6,54,0,0
71206044,3,2,2240,190500,1,6,6,5,2,10500,6,50,0,0
71206046,3,2,2275,172300,1,6,6,5,2,10500,6,52,278250,0
71206048,4,2,2278,197200,1,6,6,5,2,12225,6,50,0,351840
71206050,4,2,2578,205300,1,6,6,5,2,12150,6,50,0,0
71206052,3,2,2240,196100,0,6,6,5,2,12075,6,50,210120,226800
71206054,4,2,2904,200000,1,6,6,5,2,13524,6,51,217500,218000
71206056,4,2,2220,203700,0,6,6,5,2,13590,6,51,0,230280
71206058,4,2,2100,130000,1,7,6,5,2,12104,6,51,126100,0
71206060,3,2,2992,215500,1,6,6,5,1,12000,6,50,0,0
71206062,3,3,2706,207100,0,5,6,5,1,12000,6,50,0,242525
71206064,4,2,2220,193500,1,5,6,5,2,12000,6,50,287180,196394
71206066,4,2,2168,194900,0,7,6,5,2,12000,6,49,0,0
71207002,3,1,1554,136900,0,5,5,5,2,15000,6,75,133900,0
71207008,2,2,1800,130000,0,5,6,1,2,21900,6,66,156870,0
71207010,5,2,2846,192900,0,6,6,5,2,19982,6,93,257397,349280
71207012,3,2,2082,168300,2,4,6,2,2,33319,6,84,261000,0
71207014,3,1,1691,121900,1,5,5,5,2,8500,6,64,103600,202960
71207016,3,1,1397,105000,1,4,5,5,2,8500,6,64,114450,179300
71207018,2,1,1767,100000,1,5,5,5,2,13380,6,64,0,0
71207020,3,2,2574,165500,0,5,6,5,2,13380,6,64,330150,172632.5
71207024,4,1,3424,140000,1,6,6,5,1,30200,6,79,148400,141600
71207026,3,2,2497,168600,1,6,6,5,1,15000,6,12,74800,0
71207028,3,2,2048,154600,1,5,6,5,2,14925,6,50,0,0
71207030,4,2,2462,275200,1,6,6,5,1,11777,6,27,0,402500
71207032,4,2,2438,208100,1,7,6,5,1,12320,6,29,380360,0
71207034,4,4,3503,323600,1,7,7,5,2,7513,6,27,106720,0
71207036,3,2,2762,303300,1,6,6,5,1,7170,6,25,293440,0
71207038,4,2,2514,280300,1,7,6,5,1,7182,6,29,348100,434000
71207040,4,2,3233,258300,1,6,6,5,1,6051,6,27,530010,530010
71209002,3,3,2746,215000,0,6,6,5,2,46284,6,87,0,0
71209004,3,1,2328,155000,1,6,5,5,2,11625,6,51,192610,168950
71209006,3,1,1850,141300,1,6,6,5,2,56200,6,70,0,0
71209008,4,2,2129,145500,0,7,5,5,2,46084,6,68,229350,0
71209010,3,1,1906,130000,1,7,5,5,2,23056,6,64,102350,0
71209012,4,2,1810,135200,1,5,5,5,2,15750,6,61,215050,0
71209014,4,2,1990,141200,1,5,6,5,1,8250,6,62,167745,127095
71209018,3,2,2388,172300,1,5,6,5,1,52000,6,67,0,189840
71209020,4,2,2270,170300,1,6,7,4,1,7405,6,61,308070,295030
71209022,4,2,2130,130800,1,5,6,5,1,8250,6,62,185400,270040
71209024,4,2,1850,169000,1,6,5,5,1,8250,6,62,201040,0
71209026,4,2,1950,140500,1,5,6,5,2,8250,6,62,117500,0
71209028,4,2,2090,160300,1,6,5,5,2,8250,6,61,151000,0
71209030,3,2,1976,190200,1,5,5,5,1,14260,6,9,0,230828.48
71209032,4,2,1820,160500,1,6,5,5,2,12062,6,54,252770,0
71209034,3,2,2170,192600,1,6,6,5,2,11550,6,53,179630,204600
71209036,4,2,2388,181800,1,5,5,5,2,25725,6,54,258700,0
71208001,3,1,1977,132600,1,5,5,5,2,13380,6,64,232000,0
71208002,3,1,2319,152300,1,5,6,5,2,60984,6,72,0,0
71208003,2,1,1362,133000,0,5,6,5,2,25000,6,70,149350,172720
71208005,2,1,1595,142100,1,5,5,5,2,25000,6,63,153000,118720
71208006,3,1,1558,130800,1,5,5,5,2,13380,6,64,157766,0
71208007,4,2,2259,118000,0,5,4,5,2,13380,6,64,128620,0
71208008,3,1,1819,129700,2,5,5,5,2,13380,6,64,181500,71300
71208009,3,2,2218,139700,0,5,5,5,1,13380,6,61,0,0
71208012,3,1,2295,118200,0,5,5,5,1,51836,6,64,187460,201640
71208013,3,2,2837,253300,1,7,7,5,1,29850,6,33,399600,367220
71208016,4,1,2048,169600,2,5,6,5,1,37440,6,72,0,271250
71208017,2,1,1185,144700,1,5,7,5,2,31270,6,68,169500,173460
71208018,2,1,1238,132700,0,5,6,5,2,30975,6,81,0,0
71208019,3,2,912,93600,1,5,5,5,2,36215,6,79,235520,0
71208020,3,1,2128,141600,2,5,5,5,1,14925,6,50,253400,173940
71208021,3,2,2803,157400,1,5,5,5,2,14925,6,49,340800,0
71208024,4,2,3162,211200,2,7,6,5,2,35309,6,29,437749,0
71210001,3,1,1560,130600,1,5,6,5,2,8568,6,66,154700,0
71210002,3,1,1334,112800,1,5,5,5,2,8568,6,66,212800,162120
71210003,4,1,1662,136300,1,5,6,2,2,13184,6,100,99000,115320
71210004,3,1,1288,111200,0,6,5,2,2,12772,6,80,0,60140
71210005,3,1,1236,111000,0,5,6,5,2,8930,6,90,114000,107910
71210006,3,1,1411,74500,0,4,5,5,1,9500,6,71,78970,0
71210007,3,1,1622,126900,1,6,6,2,2,9500,6,93,0,0
71210009,3,1,1376,105600,1,6,5,2,2,9500,6,71,112100,0
71210010,3,2,1524,110200,0,5,5,2,1,9500,6,67,0,0
71210011,4,1,2240,176800,0,6,6,2,2,18620,6,115,231200,168300
71210012,3,1,1895,165700,0,6,6,5,1,25700,6,170,268612.5,220614
71210013,3,2,1718,173600,1,5,6,5,2,8550,6,23,0,265600
71210014,3,1,1394,106900,1,5,5,2,2,9500,6,64,109825,188500
71210015,4,1,1482,103300,0,5,5,5,2,5250,6,73,74480,76475
71210016,2,2,1248,118800,0,5,6,2,2,10250,6,96,0,148200
71210017,3,1,1700,120000,0,5,5,2,1,10250,6,91,206800,78000
71210018,3,1,1798,123200,0,5,5,1,2,10250,6,71,191360,157560
71210019,3,1,1431,124200,0,5,6,5,2,10250,6,71,82680,0
71210020,4,1,2052,129200,1,5,5,5,2,10250,6,71,143640,0
71210021,5,2,1912,138800,0,5,6,5,2,10250,6,72,218680,232360
71210022,4,1,1768,122400,1,5,5,5,2,10250,6,71,126140,225070
71210023,3,1,1483,115000,1,5,5,5,2,10250,6,68,0,99200
71210024,3,1,1204,107000,1,5,5,5,2,10250,6,69,84000,59520
71210025,3,1,1392,112700,0,5,5,5,2,10250,6,79,212480,151810
71210026,3,1,1173,115300,0,5,6,5,2,10250,6,79,146500,0
71210027,3,1,1144,105300,0,5,5,5,1,9900,6,71,0,0
71210028,3,1,1840,123900,1,5,5,5,2,9900,6,71,0,0
71210029,3,1,1092,112300,0,5,6,5,2,9900,6,71,110000,192252
71210030,3,1,1560,128000,0,5,6,5,2,9900,6,71,0,164000
71210031,3,1,1418,109200,1,5,6,2,1,9900,6,79,199200,159280
71210032,3,1,971,99200,1,5,5,2,1,9900,6,80,57225,0
71210033,2,1,1543,113200,0,5,6,2,2,9900,6,79,0,0
71210034,3,1,1110,104000,0,5,5,2,2,9900,6,80,0,0
71210035,3,1,1250,108500,1,5,5,2,2,9900,6,71,177600,0
71210036,2,1,1390,112700,0,5,5,1,2,9900,6,70,0,129503
71210037,2,1,1014,109400,0,5,6,2,2,9900,6,81,162500,0
71210038,3,1,1292,119200,0,5,6,1,2,9900,6,105,119000,121000
71210039,2,1,1232,108100,0,5,5,5,2,9850,6,71,0,0
71210040,3,1,1810,123200,1,5,5,5,2,9850,6,71,0,0
71210041,3,1,1376,102500,0,5,4,5,1,9850,6,73,0,169000
71210042,2,2,1249,108600,0,5,5,2,1,9850,6,95,113300,0
71210043,3,1,1702,120900,0,5,5,5,2,9850,6,71,131864,170300
71210044,4,1,1568,117200,0,5,5,5,2,9850,6,72,0,183538
71210045,3,1,1564,128300,0,5,6,5,2,9850,6,68,241600,219120
71210046,3,1,1404,123600,1,5,6,2,2,9850,6,68,0,195600
71210047,4,1,1520,116000,1,5,5,5,2,9850,6,71,153400,0
71210048,3,1,1152,115300,0,5,6,2,2,9850,6,94,105000,87725
71210049,3,1,1390,81000,0,5,5,5,2,9850,6,71,0,0
71210050,3,2,1128,103600,0,5,5,2,2,9850,6,67,190675,122500
71211001,3,1,1732,121400,0,5,6,2,2,9850,6,105,152440,106400
71211002,3,2,1309,113300,0,5,5,2,1,9850,6,94,110210,207400
71211003,3,1,1323,121000,1,5,6,2,2,9850,6,71,200100,0
71211004,2,1,714,101800,0,5,7,5,1,9850,6,80,130320,123500
71211005,3,2,1290,131000,0,5,6,2,1,9850,6,70,150650,59000
71211006,3,2,1562,128600,0,5,6,5,2,9850,6,78,160775,0
71211007,3,1,1390,137600,0,6,7,2,2,9850,6,71,144800,0
71211008,4,2,1729,133500,0,5,6,5,2,9850,6,67,166000,0
71211011,2,1,1791,136100,1,5,6,2,2,9850,6,69,153470,151510
71211012,4,2,1770,134700,0,5,6,5,2,9850,6,71,164800,176080
71211013,3,1,1267,118800,0,5,6,5,2,9850,6,71,206870,150230
71211014,3,1,1260,118400,1,5,6,5,2,9850,6,71,0,161500
71211015,3,2,1260,120500,1,6,6,2,2,5310,6,69,132500,137200
71211016,3,1,1421,123600,0,5,6,5,2,9850,6,74,136475,217560
71211017,4,2,1601,131300,1,6,6,5,2,9900,6,23,187100,0
71211018,3,1,1585,117500,1,5,5,2,1,9900,6,58,159900,180830
71211019,4,2,1160,114800,0,5,6,5,2,9900,6,69,128750,209890
71211020,3,1,1177,106300,0,5,5,2,2,9900,6,81,0,0
71211021,2,1,1837,136700,1,5,6,5,2,9900,6,69,252760,220050
71211024,3,1,1041,118000,0,4,7,3,2,9900,6,100,0,0
71211025,3,1,1314,120400,1,5,6,2,2,9900,6,69,167890,164020
71211026,4,1,1386,111800,0,6,5,5,2,9900,6,71,183430,0
71211027,3,1,1563,95000,0,5,5,2,2,9900,6,72,100700,179300
71211028,4,1,1852,137200,1,5,6,2,2,9900,6,61,161000,0
71211029,3,1,1500,126700,0,6,6,2,2,9900,6,89,206360,141300
71211030,3,1,1190,109200,1,6,6,5,2,9900,6,64,67207.5,77250
71211031,3,1,1094,124000,0,6,7,5,2,9900,6,64,0,0
71211032,3,1,1424,123800,0,5,6,5,2,9900,6,71,153470,70180
71211033,3,1,1094,111900,1,5,6,5,1,10250,6,79,0,190900
71211034,3,1,1300,128200,0,5,7,5,2,10250,6,79,0,157210
71211035,5,2,2168,132700,1,6,7,5,1,10250,6,68,178500,177650
71211036,4,1,1456,126100,0,6,6,5,2,10250,6,79,166250,0
71211037,3,1,1964,140600,1,5,6,5,2,10250,6,71,480000,227800
71211038,3,1,1117,112200,1,5,7,5,2,10250,6,69,0,0
71211039,3,1,1630,131000,1,5,6,2,2,10250,6,67,0,0
71211040,3,2,1716,135200,0,6,6,2,2,10250,6,92,257026,0
71211041,3,1,1364,122300,1,5,6,5,2,10250,6,71,221760,214400
71211042,4,1,1794,132400,1,5,6,2,2,9225,6,75,180000,72450
71211043,3,1,1142,118000,0,6,7,5,2,10250,6,72,133900,132160
71211044,3,2,1736,129500,0,5,6,2,2,10250,6,92,166840,141155
71211045,4,2,1922,229900,1,6,7,5,2,30750,6,92,0,0
71211049,4,1,2031,144800,1,5,6,5,2,8733,6,61,290500,0
71211050,3,1,1448,128300,1,5,6,5,2,8568,6,64,0,139029
71211051,3,1,1544,131100,1,5,6,5,2,8568,6,64,111240,0
71211052,3,1,1612,119800,1,5,5,5,2,8568,6,64,217120,178525
71211053,3,1,1415,126900,1,5,6,5,2,8568,6,64,203850,124300
71212001,4,1,1921,158900,1,6,7,5,2,9072,6,61,0,262752
71212002,3,2,1548,128300,0,5,6,5,2,9850,6,71,150125.7,0
71212004,3,1,1655,131400,1,5,6,2,2,9850,6,81,0,194910
71212005,4,1,2264,137000,1,5,6,5,2,9850,6,64,0,149330
71212006,2,1,768,90900,0,5,5,2,2,9850,6,90,94500,132080
71212007,3,1,1542,128000,1,5,6,2,2,9850,6,68,161000,0
71212008,3,1,1314,130800,0,5,7,2,2,9850,6,68,0,173723
71212009,2,1,972,95000,0,5,6,5,2,9850,6,85,106400,165240
71212010,3,1,1058,111400,0,5,6,2,2,9850,6,71,108900,198770
71212011,3,2,1152,115000,0,5,6,2,2,9850,6,72,0,0
71212012,4,1,1819,123700,1,5,5,5,2,9850,6,71,149000,0
71212013,3,1,1170,116400,1,6,6,5,2,9850,6,71,0,199390
71212014,4,1,1575,129800,0,6,6,2,2,9850,6,70,0,64790
71212015,3,1,1720,132900,0,5,6,2,2,9900,6,64,0,144750
71212016,2,1,966,75000,1,4,5,2,2,9900,6,80,0,81750
71212017,5,2,1594,114400,0,5,6,2,2,10098,6,79,124734.15,0
71212018,4,1,1835,135600,1,5,6,5,2,9702,6,69,153700,0
71212019,3,1,1306,79500,1,5,6,2,1,9900,6,70,44800,0
71212020,4,2,1853,124100,1,5,5,5,2,9900,6,71,224280,148500
71212021,4,1,1803,123100,1,5,5,5,2,9900,6,71,244920,0
71212022,4,1,1380,122700,1,5,6,5,2,9900,6,70,0,0
71212023,2,1,1094,103300,0,5,5,2,2,9900,6,79,0,0
71212024,2,1,1042,114400,0,5,6,2,1,9900,6,79,0,0
71212025,3,2,1618,130700,0,5,6,5,2,9900,6,75,158050,75570
