parcel,bedrooms,bathrooms,living_area,total_value,half_baths,construction_quality,condition_score,garage_type,finished_basement_No,total_land,zipcodes,house_age,Inflation_Adj_Cost1,Inflation_Adj_Cost2
82122006,3,2,3459,424000,1,7,6,5,1,6554,3,21,558400,0
82122007,3,4,3091,390000,1,7,6,5,1,6334,3,23,403000,413400
82122008,3,2,3070,408600,1,7,6,5,2,6443,3,23,395500,0
82122009,3,2,3141,394900,1,7,6,5,1,6281,3,24,514600,0
82122010,3,2,3142,405500,1,7,6,5,1,6978,3,21,448500,444500
82122011,3,2,2930,392000,1,7,6,5,1,6443,3,24,399300,564400
82122012,3,2,3070,386400,1,7,6,5,1,6554,3,24,382000,0
82122013,3,2,3092,414800,1,7,6,5,2,6334,3,24,481000,576850
82122014,3,2,3070,369000,1,7,6,5,1,6443,3,24,391140,0
82122015,3,2,3092,394800,1,7,6,5,1,6242,3,24,547800,0
82122016,3,2,3458,360800,1,7,6,5,1,6704,3,20,385000,0
82122017,3,3,3458,389700,1,7,6,5,2,6926,3,20,403200,418900
82122018,3,2,3461,395000,1,7,6,5,2,6669,3,17,471200,540052
82122019,3,2,3466,367000,1,7,6,5,1,6443,3,17,0,566995.4
82122020,4,3,3573,391000,1,6,6,5,1,6334,3,18,0,542080
82122021,4,3,3458,418900,1,7,6,5,1,6554,3,21,418015,450800
82122022,3,3,3591,438700,0,6,6,5,1,6443,3,19,609760,526990
82122023,3,2,3458,444400,1,7,6,5,2,7213,3,21,459200,617700
82122024,3,2,3070,355000,1,7,6,5,1,6809,3,23,451400,0
82122025,3,2,3070,383200,1,7,6,5,1,6334,3,23,539500,0
82122026,3,2,3070,397600,1,7,6,5,1,6554,3,23,400020,522640
82122027,3,2,3058,399700,1,7,6,5,1,6443,3,23,431250,0
82122028,3,2,3050,387400,1,7,6,5,1,6765,3,23,436000,507000
82122029,3,2,3070,404500,1,7,6,5,1,6682,3,24,0,0
82122030,3,2,3070,416600,1,7,6,5,1,6443,3,23,412000,586580
82122031,3,2,3485,393000,1,7,6,5,1,6334,3,22,610600,0
82122032,3,2,3565,421800,1,7,6,5,1,6554,3,22,0,0
82122033,3,2,3459,422800,1,7,6,5,1,6443,3,21,542100,560800
82122034,3,2,3139,439400,1,7,6,5,1,6334,3,21,630041,0
82122035,3,2,3105,395000,1,8,5,5,1,6554,3,21,0,532000
82122036,2,2,2323,340700,0,7,6,5,1,8364,3,17,300900,481000
82122037,2,2,2234,334600,0,7,6,5,1,10498,3,17,0,320650
82122038,2,2,2254,346900,0,7,6,5,1,10324,3,17,325000,0
82122039,2,2,2272,327000,0,7,5,5,1,6273,3,17,0,369600
82122040,2,2,2234,323600,1,7,6,5,1,7536,3,17,494840,495800
82122041,2,2,2190,313200,0,7,6,5,1,7536,3,17,0,495800
82122042,2,2,2224,326000,1,7,5,5,1,6360,3,17,481000,0
82122043,2,2,2222,315300,0,7,6,5,1,9496,3,17,0,497280
82122044,2,2,2255,306200,0,6,6,5,1,8538,3,18,341000,0
82122045,2,2,2249,321200,0,6,6,5,1,11456,3,18,0,0
82122046,2,2,2266,310000,0,7,6,5,1,6752,3,21,448000,0
82122047,2,2,2243,316000,0,7,6,5,1,10062,3,21,439600,0
82122048,2,2,2266,306400,0,7,6,5,1,9714,3,20,319000,0
82122049,2,2,2221,303900,0,7,6,5,1,8233,3,20,321310,0
82122050,2,2,2266,337400,0,7,6,5,1,7362,3,20,0,0
82122051,2,2,2243,337000,0,7,6,5,1,8756,3,20,309160,295000
82122052,2,2,2266,306600,0,7,6,5,1,8189,3,20,0,470215
82122053,2,2,2147,304800,0,6,5,5,1,6273,3,20,0,456085
82122054,2,2,2243,328200,0,7,6,5,1,8320,3,20,470215,0
82122055,2,2,2256,329200,0,7,6,5,1,8320,3,20,470215,0
82122056,2,2,2097,301800,0,7,6,5,1,6273,3,20,0,0
82122057,2,2,2293,292400,0,7,5,5,1,8364,3,20,518000,0
82122058,2,2,2266,338200,0,7,6,5,1,9409,3,19,0,0
82122059,2,2,2108,324700,0,7,6,5,1,8015,3,19,549050,485100
82122060,2,2,2243,355800,0,7,6,5,2,9191,3,20,368480,0
82122061,2,2,2266,325000,0,7,6,5,1,7013,3,19,0,0
82122062,2,2,2147,296600,0,6,5,5,1,6186,3,19,350200,0
82122063,2,2,2243,348400,0,7,6,5,1,7449,3,20,369940,0
82122064,2,2,2229,314000,0,6,6,5,2,7449,3,18,324500,511280
82122065,2,2,2257,313000,1,6,6,5,2,6186,3,18,364000,0
82122066,2,2,2253,325000,1,7,7,5,1,7449,3,19,0,0
82122067,2,2,2256,338800,0,7,6,5,1,7449,3,20,485915,339591
82122068,2,2,2097,326200,0,7,6,5,1,6186,3,20,365650,301300
82122069,2,2,2285,326200,0,7,5,5,1,8059,3,20,302400,0
82122070,4,3,2256,346500,0,7,6,5,2,8059,3,20,0,0
82122071,2,2,2097,328900,0,7,6,5,1,6229,3,20,484330,0
82128071,3,1,1844,151800,1,6,5,5,1,17498,3,32,120360,211750
82122072,2,2,2267,341600,0,7,6,5,1,8538,3,20,0,365800
82122073,2,2,2206,353500,0,7,6,5,1,7710,3,21,360000,564729
82122074,2,2,2190,320600,0,7,6,5,1,6403,3,20,455300,0
82122075,2,2,2267,326100,0,7,6,5,1,7667,3,21,336000,471000
82122076,2,2,2256,328700,0,7,6,5,1,8146,3,21,464000,0
82122077,2,2,2097,294500,0,7,6,5,1,6534,3,21,0,0
82122078,2,2,2221,310300,0,7,6,5,1,12023,3,21,0,464000
82122079,2,2,2136,254400,0,7,6,5,1,12415,3,21,306280,0
82122080,2,2,2388,311900,0,6,5,5,1,7057,3,22,360997.5,0
82122081,2,2,2285,322300,0,7,5,5,1,8451,3,22,515900,0
82123006,3,1,1113,121200,0,4,5,2,2,40500,3,67,0,0
82123007,2,1,984,96200,0,5,4,2,2,40400,3,71,0,0
82123008,3,1,1456,168800,1,5,5,5,2,40300,3,76,0,287035
82123009,2,1,1054,130700,0,5,5,2,1,40100,3,78,74120,0
82123010,3,1,1309,147500,0,5,5,5,2,39900,3,64,0,156800
82123011,3,2,1631,152700,0,5,5,2,2,39800,3,70,171600,0
82123012,3,1,1823,178100,0,5,5,5,2,39700,3,66,0,0
82123013,3,1,1124,145000,0,5,5,2,2,39600,3,80,183480,0
82123015,4,1,3526,226400,1,5,6,2,2,39800,3,68,286000,401720
82123016,3,1,1783,160500,1,5,5,5,2,40200,3,67,190800,0
82123020,2,2,2932,350000,0,6,6,5,1,13503,3,20,346620,585200
82123021,2,2,2806,385200,0,8,6,5,1,7840,3,20,438399.5,679500
82123022,2,2,2932,391500,0,8,6,5,1,6534,3,20,420740,442750
82123023,2,2,2899,352600,0,8,6,5,1,6098,3,20,564564,0
82123024,3,3,2594,345100,1,6,6,5,1,6969,3,19,0,365170
82123025,3,3,2281,386500,1,6,6,5,1,6969,3,19,328600,0
82123028,3,2,2749,394400,1,7,6,5,1,7405,3,14,0,186340
82123029,3,2,2579,354300,1,7,6,5,2,15246,3,14,412750,304800
82123030,3,2,2579,355400,1,7,6,5,2,11761,3,14,0,0
82123031,3,2,2281,345000,1,8,7,5,1,8712,3,15,0,0
82123034,3,2,2591,400600,0,6,6,5,1,13068,3,6,0,0
82123035,3,2,2814,404600,0,6,6,5,1,10454,3,6,0,70800
82123036,3,2,2968,359800,1,8,6,5,2,7840,3,17,337900,400050
82123037,2,2,2800,441100,0,8,6,5,1,10018,3,17,674150,0
82124001,4,1,1620,171300,0,5,6,2,1,44605,3,80,0,296000
82124003,4,2,1902,187800,0,4,5,2,2,50830,3,68,147180,0
82124010,3,1,1196,145000,1,5,5,5,2,39000,3,64,155870,0
82124012,3,2,2878,322000,1,7,6,5,1,5662,3,17,341320,364000
82124013,3,2,3245,372600,1,9,6,5,1,5662,3,17,568000,568000
82124014,3,2,3224,338500,1,9,6,5,2,3920,3,17,352800,445550
82124015,3,2,3232,383300,1,9,6,5,1,5662,3,17,593192.88,0
82124016,3,3,3245,384400,1,9,6,5,1,5662,3,17,398940,596837.4
82124017,3,2,3713,379000,1,9,6,5,1,3920,3,17,324450,514750
82124018,3,2,3191,389200,1,9,6,5,1,5662,3,17,540200,0
82124019,3,2,3035,361000,1,8,7,5,1,5662,3,16,536500,696000
82124020,3,2,2470,343700,1,8,7,5,1,3920,3,16,0,0
82124021,3,2,3035,378500,1,8,7,5,1,7405,3,16,401740,0
82124022,3,2,3035,413400,1,8,7,5,1,5227,3,16,417450,578905.25
82124023,3,2,2886,366700,2,8,6,5,1,3920,3,15,0,403200
82124024,3,2,3035,395000,1,8,7,5,1,5227,3,16,410000,543750
82124026,3,2,3203,392400,1,9,6,5,1,8276,3,17,601750,236800
82124027,3,2,3245,387300,1,9,6,5,1,9583,3,17,0,543750
82124029,3,2,3261,360000,1,9,6,5,1,7405,3,17,510600,0
82124030,3,2,3203,360000,1,9,6,5,2,7840,3,17,357280,543031.24
82124031,3,2,3203,379300,1,9,6,5,1,5662,3,17,510600,0
82124032,3,2,3215,385300,1,9,7,5,1,5227,3,17,370260,0
82125001,3,2,3175,360000,1,7,6,5,1,6198,3,19,526732,0
82125002,4,2,2816,329900,1,6,5,5,1,17498,3,33,476412,0
82125003,4,2,4430,383100,1,6,5,5,1,17498,3,33,610600,374000
82125004,3,2,2568,311200,1,6,5,5,2,17498,3,33,302400,478800
82125005,4,2,2829,326600,0,6,5,5,1,17498,3,33,0,478500
82125006,4,2,2970,355500,1,6,5,5,1,17498,3,33,0,340599
82125007,2,2,3937,405800,1,7,5,5,1,17498,3,33,99500,179100
82125008,4,4,3590,481800,0,7,6,5,1,17498,3,30,0,581350
82125009,5,3,3474,409400,0,7,6,5,1,17498,3,32,546050,516000
82125010,4,2,2882,350000,1,6,5,5,1,17498,3,33,0,373240
82125011,4,3,3014,349000,1,8,6,5,1,17498,3,32,0,495280
82125012,4,2,2926,350000,1,6,5,5,1,17498,3,33,360500,414540
82125013,4,2,2942,385800,1,6,5,5,1,17498,3,33,543000,472948
82125014,4,2,3112,373500,1,6,5,5,1,17498,3,33,504900,479024
82125015,4,1,2838,343200,1,6,5,5,1,17498,3,33,485915,385807
82125016,4,2,2528,329000,1,6,5,5,1,17498,3,33,0,456300
82125017,4,2,2762,357000,1,6,5,5,1,17498,3,33,0,0
82125018,4,2,2436,324500,1,6,5,5,2,17498,3,33,318201,0
82125019,4,2,2562,328300,1,6,5,5,1,17498,3,33,451737,376124
82125020,4,2,3074,359200,1,6,5,5,1,17498,3,33,525625,430024
82125021,4,2,2345,333100,1,6,5,5,1,17498,3,33,485750,374420
82125022,4,2,3027,354000,1,6,5,5,1,17498,3,33,504100,0
82125023,4,2,2710,309600,1,6,5,5,2,17498,3,33,328600,309680
82125024,4,2,2656,356000,0,6,5,5,1,17498,3,33,411125,486500
82125025,4,3,2952,365800,0,6,5,5,1,20102,3,33,99500,0
82125026,4,2,2609,335200,1,6,5,5,1,20037,3,33,0,404740
82125028,4,3,3023,358000,0,7,6,5,2,17737,3,26,394800,467250
82125029,4,2,3872,438800,1,7,6,5,1,17737,3,30,117800,0
82125030,4,2,3126,369600,1,7,6,5,1,20102,3,32,0,0
82125031,4,2,2950,350800,1,7,6,5,1,17498,3,32,515690,418000
82125032,4,2,2868,350000,1,6,5,5,1,17498,3,33,541280,0
82125033,4,2,3284,349600,1,7,5,5,1,17498,3,33,437917,0
82125034,4,3,3126,366900,0,7,6,5,1,17498,3,32,397580,0
82125035,4,3,3615,413700,0,7,6,5,1,17498,3,30,544000,547800
82125036,4,2,2862,368800,1,7,6,5,1,17498,3,32,0,0
82125037,4,2,2759,350000,1,7,6,5,1,17498,3,31,486350,0
82125038,3,2,2429,339700,1,7,6,5,1,17498,3,32,385700,0
82125039,4,2,3276,378900,1,7,6,5,1,17498,3,31,0,497420
82125040,4,2,3288,380100,1,7,6,5,1,17498,3,32,0,447181
82125041,3,2,3686,395000,1,6,6,5,1,6151,3,19,0,605150
82125042,3,3,3301,382800,0,6,6,5,1,6735,3,18,0,599060
82125043,4,2,3655,395000,1,8,7,5,1,6554,3,18,639200,652500
82125044,3,2,3700,435600,1,7,6,5,1,7065,3,20,501500,0
82125045,3,2,3545,438200,1,7,6,5,1,6717,3,17,505137.28,0
82125046,3,2,3534,470600,1,7,7,5,1,6443,3,17,0,727367
82125047,3,2,3548,456200,1,7,6,5,1,6333,3,17,0,0
82125048,3,2,3301,424800,1,6,6,5,1,6554,3,19,0,572290
82125049,3,3,3573,431400,0,6,6,5,1,6477,3,18,405000,0
82125050,3,2,2914,376000,1,7,6,5,1,6773,3,21,0,572290
82125051,4,3,3272,395000,0,8,6,5,1,6364,3,19,569646,0
82125052,3,2,3495,382000,1,7,6,5,1,6443,3,17,546120,0
82125053,3,2,3100,405500,1,7,6,5,1,6481,3,17,0,406850
82125054,3,2,3578,406400,1,6,6,5,1,7131,3,20,419105,401720
82125057,3,2,2404,437400,1,7,6,5,1,16114,3,22,0,0
82125058,4,3,4375,622800,1,7,6,5,1,15232,3,22,0,899000
82125059,5,3,4102,582700,1,7,6,5,1,14871,3,22,0,0
82125060,4,3,4658,649000,1,9,6,5,1,21061,3,22,0,481525
82125061,4,2,3192,383500,1,7,6,5,1,15237,3,21,0,0
82125062,3,2,1850,328600,1,5,5,5,1,9000,3,21,495900,0
82125063,4,3,3582,512400,1,9,6,5,1,12070,3,22,677446,163000
82125064,3,3,3805,445600,1,7,6,5,2,17157,3,23,415000,452350
82125065,3,2,3115,362200,1,7,6,5,1,6220,3,17,0,0
82125066,3,2,2993,365500,1,8,6,5,1,6211,3,17,365700,0
82125067,3,2,2993,355700,1,8,6,5,1,5545,3,17,390370,481000
82125068,3,2,2650,365600,1,7,6,5,1,8232,3,17,550412,0
82125069,4,2,2628,389000,1,7,6,5,1,6775,3,18,401235,575100
82125070,3,2,2999,354300,1,8,7,5,1,6560,3,17,392094,0
82125071,3,2,3085,430000,1,8,6,5,1,6425,3,17,0,576085
82125072,3,2,3036,430000,1,8,6,5,1,6499,3,17,550855,777781.44
82125073,3,2,2975,360000,1,8,7,5,1,6568,3,16,346000,0
82125074,3,2,2883,418200,1,8,7,5,1,6499,3,16,0,0
82125075,3,2,2930,444100,1,8,7,5,2,6569,3,16,384225,0
82125076,3,2,2983,393700,1,8,6,5,2,9025,3,17,472551.3,516055
82125077,3,2,2845,347800,1,8,6,5,1,10245,3,17,453429.5,777781.44
82125078,3,2,2982,365000,1,8,6,5,1,7017,3,17,358900,525289.24
82125079,3,2,2957,372900,1,8,6,5,1,7901,3,17,424815,582200
82125080,3,2,2987,356700,1,8,6,5,1,10812,3,17,386950,0
82125081,3,2,2987,371400,1,8,6,5,1,10566,3,17,0,463505
82125082,3,2,2881,333500,1,7,5,5,1,6255,3,14,381150,535150
82125083,3,2,2674,358500,1,7,5,5,1,6664,3,14,500261,336411.6
82125084,3,2,2881,368300,1,7,5,5,1,8407,3,14,0,514161
82125085,3,2,2674,361900,1,7,5,5,1,6303,3,14,423500,924072
82125086,5,2,2603,361400,1,7,5,5,1,6303,3,14,433876,924072
82125087,3,2,2593,357900,1,7,5,5,1,6307,3,14,430700,924072
82125088,3,2,2976,393900,2,8,7,5,1,6320,3,3,405717,0
82125089,3,2,3020,356500,2,8,7,5,2,6652,3,3,367195,0
82125090,3,2,2881,336600,1,7,5,5,1,6303,3,14,348800,375100
82125091,3,2,2674,342000,1,7,5,5,1,5192,3,14,497730.08,924072
82125092,3,2,2570,383300,1,6,6,5,1,5462,3,5,0,416050
82125093,3,2,2522,403000,1,7,6,5,1,5044,3,5,409690,0
82125094,3,2,2368,331200,1,8,6,5,1,7100,3,15,471238.36,159137.5
82125095,3,2,2368,328900,1,8,6,5,1,6255,3,15,467180,159137.5
82125096,3,2,2881,358000,1,7,5,5,1,6420,3,14,496091,924072
82125097,3,2,2674,344200,1,7,5,5,1,5967,3,14,538267.77,924072
82125098,4,2,2458,357000,1,7,6,5,1,5976,3,17,525400,0
82125099,4,2,2447,355700,1,7,6,5,1,5674,3,17,0,527210.04
82126001,4,1,1566,152000,1,5,5,5,2,18500,3,130,165680,0
82126002,4,3,1760,312000,0,7,6,5,2,19375,3,35,0,0
82126003,3,2,2428,335300,1,7,6,5,1,17498,3,32,0,403370
82126004,4,2,2244,289300,1,6,5,5,2,20125,3,39,0,325000
82126005,4,3,3038,273100,1,7,5,5,1,17500,3,40,340670,320780
82126006,3,2,2484,295100,0,7,5,5,2,17500,3,39,0,361200
82126007,3,2,1976,249300,1,6,5,5,2,17500,3,39,0,337770
82126008,3,2,2276,222600,0,7,6,5,2,17500,3,39,0,0
82126009,3,2,1976,249500,1,6,5,5,1,17500,3,39,228800,274990
82126010,3,2,2484,281500,0,7,7,5,2,17500,3,39,306835,0
82126011,4,2,2698,289300,0,7,7,5,1,17500,3,39,0,328100
82126012,4,2,2793,338400,1,7,5,5,1,17500,3,41,72600,0
82126013,4,2,3089,391300,1,7,5,5,2,17605,3,36,490220,551150
82126015,5,3,3319,350900,0,8,5,5,2,17500,3,38,497620,0
82126016,4,2,2644,315400,1,8,5,5,2,17500,3,36,359155,0
82126017,4,2,2903,337500,1,7,5,5,2,17500,3,40,369050,0
82126018,4,2,2728,300500,1,7,5,5,2,17500,3,40,318600,74800
82126019,3,2,2956,320800,1,8,5,5,2,17500,3,36,0,0
82126020,3,2,3164,335500,1,7,5,5,2,17500,3,40,0,477120
82126021,3,3,2582,328400,0,7,5,5,1,17500,3,38,455000,344270
82126022,3,2,2570,324600,2,8,5,5,1,17530,3,40,0,0
82126023,4,2,2459,319400,1,7,5,5,2,21938,3,40,341320,0
82126024,4,2,2610,323700,1,7,5,5,1,26454,3,40,81400,0
82126025,4,2,2986,350000,1,7,6,5,1,24277,3,38,479550,0
82126026,4,1,2100,272600,1,7,5,5,2,17965,3,39,0,271400
82126027,4,2,2656,343200,1,7,5,5,2,17498,3,33,445000,356524
82126028,4,3,3360,440000,0,7,6,5,1,17500,3,25,0,577980
82126029,4,2,3387,431400,1,7,6,5,2,17500,3,24,103200,0
82126030,4,2,3797,413500,1,7,6,5,2,17500,3,35,517943,294520
82126031,4,2,3382,399500,1,7,5,5,2,17500,3,35,0,311080
82126032,4,2,2788,329100,1,7,5,5,1,20125,3,41,0,0
82126033,4,2,2633,307900,1,7,5,5,2,21000,3,41,414050,0
82126034,4,2,2155,289400,1,6,7,5,2,19075,3,39,0,278200
82126035,4,3,3155,378600,0,7,5,5,2,24288,3,35,0,393092
82126036,4,2,2432,327200,1,6,5,5,2,21100,3,38,305950,0
82126037,3,2,2272,342800,1,8,5,5,2,26770,3,36,456120,71740
82126038,3,2,2413,338200,1,8,6,5,1,17500,3,35,0,0
82126039,4,2,2796,331000,1,7,5,5,2,17500,3,40,0,395300
82126040,4,2,2708,336100,1,8,5,5,2,17500,3,36,440800,354035
82126041,4,2,3298,362800,1,8,5,5,2,17500,3,36,0,66560
82126042,4,3,2452,296600,0,7,5,5,2,17500,3,40,0,291214
82126043,4,3,3278,347100,1,8,5,5,1,17500,3,36,386250,494550
82126044,4,3,2833,357200,0,7,6,5,1,17500,3,35,84840,62400
82126045,4,3,3094,346200,0,7,5,5,2,17500,3,36,0,67650
82126046,4,2,3031,332400,1,6,5,5,1,17500,3,33,68640,0
82126047,4,2,2876,338600,1,7,5,5,2,17500,3,38,364620,71740
82126048,4,3,3304,357100,0,8,5,5,2,17500,3,41,0,74800
82126049,4,2,2728,313600,0,7,5,5,2,17500,3,40,431950,73780
82126050,4,2,2024,305000,0,7,5,5,1,17500,3,40,328600,369050
82126051,3,2,2072,285900,0,7,5,5,2,17500,3,38,0,284428
82126052,4,2,2662,341300,1,6,6,5,2,17498,3,35,0,380000
82126053,4,3,2620,298200,0,7,5,5,1,17489,3,35,294000,0
82126054,3,2,2449,337000,1,6,6,5,2,17498,3,35,0,502040
82126055,3,1,1656,270000,1,6,6,5,2,17498,3,35,273220,34946
82126056,4,2,2815,320400,1,6,5,5,1,17498,3,32,407000,318450
82126057,3,2,2124,301800,0,6,5,5,2,17498,3,35,435120,54136
82126058,3,2,1850,254400,1,6,5,5,1,17489,3,33,0,285520
82126059,3,2,2338,325000,1,7,5,5,2,17498,3,35,409640,475700
82126060,4,2,2480,332500,1,6,5,5,2,20142,3,35,465120,54540
82126061,4,2,2650,332900,1,6,5,5,1,17737,3,33,398840,0
82126062,4,3,4226,427800,1,7,6,5,1,17498,3,32,0,0
82126064,4,2,3884,379500,1,6,5,5,1,17498,3,33,0,481400
82126065,4,2,2492,336000,1,7,6,5,1,17737,3,32,386080,472000
82126066,4,2,3377,378900,1,6,5,5,1,17737,3,33,514300,0
82126067,4,2,2760,335000,1,7,6,5,1,20028,3,32,382140,0
82126068,4,3,3618,390000,0,7,5,5,1,26619,3,33,448500,0
82126069,4,3,3334,417200,0,9,6,5,1,32565,3,32,0,0
82126070,3,2,2658,310000,1,7,6,5,1,20734,3,32,340480,0
82126071,4,2,3024,370300,1,7,6,5,1,17498,3,32,0,0
82126072,4,2,2574,340100,1,7,6,5,1,17498,3,32,370753,0
82126073,4,2,3070,370000,1,7,6,5,1,17498,3,31,566100,435100
82126074,4,2,2844,368000,1,7,6,5,1,17498,3,32,463540,0
82126075,4,3,2473,353800,0,7,6,5,1,17498,3,32,398352,0
82126076,4,2,3066,345200,1,7,5,5,1,17498,3,32,422670,0
82126077,5,3,3242,376100,1,7,6,5,1,17498,3,32,408195,0
82126078,4,2,2502,352200,1,7,6,5,1,17498,3,32,340000,393250
82126079,4,2,3092,384300,1,7,6,5,1,17498,3,32,483875,429425
82126080,4,2,2932,370300,1,7,6,5,1,17498,3,32,0,437000
82126081,4,2,3036,396400,1,7,6,5,1,17498,3,32,0,555350
82126082,4,2,3292,387500,2,7,6,5,1,17498,3,32,0,614200
82126083,4,2,3286,375000,1,7,6,5,2,17498,3,30,408750,0
82126084,3,2,2306,287300,1,6,5,5,1,17498,3,33,304440,0
82126085,4,2,3451,410800,1,7,6,5,1,35523,3,32,0,503500
82126086,4,2,2621,348200,1,7,6,5,1,21026,3,32,0,0
82126087,4,3,2742,357800,0,7,6,5,1,17498,3,32,402212,0
82126088,4,2,2721,337000,1,7,6,5,1,17498,3,32,448500,0
82126089,4,2,2878,377100,1,7,6,5,1,17498,3,32,424600,0
82126090,4,2,2736,407600,1,7,6,5,1,17498,3,32,536000,488480
82126091,4,2,3538,431400,1,7,6,5,1,17498,3,30,553840,0
82126092,4,2,3102,384100,1,7,6,5,1,17498,3,32,0,446310
82126095,4,3,2985,359000,1,6,6,5,1,17500,3,7,98010,0
82126096,4,3,2580,402000,1,6,6,5,2,17500,3,7,96800,0
82126097,3,2,1880,299000,0,6,6,5,1,18500,3,6,90850,0
82126098,3,3,2864,346900,1,6,6,5,1,18500,3,5,94300,0
82127002,3,1,1687,138600,1,5,5,2,2,49222,3,75,0,0
82127003,3,1,1545,151200,1,6,5,2,2,52272,3,67,179360,0
82127004,4,2,2673,178700,0,4,5,2,1,69696,3,64,178000,79248
82127005,3,2,1900,224600,1,7,6,5,1,52272,3,31,265000,0
82127006,2,1,1020,112400,0,5,5,2,2,46173,3,80,0,0
82127007,2,1,1469,145300,0,5,5,5,2,51836,3,80,0,0
82127008,3,2,2394,193700,1,4,5,2,1,51836,3,90,322040,139101
82127009,3,1,1636,138700,0,5,5,5,2,65408,3,80,0,0
82127011,4,1,1854,143300,1,5,5,2,2,41360,3,69,166400,0
82127012,3,1,3152,163600,0,6,6,5,1,57499,3,80,355000,115500
82127013,3,1,1652,138100,0,5,5,5,1,51400,3,70,203000,0
82127014,3,1,1632,140100,0,7,5,2,2,52272,3,66,0,0
82127015,5,2,2341,160100,0,5,5,5,1,41600,3,63,0,297600
82127016,2,1,1920,177700,1,5,5,5,1,46173,3,66,273000,0
82127017,4,2,3126,372000,1,7,6,5,1,17498,3,32,495360,355120
82127018,4,2,3194,387800,1,7,6,5,1,17498,3,32,0,382850
82127019,4,4,4664,480900,0,7,6,5,1,17498,3,31,603250,99500
82127020,4,2,2813,336800,1,6,5,5,1,17498,3,33,525140,324380
82127021,4,2,2612,355400,1,7,6,5,1,17498,3,33,450800,421400
82127022,4,2,2828,353700,1,7,6,5,1,17498,3,32,412000,89550
82127025,4,4,4152,450100,0,7,6,5,2,30492,3,30,430000,0
82127027,4,2,3048,366500,1,7,6,5,1,20129,3,32,495800,407290
82127028,4,2,4056,456200,2,7,6,5,1,21270,3,33,453000,0
82127029,4,3,3974,381600,1,7,6,5,2,20468,3,29,0,0
82127030,4,2,4180,373900,1,6,5,5,1,20129,3,33,450640,347704
82127031,4,3,3995,393600,1,7,6,5,1,17498,3,31,123500,0
82127032,4,2,3616,400500,1,6,5,5,1,17498,3,33,0,448800
82127033,4,2,2480,317300,1,6,5,5,2,17498,3,33,320000,353400
82127034,4,2,3370,404300,1,7,6,5,1,17498,3,28,420825,0
82127035,4,2,3288,386000,1,6,5,5,1,17498,3,33,565200,98000
82127036,4,2,2936,357600,1,6,5,5,2,17498,3,33,508800,379456
82127037,4,3,3077,357900,0,6,5,5,1,17498,3,33,442960,0
82127038,3,3,3601,435900,1,7,6,5,1,17498,3,32,421120,218500
82127039,4,2,2731,384100,1,7,6,5,1,17498,3,32,512000,399510
82127040,4,2,2886,356000,1,6,5,5,1,17498,3,33,523600,0
82127041,4,3,3096,410400,1,7,6,5,2,17498,3,32,534000,0
82127042,3,3,2572,368100,0,7,6,5,1,17498,3,33,302100,0
82127043,4,3,3090,384700,0,7,6,5,1,17498,3,32,415400,0
82127045,4,3,3069,374300,0,7,6,5,1,17498,3,30,414000,250900
82127046,4,2,2701,374700,1,7,6,5,1,17498,3,32,508360,530728
82127047,4,3,3110,388700,0,7,6,5,1,17498,3,31,560490,477750
82127048,4,2,2784,297900,1,6,5,5,1,17498,3,33,514750,0
82127049,4,2,2766,366300,1,7,6,5,1,17498,3,32,505750,421800
82127050,3,2,2806,315000,1,7,5,5,1,17498,3,32,0,0
82127051,3,2,3709,392300,1,7,6,5,1,17498,3,32,435891,0
82127052,4,3,3788,375000,1,7,6,5,1,17498,3,32,576190,449690
82127053,4,2,2972,380300,1,7,6,5,1,17498,3,32,0,0
82127054,4,2,2693,370100,1,7,6,5,1,17498,3,32,458850,344891
82127055,4,2,3048,374800,1,7,6,5,1,17498,3,32,418000,0
82127056,4,2,3036,387500,1,7,6,5,1,17498,3,32,458800,450300
82127058,3,2,2878,370500,1,7,6,5,1,5662,3,17,575100,0
82127059,3,2,2626,336700,1,7,6,5,1,3920,3,17,0,510600
82127060,3,2,2651,340900,1,7,6,5,1,5662,3,17,510000,0
82127061,3,2,2976,320000,1,7,6,3,1,4356,3,17,471250,0
82127062,3,2,3484,417300,1,7,6,5,1,10010,3,17,422500,514080
82127063,3,2,3567,381700,1,8,6,5,1,13033,3,17,0,555000
82127064,3,2,2025,345000,0,8,6,5,1,14505,3,15,0,376050
82127065,3,2,2886,357000,0,8,6,5,1,5784,3,15,525400,946560
82127066,3,2,2025,355000,0,8,6,5,1,7348,3,15,388667.02,0
82127067,3,2,2289,308300,0,8,6,5,1,5662,3,15,553800,946560
82127068,3,2,2886,351300,0,8,6,5,1,3920,3,15,525400,946560
82127069,3,2,2702,386100,1,8,7,5,1,5662,3,16,360500,366980
82127070,3,2,2289,356200,0,8,6,5,1,5662,3,15,0,560900
82127071,3,2,3035,411300,1,8,7,5,1,5227,3,16,390000,0
82128001,3,1,1252,115900,0,5,5,5,1,44866,3,65,0,0
82128002,3,2,2044,231200,1,7,6,5,1,62496,3,30,385000,0
82128003,3,1,1447,150900,1,5,5,5,2,40480,3,63,0,0
82128005,5,1,2299,172600,0,5,4,1,2,156816,3,175,0,0
82128007,2,1,1434,146100,0,5,5,2,2,52707,3,71,0,87507.5
