Parcel,Bedrooms,Bathrooms,Living_area,Total_Value,Half_Baths,Purchase_Date,Construction_Quality,Address1,Address2,Condition_Score,Garage_Type,Finished_Basement,Total_Land,First_Sale_Date,First_Sale_Price,Second_Sale_Date,Second_Sale_Price
71202024,2,1,1077,99600,0,1945,C+ / AVERAGE+,5208 CASE AVE,"LYNDHURST, OH. 44124",FAIR,DETACHED,No,8500,7/10/1987,56000,11/10/1986,0
71202026,3,1,1400,119400,1,1947,C / AVERAGE,5196 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,8500,10/3/2014,83000,6/9/2009,0
71202028,2,2,1465,121400,0,1950,C+ / AVERAGE+,5188 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,11900,2/25/1994,0,9/11/1991,80000
71202030,4,1,1404,109900,1,1956,C+ / AVERAGE+,5176 CASE AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8500,6/18/2019,160200,6/16/2017,109900
71202032,2,1,1316,116300,1,1960,C+ / AVERAGE+,5164 CASE AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8500,7/16/2004,142000,8/22/1997,101000
71202034,3,2,1395,119400,0,1941,C+ / AVERAGE+,5152 CASE AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,8500,8/18/2006,166000,6/15/2004,142000
71202036,4,2,1514,122600,0,1925,C / AVERAGE,5159 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,8500,8/31/2006,180000,3/29/1999,111500
71202038,3,1,1448,121600,0,1942,B / GOOD,5167 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8500,12/20/2012,0,11/14/2008,0
71202040,3,1,1875,145500,0,1952,C+ / AVERAGE+,5179 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,11900,10/21/2003,0,6/28/1999,125000
71202042,2,1,1384,119000,0,1953,C+ / AVERAGE+,5191 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,8500,8/22/2005,0,12/27/2001,104000
71202044,3,2,1437,120900,0,1952,C+ / AVERAGE+,5199 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,8500,7/29/2019,150000,10/16/2015,0
71202046,3,2,1580,125000,0,1953,C+ / AVERAGE+,5211 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,8500,3/12/2015,99500,3/12/2015,0
71202048,3,1,1496,121700,1,1941,C+ / AVERAGE+,5219 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8500,6/18/2019,139000,8/31/2006,135000
71202050,3,2,1448,121300,0,1941,C+ / AVERAGE+,5231 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,8500,9/22/2005,162000,1/26/2001,136900
71202052,3,1,1142,119200,0,1941,C / AVERAGE,5236 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,5500,11/2/2006,165300,9/5/2001,100000
71202054,3,1,1708,127600,1,1964,C+ / AVERAGE+,5228 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,8500,9/14/2009,0,8/24/1977,55500
71202056,3,1,1451,64600,1,1949,B / GOOD,5216 LYND AVE,"LYNDHURST, OH. 44124",FAIR,ATTACHED,No,8500,12/19/2018,106000,7/22/2016,64555
71202058,3,2,1736,128000,0,1941,C / AVERAGE,5208 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8500,5/30/2018,155000,8/21/2009,152000
71202060,3,1,1057,108400,0,1961,C+ / AVERAGE+,5196 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,N/A,8500,4/30/2001,118500,11/6/2000,0
71202062,2,1,888,110500,0,1953,C+ / AVERAGE+,5188 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11900,3/8/2019,124250,12/5/2014,60000
71202064,3,1,1260,114500,0,1949,C+ / AVERAGE+,5172 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8500,9/26/2019,0,9/30/2009,107000
71202066,3,1,1312,117600,0,1941,B / GOOD,5164 LYND AVE,"LYNDHURST, OH. 44124",GOOD,DETACHED,N/A,8500,12/28/2017,0,2/19/2004,0
71202068,3,1,1494,122000,0,1950,C+ / AVERAGE+,5152 LYND AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8500,6/28/2007,0,5/24/1995,0
71202070,4,2,2144,198000,1,1968,B / GOOD,5187 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,14775,9/17/2013,165000,8/25/2003,228000
71202072,4,2,2395,206000,1,1968,B / GOOD,5219 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,15000,11/27/2013,194000,10/10/2006,250000
71202074,4,2,2100,197100,1,1966,B / GOOD,5155 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,14550,5/27/2010,0,9/29/2008,190000
71202076,4,2,2168,199200,0,1969,B / GOOD,5211 HICKORY DR,"LYNDHURST, OH. 44124",FAIR,ATTACHED,No,14925,1/8/2019,224000,5/23/2018,145000
71202078,5,2,2416,206300,1,1968,B / GOOD,5195 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,14850,10/28/2010,110000,1/21/2010,140000
71202080,3,2,2112,197200,1,1968,B / GOOD,5179 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,14700,4/25/2019,203000,12/30/1998,187500
71203002,4,1,1338,107600,0,1953,C+ / AVERAGE+,5247 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,9150,8/26/2009,136500,4/21/2000,121300
71203004,3,1,1189,103300,1,1950,C+ / AVERAGE+,5255 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,9150,8/21/1995,0,7/9/1976,0
71203006,3,1,1180,120000,0,1951,C+ / AVERAGE+,5267 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,9200,5/19/2017,125000,9/15/2006,0
71203008,3,1,1168,103100,1,1951,C+ / AVERAGE+,5275 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,9200,7/20/2009,115000,7/20/2009,0
71203010,3,1,1840,120700,1,1969,C+ / AVERAGE+,5287 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,9200,5/8/2009,0,9/29/2008,0
71203012,4,1,1561,113400,1,1950,C+ / AVERAGE+,5295 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,9250,5/27/2016,114000,8/22/2014,0
71203014,3,1,1232,103600,1,1947,C+ / AVERAGE+,5292 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,8500,4/4/2005,0,3/3/2005,0
71203016,3,1,1436,109600,1,1950,C+ / AVERAGE+,5280 CASE AVE,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,8500,9/28/2018,149995,12/22/2006,160000
71203018,3,1,1577,113100,1,1951,C+ / AVERAGE+,5272 CASE AVE,"LYNDHURST, OH. 44124",FAIR,ATTACHED,No,8500,9/10/2018,81000,4/12/2001,0
71203020,2,1,920,94500,0,1941,C / AVERAGE,5260 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,8500,4/23/1997,92500,2/20/1997,0
71203022,3,2,1628,114200,0,1941,C+ / AVERAGE+,5252 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,8500,6/25/2019,0,1/8/1997,0
71203024,4,1,1569,111000,1,1949,C+ / AVERAGE+,5240 CASE AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8500,8/29/2017,111000,8/29/2017,0
71203026,3,1,1439,109200,1,1949,C+ / AVERAGE+,5247 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8500,9/9/2015,0,1/1/1975,0
71203028,3,1,1540,112400,1,1929,C+ / AVERAGE+,5255 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,NONE,N/A,8500,7/26/1994,79300,4/18/1984,0
71203030,3,1,1418,109000,0,1951,C+ / AVERAGE+,5267 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,8500,7/15/2015,128400,3/9/1994,0
71203032,3,1,1430,109600,0,1950,C+ / AVERAGE+,5275 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8500,5/29/1996,103500,3/25/1994,89000
71203034,4,1,1870,120300,0,1950,C+ / AVERAGE+,5287 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8500,9/17/1997,116000,7/26/1985,76000
71203036,4,1,1268,100100,1,1947,C+ / AVERAGE+,5295 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8500,11/2/1988,68000,8/31/1979,62000
71203038,2,1,1338,107000,0,1953,C+ / AVERAGE+,5292 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,N/A,8500,4/29/2016,110600,5/13/2010,74500
71203040,4,2,2087,124900,1,1949,C / AVERAGE,5280 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8500,10/2/2009,0,3/1/1996,0
71203042,5,2,2060,123600,1,1927,C+ / AVERAGE+,5272 LYND AVE,"LYNDHURST, OH. 44124",FAIR,DETACHED,No,8500,1/14/2008,102900,2/21/2007,108000
71203044,3,1,1474,110300,0,1931,C+ / AVERAGE+,5260 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,8500,11/22/2004,142000,5/14/1999,100000
71203046,2,1,1086,99600,0,1950,C+ / AVERAGE+,5252 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8500,7/2/2019,122000,1/7/2002,141900
71203048,3,1,1340,107200,0,1951,C+ / AVERAGE+,5240 LYND AVE,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,8500,8/24/2009,80000,1/27/2009,73334
71203050,3,2,2168,182000,0,1969,B / GOOD,5267 HICKORY DR,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,15375,5/18/2005,204000,11/3/2004,0
71203052,4,2,2280,203500,1,1971,B / GOOD,5283 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,15450,8/29/2016,199000,9/13/2012,140000
71203054,2,1,1067,91400,0,1952,C+ / AVERAGE+,903 ROLAND RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,9400,7/23/1999,0,4/3/1985,0
71203056,3,1,1601,114600,0,1953,C+ / AVERAGE+,891 ROLAND RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,9400,10/27/2004,161000,7/29/2003,0
71203060,4,2,1338,107700,0,1931,C+ / AVERAGE+,871 ROLAND RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,N/A,9400,11/6/2014,0,9/30/2008,147500
71203062,3,1,1465,111000,1,1942,C+ / AVERAGE+,863 ROLAND RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,9400,3/15/2018,125500,8/3/2006,145000
71203064,2,1,1456,110100,1,1930,B / GOOD,851 ROLAND RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,9450,3/31/2014,121000,2/17/2010,130000
71203066,4,1,1404,110000,0,1952,C+ / AVERAGE+,843 ROLAND RD,"LYNDHURST, OH. 44124",AVERAGE,DETACHED,No,9450,9/30/2008,122000,9/3/1997,0
71203068,4,1,1566,141700,0,1940,C+ / AVERAGE+,831 ROLAND RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,18144,5/15/1979,85500,11/7/1975,0
71203070,3,2,2196,177800,0,1968,B / GOOD,927 ROLAND RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,12600,11/29/2007,187500,11/29/2007,0
71203072,4,2,2622,194100,1,1973,B / GOOD,5299 HICKORY DR,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,15939,7/14/2016,209500,5/3/2016,0
71203074,3,2,1864,174500,0,1969,B / GOOD,5259 HICKORY DR,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,15300,5/22/2006,194000,9/12/2000,0
71204002,6,2,3205,189100,1,1947,B / GOOD,935 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,DETACHED,N/A,24450,6/2/2005,258000,4/28/1995,172500
71204004,4,2,1887,131300,1,1940,B / GOOD,965 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,75489,8/3/2011,105000,12/27/2007,0
71204008,4,3,3433,230000,1,1936,B / GOOD,995 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,65675,4/3/1987,0,8/20/1986,95000
71204012,5,1,1200,59400,0,1905,B / GOOD,1031 RICHMOND RD,"LYNDHURST, OH. 44124",FAIR,BASEMENT,No,90000,9/17/2008,0,6/12/2003,0
71204014,3,2,2139,187700,1,1966,B / GOOD,5126 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,10500,10/20/1998,194000,12/13/1996,0
71204020,4,2,2272,194000,0,1973,B / GOOD,5134 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,11200,9/5/2019,0,7/5/1989,0
71204022,3,2,1762,149000,0,1973,B / GOOD,5130 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,15224,12/27/2019,155000,3/13/1996,0
71204024,3,1,2268,190900,1,1969,B / GOOD,5110 HICKORY DR,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,16340,9/10/1998,155000,6/23/1978,0
71204026,5,2,2759,260000,1,1992,B+ / GOOD+,1010 WINDING CREEK LN,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,12772,12/19/2016,0,12/17/1993,204900
71204028,4,2,3026,305200,1,1989,A / VERY-GOOD,5116 ABIGAIL DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,12788,12/21/2001,0,4/30/1998,245000
71204030,4,2,2915,300600,1,1989,B+ / GOOD+,1009 WINDING CREEK LN,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,14229,9/11/2000,295000,5/10/1991,205000
71204032,4,1,2761,298300,2,1990,B+ / GOOD+,1018 LEDGEWOOD TRL,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,13940,8/30/2017,0,7/14/2017,0
71204034,4,2,3892,292800,1,1993,B+ / GOOD+,5128 ABIGAIL DR,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,12420,4/7/2004,0,11/9/1993,190000
71204036,4,2,3113,292000,1,1996,B+ / GOOD+,993 LEDGEWOOD TRL,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,18425,1/29/2019,389900,5/6/1996,268800
71204038,4,2,4301,275000,1,1992,C / AVERAGE,1009 LEDGEWOOD TRL,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,13950,7/2/2015,249000,8/19/2014,0
71204042,4,3,2667,238000,1,1996,B+ / GOOD+,5117 ABIGAIL DR,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,15943,12/22/2006,0,4/29/2004,270000
71204044,4,2,3257,289400,1,1995,B / GOOD,5129 ABIGAIL DR,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,N/A,15943,9/26/2005,311000,1/1/1995,0
71204046,4,2,2510,265000,1,1997,B / GOOD,5141 ABIGAIL DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,23958,2/10/2012,0,4/3/1998,230500
71205002,4,2,2456,240800,1,1969,B+ / GOOD+,5181 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,19500,9/9/1985,126000,9/26/1978,0
71205004,4,2,2592,204100,1,1970,B+ / GOOD+,5209 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11250,6/11/2019,0,5/4/1998,181125
71205006,4,2,2134,195400,1,1967,B+ / GOOD+,5156 HICKORY RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12450,8/28/1998,199900,4/15/1976,73500
71205008,4,2,2100,194200,1,1967,B+ / GOOD+,5172 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12450,11/25/1998,195000,1/1/1975,0
71205010,4,2,2100,193800,1,1969,B+ / GOOD+,5188 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,12375,7/30/2014,175000,4/22/1998,0
71205012,4,2,2220,150000,0,1969,B+ / GOOD+,5204 HICKORY DR,"LYNDHURST, OH. 44124",FAIR,ATTACHED,No,12300,3/22/2017,150000,3/17/1993,0
71205014,3,1,2584,207600,1,1970,B+ / GOOD+,5220 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12300,6/14/2018,222000,12/7/2017,140000
71205016,3,2,2584,196800,0,1969,B+ / GOOD+,5236 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12225,1/15/2015,0,8/4/2014,0
71205018,4,2,2526,193000,1,1971,B+ / GOOD+,5217 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11250,9/28/2018,0,7/31/2017,193000
71205020,4,2,2760,211300,1,1971,B+ / GOOD+,1010 PINEWOOD CIR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11250,2/10/1995,184500,2/10/1995,0
71205022,3,2,2347,201800,1,1968,B+ / GOOD+,1026 PINEWOOD CIR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12324,8/11/2011,100000,3/15/2011,0
71205024,4,2,2620,219500,1,1969,B+ / GOOD+,1042 PINEWOOD CIR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,16102,12/12/1988,150000,8/30/1983,0
71205026,3,2,2214,208400,1,1969,B+ / GOOD+,1058 PINEWOOD CIR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,16575,7/1/2015,175950,10/22/2002,0
71205028,5,2,3028,229900,1,1967,B+ / GOOD+,1072 PINEWOOD CIR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,16480,11/6/2002,299000,1/29/1993,0
71205030,3,2,2527,199600,1,1968,B+ / GOOD+,5232 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,10500,6/27/2003,223000,7/2/1996,0
71205032,3,1,2395,198400,1,1970,B+ / GOOD+,5216 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11550,4/3/1985,0,2/15/1979,95000
71205034,4,2,2356,206200,1,1970,B+ / GOOD+,1011 PINEWOOD CIR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,13090,4/12/2018,216500,3/1/2011,0
71205036,5,3,2511,207000,0,1973,B+ / GOOD+,5157 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,13200,4/28/2004,256200,9/18/1990,162500
71205038,3,2,2556,206900,1,1973,B+ / GOOD+,5173 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,12450,10/15/2010,0,10/15/2010,0
71205040,4,2,2772,192500,0,1972,B+ / GOOD+,5189 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,6750,8/1/2013,155500,10/25/2012,100000
71205042,4,2,2168,195400,0,1973,B+ / GOOD+,5205 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12300,6/14/2005,225000,6/20/1997,175000
71205044,4,2,2168,195300,0,1971,B+ / GOOD+,5221 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12300,11/29/1991,156000,4/10/1984,106000
71205046,4,1,1886,186900,1,1971,B+ / GOOD+,5237 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12225,11/26/2001,0,10/18/2001,0
71205048,4,2,2364,187000,0,1970,B+ / GOOD+,5226 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12000,12/17/1992,140000,8/9/1977,91500
71205050,4,2,2264,197600,0,1970,B+ / GOOD+,5210 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12000,7/26/1993,155000,7/6/1979,114500
71205052,4,3,2168,192000,0,1971,C+ / AVERAGE+,5194 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12000,4/14/2017,205500,6/9/2016,116000
71205054,4,2,2316,199200,1,1971,B+ / GOOD+,5178 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12000,12/10/2015,152400,12/2/2011,0
71205056,4,2,2128,193600,1,1972,B+ / GOOD+,5162 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12000,12/23/2011,150000,1/1/1975,0
71206002,3,2,1896,188800,0,1969,B+ / GOOD+,951 ROLAND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12000,6/16/2015,145000,5/26/1999,0
71206004,4,2,1872,185300,1,1968,B / GOOD,935 ROLAND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12150,11/13/1989,140000,9/2/1987,126000
71206006,4,2,2487,193100,1,1966,B / GOOD,5292 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12880,5/8/1987,130000,4/30/1976,0
71206008,4,2,2319,198300,1,1966,B / GOOD,5276 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12150,11/12/2019,220000,3/26/2009,190000
71206010,4,2,2156,193700,1,1967,B / GOOD,5252 HICKORY DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12225,9/22/2009,190000,3/15/1985,0
71206012,5,1,3081,216300,3,1970,B / GOOD,5273 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,11250,8/16/2018,0,7/20/1987,162000
71206014,4,2,2196,193800,1,1973,A / VERY-GOOD,5249 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11250,3/21/2019,202000,3/25/1980,118000
71206016,4,1,2060,187700,1,1969,B / GOOD,5265 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11250,4/21/2017,219000,3/19/2010,173000
71206018,4,2,2241,193200,1,1970,B / GOOD,5289 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11250,8/9/2013,0,5/28/2004,220000
71206020,3,1,2461,165000,1,1973,B+ / GOOD+,998 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11850,11/7/2005,0,1/15/2002,0
71206022,4,2,2124,175000,1,1969,B / GOOD,999 ROLAND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,10500,1/27/2016,175000,2/6/2008,0
71206024,3,2,2400,219000,1,1969,B / GOOD,1015 ROLAND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11550,4/15/2015,0,6/20/2014,192000
71206026,4,2,2100,191200,1,1966,B / GOOD,1031 ROLAND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11775,10/13/2011,0,10/13/2011,0
71206028,3,2,2628,205300,0,1969,B / GOOD,1047 ROLAND RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,11700,12/3/2018,222000,12/3/2018,0
71206030,4,2,2432,200300,1,1971,B+ / GOOD+,1042 ROLAND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11625,4/22/2013,175000,3/15/1993,156000
71206032,3,2,2246,195100,1,1967,B / GOOD,1026 ROLAND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,11625,11/23/1993,0,1/1/1975,0
71206034,3,1,3281,216000,2,1975,A / VERY-GOOD,1010 ASHWOOD DR RD,"LYNDHURST, OH. 44124",VERY-GOOD,ATTACHED,No,11850,7/30/1984,0,8/25/1978,120000
71206036,3,2,2165,173500,1,1967,B / GOOD,5278 ASHWOOD DR,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,12000,6/23/2015,173500,7/1/2011,165000
71206038,3,1,2656,211700,2,1970,B / GOOD,1039 LINDEN LN,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12865,5/8/2013,164000,8/18/2003,230000
71206040,5,2,2426,172000,1,1970,B / GOOD,1044 LINDEN LN,"LYNDHURST, OH. 44124",FAIR,ATTACHED,No,11100,1/9/2019,0,6/14/2016,172000
71206042,4,2,2428,210200,1,1966,B / GOOD,1028 LINDEN LN,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,19096,3/10/2011,0,12/10/1993,0
71206044,3,2,2240,190500,1,1970,B / GOOD,5256 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,10500,12/2/2003,0,7/6/1990,0
71206046,3,2,2275,172300,1,1968,B / GOOD,5240 ASHWOOD DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,10500,8/18/1994,159000,10/3/1989,0
71206048,4,2,2278,197200,1,1970,B / GOOD,5253 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12225,9/2/1999,0,8/10/1999,219900
71206050,4,2,2578,205300,1,1970,B / GOOD,5269 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12150,9/4/2003,0,12/6/2001,0
71206052,3,2,2240,196100,0,1970,B / GOOD,5285 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12075,12/3/2018,204000,9/23/2015,202500
71206054,4,2,2904,200000,1,1969,B / GOOD,5301 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,13524,2/1/2019,217500,8/31/2016,200000
71206056,4,2,2220,203700,0,1969,B / GOOD,967 ROLAND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,13590,3/11/2019,0,6/7/1985,114000
71206058,4,2,2100,130000,1,1969,B+ / GOOD+,983 ROLAND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12104,1/7/2020,130000,11/16/2018,0
71206060,3,2,2992,215500,1,1970,B / GOOD,5298 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,12000,10/25/1982,0,1/1/1975,0
71206062,3,3,2706,207100,0,1970,C+ / AVERAGE+,5282 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,N/A,12000,9/12/2016,0,9/2/2016,222500
71206064,4,2,2220,193500,1,1970,C+ / AVERAGE+,5266 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12000,3/17/1997,173000,6/20/1977,86900
71206066,4,2,2168,194900,0,1971,B+ / GOOD+,5250 GRAHAM DR,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,12000,4/3/2019,0,11/28/2018,0
71207002,3,1,1554,136900,0,1945,C+ / AVERAGE+,1059 RICHMOND RD,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,15000,1/16/2018,130000,5/28/2014,0
71207008,2,2,1800,130000,0,1954,C+ / AVERAGE+,1119 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,NONE,No,21900,4/8/1997,94500,6/27/1994,0
71207010,5,2,2846,192900,0,1927,B / GOOD,1137 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,ATTACHED,No,19982,7/26/2018,249900,12/12/2003,236000
71207012,3,2,2082,168300,2,1936,C / AVERAGE,1099 RICHMOND RD,"LYNDHURST, OH. 44124",GOOD,DETACHED,No,33319,1/14/2004,180000,1/1/1975,0
71207014,3,1,1691,121900,1,1956,C+ / AVERAGE+,5103 KNEALE DR,"LYNDHURST, OH. 44124",AVERAGE,ATTACHED,No,8500,12/15/2003,70000,12/21/1995,118000
