39101003,3,2,"1,542","$168,100",0,1987,B+ / GOOD+,22450 ETHEL DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"22,041",7/24/2019,$0,5/9/2000,"$135,000"
39101004,3,1,"1,281","$142,900",0,1954,C / AVERAGE,8445 MARKS RD,"STRONGSVILLE, OH. 44149",AVERAGE,DETACHED,N/A,"26,500",9/16/2008,"$135,000",6/10/2003,"$125,000"
39101005,3,1,"1,543","$156,100",1,1956,C / AVERAGE,8133 MARKS RD,"STRONGSVILLE, OH. 44149",AVERAGE,BASEMENT,N/A,"52,206",10/1/2018,"$90,000",10/1/2018,$0
39101006,3,1,"1,452","$151,800",1,1967,C+ / AVERAGE+,8487 MARKS RD,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"20,000",7/24/2019,$0,11/18/2011,$0
39101007,4,2,"2,346","$161,900",0,1967,C+ / AVERAGE+,8577 MARKS RD,"STRONGSVILLE, OH. 44149",AVERAGE,DETACHED,No,"17,500",7/24/1992,$0,11/5/1987,$0
39101009,3,1,"1,384","$140,200",0,1920,C+ / AVERAGE+,8495 MARKS RD,"STRONGSVILLE, OH. 44149",AVERAGE,DETACHED,N/A,"25,375",3/8/2018,$0,8/21/2014,$0
39101010,3,2,"1,280","$137,900",0,1975,C+ / AVERAGE+,8302 LORRAINE RD,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"19,602",9/10/1975,"$13,000",9/9/1975,"$10,000"
39101011,3,2,"1,797","$202,300",1,1990,B+ / GOOD+,22738 LORRAINE DR,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,N/A,"24,311",5/24/2019,"$218,000",7/19/1989,"$22,000"
39101012,4,2,"1,980","$184,600",0,1975,C+ / AVERAGE+,8306 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"24,393",5/11/2012,"$165,000",2/28/2002,"$175,000"
39101013,3,2,"1,958","$176,400",0,1975,B / GOOD,8312 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"16,380",3/1/2001,$0,2/14/2001,$0
39101014,3,3,"2,823","$214,900",0,1979,B / GOOD,8320 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,N/A,"17,480",6/12/1987,"$95,000",4/19/1985,"$76,500"
39101015,3,2,"1,970","$178,200",0,1980,B / GOOD,8330 LORRAINE DR,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,No,"153,374",11/3/2004,$0,10/23/2003,$0
39101016,4,2,"2,194","$205,900",1,1990,B+ / GOOD+,8338 LORRAINE DR,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,N/A,"12,750",11/6/2014,$0,7/13/1990,"$141,300"
39101017,3,2,"2,015","$190,100",0,1980,B+ / GOOD+,8350 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"12,750",4/26/2011,$0,4/30/2007,$0
39101018,4,2,"1,909","$184,900",0,1978,B / GOOD,8356 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"12,750",8/8/1978,"$77,800",6/9/1978,"$10,000"
39101019,3,2,"1,740","$188,200",0,1987,B / GOOD,8362 LORRAINE DR,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,N/A,"12,750",4/2/1986,"$15,000",12/30/1976,$0
39101020,3,2,"2,017","$178,600",1,1978,B+ / GOOD+,8361 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"15,000",8/28/1991,"$114,000",9/18/1989,"$111,500"
39101021,3,2,"1,923","$173,400",1,1978,B+ / GOOD+,8355 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"15,000",10/18/1989,"$94,000",10/18/1989,"$74,000"
39101022,3,2,"2,006","$180,500",1,1977,B / GOOD,8349 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"15,000",12/20/1996,"$137,500",2/22/1994,"$135,000"
39101023,4,2,"2,472","$184,000",1,1977,B / GOOD,8337 LORRAINE DR,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,No,"15,000",6/8/1979,"$90,000",12/13/1977,$0
39101024,4,2,"1,914","$177,600",0,1977,C / AVERAGE,8329 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,N/A,"15,000",3/9/2018,"$202,000",10/3/2017,"$124,000"
39101025,4,2,"2,608","$192,700",1,1978,B / GOOD,8323 LORRAINE DR,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,No,"15,000",6/29/1978,"$78,900",12/13/1977,"$10,000"
39101026,5,3,"1,996","$177,100",1,1978,B / GOOD,8319 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,N/A,"15,000",5/7/2010,"$159,500",7/30/2009,$0
39101027,3,2,"2,010","$161,500",1,1974,B / GOOD,8315 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"17,000",8/29/2016,"$161,500",6/9/2003,"$181,000"
39101028,4,2,"2,728","$210,100",1,1974,B+ / GOOD+,8301 LORRAINE DR,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,N/A,"28,800",1/18/2005,$0,6/21/1978,"$81,000"
39101029,4,2,"2,168","$185,000",1,1978,B / GOOD,8316 LORRAINE DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"14,625",8/1/1978,"$75,000",3/9/1978,$0
39101030,4,1,"1,792","$185,400",1,1987,B / GOOD,8783 MARKS RD,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,N/A,"27,428",7/11/2018,"$208,000",4/22/1988,"$95,900"
39101031,3,2,"1,542","$178,800",0,1987,B+ / GOOD+,8737 MARKS RD,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,N/A,"27,428",7/19/2001,"$152,000",7/19/2001,$0
39101032,4,2,"1,900","$179,400",1,1988,B / GOOD,8691 MARKS RD,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,N/A,"12,750",9/15/1998,"$149,000",8/19/1988,"$95,700"
39101033,4,2,"1,904","$191,700",1,1988,B / GOOD,8645 MARKS RD,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"12,750",3/25/2005,"$184,900",9/8/1999,"$172,000"
39101034,4,1,"1,840","$177,300",1,1988,B / GOOD,8599 MARKS RD,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,No,"14,960",9/6/1988,"$98,300",6/6/1988,$0
39101035,3,2,"1,964","$174,600",0,1979,B+ / GOOD+,22451 ETHEL DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,No,"23,302",4/27/2010,"$157,500",3/28/2008,"$165,000"
39101036,5,1,"1,929","$178,200",1,1980,B / GOOD,22433 ETHEL DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,N/A,"28,800",7/27/2005,$0,11/15/2000,$0
39101037,4,2,"2,311","$194,600",0,1980,B / GOOD,22432 ETHEL DR,"STRONGSVILLE, OH. 44149",AVERAGE,ATTACHED,N/A,"36,389",8/12/2004,"$190,000",9/29/2000,"$164,000"
39101038,3,2,"2,025","$187,200",1,1990,B+ / GOOD+,22304 LORRAINE DR,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,N/A,"14,936",7/15/2019,"$230,000",8/4/2014,"$155,000"
39102001,3,2,"2,261","$259,500",1,1999,B / GOOD,22360 COUNTRY MEADOWS LN,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,N/A,"14,276",6/29/2007,"$247,000",4/14/2000,"$202,100"
39102002,2,2,"1,996","$207,000",0,1997,B / GOOD,22381 COUNTRY MEADOWS LN,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,N/A,"10,873",8/4/2011,"$172,500",6/28/2011,"$175,000"
39102004,4,3,"2,816","$313,100",1,1988,B / GOOD,9485 NORTH MARKS RD,"STRONGSVILLE, OH. 44149",GOOD,ATTACHED,No,"36,279",4/30/2019,$0,2/6/2001,$0
39102005,2,1,836,"$126,000",0,1947,C / AVERAGE,9577 MARKS RD,"STRONGSVILLE, OH. 44149",FAIR,DETACHED,N/A,"33,000",3/23/2004,$0,6/3/1986,"$45,600"
39102007,2,1,"1,000","$136,600",0,1943,C+ / AVERAGE+,9533 MARKS RD,"STRONGSVILLE, OH. 44149",FAIR,DETACHED,N/A,"75,794",12/22/2006,$0,1/30/1995,$0
